Ensemble_mean,Ensemble_index,MSE,R2_score,MAE
False,0,18.310373895972752,0.9281541695861739,2.3171179599220637
False,1,18.760399178431555,0.9263883705746867,2.4130068902343753
False,2,18.938435462825396,0.9256897958340103,2.3303380216240286
False,3,19.081660144786706,0.9251278140705724,2.3286443442165967
False,4,18.66218463887814,0.9267737425606994,2.3934967370309947
True,,17.31038360982316,0.9320779088239608,2.2555091178334448
