,Cloud_B02,Cloud_B03,Cloud_B04,Cloud_B05,Cloud_B06,Cloud_B07,Cloud_B08,Cloud_B09,Cloud_B10,Cloud_B11,Cloud_B12,Cloud_B13
20806,0.5201,0.47617,0.51818,0.45356,0.53095,0.85948,0.72665,0.90203,0.17259,0.0107,0.21623,0.18607
3285,0.70218,0.66112,0.70529,0.69981,0.73958,0.9768,0.97299,0.97503,0.87439,0.30193,0.125,0.1524
9350,0.76578,0.71669,0.75847,0.75889,0.77804,0.88237,0.82051,0.89108,0.62828,0.08727,0.08898,0.10758
10941,0.29157,0.26586,0.34774,0.26763,0.44432,0.92139,0.86538,0.9365,0.35224,0.03181,0.74141,0.4926
40108,0.67584,0.61606,0.64989,0.65861,0.67149,0.77959,0.72973,0.78749,0.50209,0.07514,0.23763,0.21235
46515,0.99999,0.93784,0.97686,0.90918,0.95957,1.0066,0.89392,1.03991,0.2182,0.01591,0.7728,0.37901
1536,0.62132,0.59698,0.64379,0.63999,0.67748,0.99022,0.86042,1.04337,0.52434,0.14088,0.60123,0.39021
9732,0.54806,0.50271,0.5652,0.53228,0.60775,0.88418,0.8369,0.89382,0.34076,0.00135,0.06865,0.08564
22279,0.50736,0.46031,0.51373,0.49729,0.56467,0.86175,0.82611,0.87143,0.50148,0.16535,0.35077,0.27396
24100,0.65842,0.58573,0.63107,0.65423,0.66247,0.66548,0.6636,0.66782,0.6276,0.27865,0.15099,0.17576
32371,0.54022,0.5069,0.54357,0.54142,0.60822,0.9846,0.93356,0.99603,0.58581,0.2831,0.17742,0.2177
10416,0.52733,0.47558,0.5345,0.51594,0.59762,0.79451,0.77469,0.80017,0.5069,0.08794,0.58771,0.44431
18512,0.54846,0.45322,0.49144,0.49511,0.52736,0.63431,0.61915,0.62998,0.3859,0.01125,0.26232,0.191
17193,0.84506,0.80868,0.84662,0.85897,0.88754,0.9255,0.88043,1.01333,0.52181,0.049,0.48452,0.3338
46493,0.27962,0.20501,0.24562,0.1709,0.29102,0.78016,0.61309,0.84593,0.01363,0.00122,0.60603,0.34184
18945,0.50527,0.50798,0.62115,0.48536,0.66746,0.98723,0.85372,1.02627,0.23123,0.02379,0.15398,0.16296
16987,0.55926,0.46948,0.50502,0.52202,0.53656,0.6356,0.60012,0.64737,0.42091,0.10156,0.4336,0.35985
17031,0.68221,0.64001,0.68652,0.66995,0.71329,0.89294,0.79053,0.92664,0.46747,0.04235,0.08436,0.10471
15663,0.51951,0.44046,0.50259,0.51053,0.556,0.75644,0.75093,0.75971,0.58818,0.06394,0.10808,0.12694
10864,0.67843,0.6539,0.74396,0.70866,0.88504,0.92855,0.84054,0.95784,0.64006,0.23912,0.10412,0.12886
40209,0.37602,0.28234,0.3655,0.283,0.45435,0.57125,0.53907,0.57292,0.17818,0.00181,0.44316,0.30706
30566,0.61341,0.58133,0.63012,0.54716,0.65297,1.04411,0.88811,1.08791,0.08156,0.00036,0.6635,0.36315
34266,0.34242,0.24679,0.26788,0.22812,0.29029,0.56068,0.48629,0.57618,0.03849,0.00145,0.43573,0.28793
19633,0.29924,0.2753,0.3989,0.27154,0.52824,0.90445,0.86006,0.91947,0.29876,0.00052,0.31036,0.30333
49738,0.62673,0.55846,0.60774,0.61702,0.63976,0.76675,0.70422,0.78805,0.49652,0.08527,0.08273,0.10149
1060,0.72574,0.66898,0.70648,0.72525,0.73076,0.7316,0.73013,0.73214,0.67557,0.26475,0.16189,0.18815
29699,0.69613,0.65903,0.70376,0.68249,0.74988,1.0127,0.96178,1.01188,0.57031,0.03568,0.0692,0.0861
10465,0.2986,0.2577,0.29648,0.33837,0.3788,0.41777,0.44367,0.50104,0.31054,0.00625,0.44764,0.48776
41755,0.7053,0.65534,0.6973,0.68939,0.72673,0.8778,0.79946,0.89617,0.4376,0.02951,0.09618,0.11522
40302,0.60386,0.57029,0.61431,0.58629,0.66243,0.984,0.90342,1.00069,0.42383,0.02216,0.08412,0.10337
23360,1.00662,0.94012,0.95965,0.83781,0.89967,0.98453,0.83775,1.04093,0.24348,0.00042,0.71777,0.50845
16962,0.66351,0.62501,0.64843,0.64471,0.65543,0.66275,0.64068,0.66784,0.36931,0.00617,0.06536,0.08221
17200,0.51106,0.48709,0.51292,0.52443,0.53137,0.5377,0.53642,0.54511,0.42355,0.06411,0.50162,0.43056
5663,0.73507,0.69717,0.75315,0.75492,0.80682,1.00689,0.97758,1.01442,0.5515,0.0272,0.62947,0.47148
14704,0.44528,0.43731,0.50358,0.4341,0.55252,1.07679,0.94676,1.11372,0.08735,0.00026,0.63974,0.34351
21222,0.54019,0.45874,0.5426,0.55978,0.63643,0.72444,0.71624,0.72874,0.54574,0.08664,0.10001,0.11917
28529,0.22666,0.24743,0.40358,0.21931,0.55426,1.0166,0.92193,1.04583,0.13685,0.00025,0.98645,0.80202
33469,0.79251,0.74676,0.79288,0.79491,0.81986,0.94736,0.90672,0.9439,0.68264,0.08358,0.08948,0.11033
35101,0.66007,0.60682,0.65321,0.70663,0.7381,0.76914,0.75358,0.7935,0.39344,0.02009,0.38931,0.29853
21582,0.39617,0.31659,0.35697,0.34383,0.4077,0.6025,0.58149,0.60705,0.27994,0.00281,0.34274,0.22321
9130,0.72339,0.6645,0.72311,0.7253,0.78233,0.85823,0.83032,0.85683,0.67544,0.17212,0.10932,0.13238
28186,0.61551,0.56228,0.61694,0.60504,0.66773,0.78586,0.71464,0.81081,0.46306,0.0426,0.09763,0.11676
48716,0.65153,0.59199,0.65661,0.63773,0.70648,0.84376,0.80399,0.84725,0.40798,0.00538,0.07441,0.09111
10244,0.7149,0.66433,0.69969,0.70495,0.71835,0.73233,0.71651,0.73759,0.48972,0.03814,0.09925,0.12095
37474,0.53243,0.45511,0.53526,0.6308,0.66247,0.68676,0.6936,0.70709,0.56902,0.27668,0.16255,0.19147
44561,0.59826,0.581,0.6579,0.60886,0.73867,1.0187,1.00451,1.02092,0.7856,0.29447,0.12432,0.15381
8192,0.346,0.34716,0.5124,0.34183,0.65144,0.95202,0.78469,1.00688,0.22697,0.05274,0.22848,0.21926
6478,0.52653,0.48456,0.54967,0.52164,0.60595,0.87505,0.84799,0.88275,0.5758,0.16515,0.12312,0.15301
30388,0.3613,0.34253,0.36058,0.35144,0.36336,0.37685,0.35671,0.38794,0.1493,0.00168,0.37904,0.34999
40230,0.1839,0.16747,0.25361,0.14221,0.31559,0.84966,0.76974,0.9712,0.08521,0.00505,0.45829,0.33773
14143,0.92777,0.85588,0.90184,0.87816,0.90632,0.93018,0.86588,0.94656,0.5089,0.16871,0.10994,0.13082
35198,0.6954,0.61986,0.68799,0.69804,0.75747,0.7593,0.74536,0.75744,0.69881,0.31851,0.16595,0.18871
22873,0.55436,0.5213,0.58196,0.67365,0.75985,0.83476,0.72266,0.8771,0.37005,0.05198,0.5341,0.33291
2984,0.54989,0.51611,0.55662,0.53669,0.59181,0.99085,0.94543,0.99603,0.38987,0.00084,0.05714,0.07207
22919,0.95177,0.88818,0.9429,0.94647,0.96506,0.97719,0.94556,0.98627,0.52964,0.01963,0.71564,0.5768
31642,0.46101,0.42728,0.47889,0.40998,0.50671,0.86981,0.73272,0.91099,0.05685,0.00041,0.54624,0.40017
16390,0.37058,0.3712,0.54886,0.38061,0.76177,0.95479,0.92471,0.96463,0.4701,0.00204,0.34313,0.35758
5704,0.58982,0.51543,0.54584,0.53789,0.56549,0.6854,0.61255,0.71031,0.20163,0.00067,0.45469,0.34093
1686,0.68409,0.63668,0.68998,0.68826,0.74573,0.85773,0.81211,0.87283,0.49937,0.03572,0.64374,0.53538
18989,0.35061,0.3239,0.37731,0.30995,0.41767,0.89278,0.75654,0.93481,0.07203,0.00032,0.69137,0.47147
17502,0.58806,0.54671,0.59529,0.75177,0.95892,0.96436,0.93424,0.96765,0.55533,0.02537,0.08622,0.10617
26253,0.48237,0.38652,0.44632,0.46434,0.49778,0.58364,0.58507,0.61208,0.39486,0.03681,0.07687,0.09123
36378,0.7656,0.70327,0.75008,0.83477,0.84042,0.83873,0.82734,0.83416,0.77388,0.3867,0.19621,0.22678
27294,0.62893,0.59211,0.63994,0.61231,0.67522,0.94094,0.8257,0.98038,0.54635,0.18272,0.10873,0.13212
47588,0.63103,0.60155,0.63351,0.65567,0.66821,0.6773,0.6715,0.69369,0.50578,0.07889,0.06753,0.08724
24674,0.40833,0.34244,0.37826,0.35775,0.42273,0.6911,0.65542,0.69849,0.27608,0.0112,0.20818,0.22724
47660,0.56824,0.52694,0.55204,0.53637,0.55759,0.57778,0.54146,0.59386,0.15448,0.00036,0.57947,0.49456
9016,0.64141,0.55055,0.60648,0.67104,0.7404,0.74068,0.71726,0.73631,0.42558,0.00751,0.08175,0.09617
36520,0.99012,0.91644,0.93022,0.85886,0.89132,0.94512,0.85347,0.98974,0.61427,0.14489,0.08819,0.11131
35760,1.01516,0.95007,0.99581,0.99367,1.00484,1.00834,0.97129,1.00758,0.55354,0.02855,0.06351,0.07958
34923,0.66251,0.60318,0.66496,0.66064,0.71937,0.85617,0.83656,0.85674,0.60546,0.09967,0.11784,0.13959
26963,0.6832,0.60631,0.66028,0.68122,0.70066,0.76694,0.74758,0.76735,0.66125,0.27775,0.15708,0.18249
39818,0.28914,0.32566,0.48288,1.01847,1.03417,1.0437,1.01903,1.0525,0.58802,0.00894,0.99993,0.96003
9254,0.76039,0.7736,0.83415,0.75482,0.79107,0.84441,0.74863,0.87121,0.34751,0.13287,0.73151,0.47423
34026,0.57606,0.55246,0.60403,0.59078,0.64694,0.94829,1.02586,1.05678,0.6683,0.0495,0.67666,0.53052
22009,0.31453,0.27906,0.2765,0.27151,0.27534,0.27881,0.26628,0.27759,0.15261,0.00533,0.07861,0.08963
38875,0.30216,0.24839,0.24741,0.24725,0.25114,0.25424,0.24407,0.25522,0.11058,0.00076,0.243,0.22837
30664,0.77681,0.71257,0.75612,0.75834,0.77619,0.8207,0.77121,0.8294,0.50745,0.0219,0.07822,0.09691
40954,0.60826,0.52679,0.59196,0.66296,0.69582,0.7183,0.69978,0.72653,0.33843,0.0015,0.08205,0.09658
3480,0.5633,0.5186,0.54419,0.55724,0.5614,0.56227,0.56051,0.56292,0.49876,0.11526,0.09602,0.11824
16290,0.4884,0.46248,0.52238,0.48735,0.59201,0.99075,0.98101,0.99361,0.75504,0.14181,0.13016,0.15503
11106,0.44768,0.3619,0.46832,0.43234,0.57174,0.69344,0.68554,0.69858,0.48542,0.03054,0.10209,0.11711
13623,0.65002,0.62645,0.69174,0.65713,0.74029,1.00121,0.86528,1.05162,0.44498,0.0323,0.22817,0.21841
46316,1.01729,0.96899,1.00734,1.01735,1.02679,1.05556,1.02238,1.07243,0.79891,0.26051,0.77542,0.62099
152,0.53261,0.47003,0.52208,0.54603,0.57847,0.60918,0.58101,0.64781,0.23397,0.00126,0.09162,0.10795
36356,0.35531,0.30404,0.36612,0.26834,0.41879,0.79288,0.66587,0.83249,0.02149,0.00065,0.24057,0.23215
24656,0.78596,0.74314,0.77493,0.78837,0.79142,0.79126,0.78952,0.78996,0.77262,0.30082,0.1063,0.13145
12635,0.3219,0.31601,0.44714,0.32161,0.61177,1.02076,1.01366,1.02453,0.80907,0.09363,0.27647,0.28724
32649,0.41781,0.29774,0.33794,0.34485,0.38928,0.57004,0.55362,0.56887,0.29901,0.0041,0.39012,0.27574
18664,0.30259,0.27847,0.33439,0.28092,0.39175,0.86912,0.80984,0.88721,0.23153,0.00052,0.79153,0.61465
620,0.47945,0.43362,0.44634,0.42256,0.44161,0.46318,0.4208,0.47701,0.1251,0.01481,0.26806,0.2496
6198,0.25835,0.2015,0.24184,0.18681,0.30072,0.67539,0.64008,0.68186,0.21508,0.0011,0.38776,0.23121
32977,0.48157,0.46053,0.5215,0.45007,0.61576,0.96199,0.80288,1.0133,0.27885,0.03141,0.09611,0.11048
19785,0.88372,0.83815,0.87525,0.88236,0.89408,1.02316,0.96605,1.0291,0.77261,0.35729,0.14797,0.17573
20040,0.86431,0.7816,0.83457,0.82742,0.83937,0.84396,0.81097,0.84058,0.59637,0.05646,0.07883,0.09826
39570,0.89665,0.85296,0.88959,0.89122,0.91211,0.9656,0.94655,0.95389,0.88983,0.31739,0.10755,0.13304
23500,0.70253,0.60898,0.63924,0.58217,0.62236,0.67242,0.59342,0.70497,0.32794,0.04549,0.52852,0.37864
39914,0.36015,0.33235,0.42851,0.31747,0.53729,0.68619,0.55902,0.72279,0.01298,0.00042,0.42697,0.20792
10979,0.29966,0.33441,0.49547,0.2978,0.58387,1.05476,0.92452,1.09243,0.06869,0.00027,0.8052,0.49304
13013,0.64996,0.61273,0.66531,0.66408,0.7187,0.88041,0.81473,0.90275,0.52189,0.1118,0.59163,0.43949
47037,0.36702,0.34088,0.43438,0.31135,0.56087,0.83615,0.70034,0.87944,0.10273,0.00099,0.72936,0.50855
41829,0.68335,0.64257,0.67356,0.6825,0.69965,0.7989,0.8472,0.8817,0.73926,0.27856,0.13208,0.15603
30955,0.75602,0.72145,0.77548,0.7519,0.82602,0.96929,0.88013,0.98759,0.71129,0.1802,0.05988,0.07654
49763,0.51464,0.44295,0.51426,0.49839,0.56673,0.77456,0.75226,0.77914,0.44479,0.01582,0.07795,0.09415
4922,0.7524,0.72469,0.79345,0.77969,0.852,1.10176,1.06773,1.10714,0.62662,0.06353,0.67765,0.48569
42722,0.4029,0.40094,0.46964,0.57464,0.69619,0.84327,0.82063,0.99061,0.19062,0.05432,0.87128,0.70288
7551,0.41009,0.29681,0.3375,0.2885,0.35823,0.53774,0.44884,0.55867,0.02172,0.00112,0.42514,0.27217
43086,0.90724,0.87104,0.93596,0.90786,0.92206,0.94528,0.88855,0.95429,0.78844,0.24078,0.08863,0.11004
33424,0.20189,0.19532,0.26833,0.18978,0.35816,1.04963,1.0398,1.05396,0.79882,0.10022,0.89667,0.70984
23749,0.37383,0.34928,0.41932,0.37312,0.48434,0.98193,0.98348,0.98864,0.88054,0.30228,0.57929,0.37409
9090,0.65404,0.55178,0.61323,0.64198,0.65403,0.67847,0.65987,0.6795,0.54874,0.08764,0.08743,0.10554
31279,0.85776,0.81515,0.84824,0.85095,0.87163,0.89509,0.87227,1.02137,0.62366,0.19897,0.11401,0.13854
33500,0.13049,0.10218,0.09085,0.08842,0.08669,0.08471,0.08206,0.08195,0.06097,0.00671,0.05878,0.05711
18771,0.75089,0.71226,0.7501,0.74199,0.77972,0.97937,0.91698,0.98632,0.63105,0.09898,0.07432,0.09394
768,0.88493,0.83848,0.87236,0.8851,0.89125,0.95881,0.91876,0.96774,0.86285,0.38235,0.17169,0.20123
20346,0.82564,0.7845,0.82368,0.82934,0.85632,1.00721,0.97054,1.00865,0.78948,0.31109,0.11357,0.13991
41581,0.77022,0.73974,0.79701,0.90704,0.96733,1.01061,0.96667,1.01317,0.76718,0.2955,0.10831,0.13425
23413,0.61963,0.63331,0.76829,1.02303,1.05383,1.07813,1.0101,1.09459,0.45929,0.02634,0.69707,0.42998
2091,0.58653,0.53914,0.5787,0.51951,0.60079,0.82555,0.69231,0.86842,0.06647,0.00037,0.66556,0.476
8604,0.40341,0.36902,0.44186,0.39386,0.52744,0.85039,0.81894,0.86051,0.38143,0.00394,0.19974,0.20369
7843,0.36619,0.32565,0.38961,0.31915,0.54579,0.6708,0.57785,0.7026,0.17944,0.0138,0.53487,0.34886
3362,0.42054,0.4011,0.5228,0.43326,0.66624,0.88492,0.86016,0.89287,0.46153,0.01259,0.70288,0.46974
47433,0.44802,0.43435,0.57802,0.47196,0.76197,0.9665,0.96011,0.97223,0.74252,0.09239,0.80439,0.62714
8176,0.50605,0.43068,0.48278,0.4862,0.53515,0.72696,0.6744,0.74486,0.35859,0.0219,0.0856,0.10344
18879,0.39004,0.3076,0.3394,0.32029,0.39289,0.59422,0.54061,0.60783,0.13556,0.00127,0.43112,0.28642
2725,0.21567,0.19313,0.31902,0.17692,0.43677,0.90626,0.86851,0.92102,0.35124,0.00138,0.84575,0.74171
33801,0.64274,0.57765,0.61494,0.5891,0.63168,0.78065,0.69319,0.80615,0.13386,0.00045,0.53187,0.40455
20700,0.58734,0.52629,0.56429,0.58158,0.58979,0.59339,0.58834,0.59653,0.49787,0.1441,0.08865,0.1091
24146,0.49444,0.41411,0.44081,0.45057,0.46155,0.46781,0.4543,0.47282,0.24854,0.00597,0.32146,0.20962
6991,0.55939,0.53281,0.84965,0.68324,0.82743,0.87258,0.77289,0.89639,0.0758,0.00052,0.05105,0.05958
32677,0.40434,0.37549,0.4237,0.35981,0.46603,1.02817,0.97029,1.04118,0.3355,0.00064,0.12622,0.1643
28640,0.36377,0.29543,0.32101,0.33543,0.34155,0.34304,0.33721,0.34418,0.22686,0.00936,0.09962,0.11254
14149,0.59011,0.57301,0.62982,0.60996,0.66853,1.0651,0.97658,1.0898,0.47907,0.04292,0.66917,0.52716
10704,0.51625,0.50658,0.58683,0.77751,0.90947,0.93997,0.86508,0.96164,0.26861,0.00097,0.75218,0.56162
6374,0.83646,0.79097,0.82983,0.84188,0.85516,0.95004,0.89217,0.97538,0.68937,0.10386,0.09147,0.1184
24458,0.61319,0.518,0.57553,0.58671,0.61138,0.70317,0.64996,0.71633,0.30689,0.00298,0.0824,0.09776
11511,0.7267,0.6754,0.72032,0.72385,0.75597,0.86777,0.80363,0.8868,0.58526,0.10098,0.11525,0.13875
25536,0.71987,0.66787,0.72416,0.75938,0.79914,0.84972,0.78199,0.87796,0.44003,0.01935,0.13358,0.16002
10679,0.54625,0.50494,0.57688,0.54971,0.67229,0.87394,0.83817,0.88407,0.50199,0.08211,0.09738,0.1266
5094,0.67053,0.632,0.68599,0.67008,0.73859,0.99772,0.97822,0.99592,0.66404,0.03503,0.09134,0.11109
19041,0.43445,0.40275,0.4471,0.4365,0.49432,0.86298,0.88125,0.93085,0.47786,0.04744,0.57498,0.46746
7117,0.50013,0.44404,0.47452,0.47486,0.50353,0.71688,0.65988,0.73418,0.33361,0.0394,0.42794,0.26307
24779,0.7483,0.70693,0.74939,0.74371,0.79282,0.94997,0.88671,0.96341,0.70605,0.27883,0.11365,0.13873
28041,0.67429,0.6471,0.7839,0.79245,0.92419,0.95929,0.88488,0.9851,0.55484,0.08902,0.69054,0.53164
25288,0.87562,0.84032,0.88993,0.90345,0.92299,1.00966,0.95706,1.04011,0.84779,0.43509,0.644,0.48743
16250,0.56421,0.45993,0.5024,0.51734,0.53831,0.63552,0.60894,0.63599,0.35075,0.01566,0.19433,0.21183
23695,0.77939,0.7178,0.75448,0.64544,0.70908,0.78184,0.64811,0.81742,0.02356,0.00044,0.07516,0.07841
25953,0.28231,0.26443,0.27941,0.26816,0.28321,0.29905,0.27002,0.30324,0.04072,0.0003,0.26391,0.23611
27083,0.29975,0.27534,0.37388,0.26484,0.46448,0.91949,0.85576,0.93903,0.19543,0.00044,0.86201,0.76939
24903,0.70884,0.67067,0.7048,0.70477,0.73328,1.02827,0.97101,1.03266,0.56107,0.07291,0.07905,0.09899
14165,0.23068,0.23975,0.41064,0.24243,0.63485,1.01098,1.00113,1.01616,0.74538,0.06678,0.97216,0.74442
6232,0.90613,0.85233,0.88333,0.8897,0.88874,0.90285,0.88374,0.89329,0.86123,0.27172,0.08888,0.11102
38312,0.53044,0.50466,0.5577,0.66706,0.73524,0.79911,0.82746,0.9382,0.4493,0.01644,0.08318,0.10661
38645,0.4316,0.31791,0.39302,0.39234,0.4683,0.66267,0.63758,0.67118,0.2698,0.00235,0.08736,0.09661
17940,0.4085,0.34931,0.36944,0.38126,0.38687,0.39021,0.38825,0.39551,0.29297,0.03218,0.41257,0.37963
44271,0.37657,0.38736,0.55249,0.38566,0.72915,1.05703,0.90392,1.10539,0.22939,0.00962,0.91389,0.61887
9280,0.81015,0.71873,0.76478,0.72087,0.75902,0.79738,0.72074,0.81998,0.29405,0.00514,0.10855,0.12626
8750,0.88939,0.83857,0.87767,0.88281,0.8945,0.92043,0.88534,0.92861,0.6906,0.12837,0.10591,0.12848
45925,0.50941,0.46955,0.51827,0.49694,0.56071,0.74404,0.75038,0.79293,0.40495,0.01298,0.08779,0.10845
26569,0.45496,0.43648,0.5713,0.46595,0.74612,0.97848,0.96786,0.9833,0.70364,0.03608,0.24808,0.31153
25879,0.70723,0.66148,0.69803,0.69191,0.71677,0.90055,0.80379,0.93309,0.49049,0.10713,0.11535,0.14075
1782,0.40142,0.37768,0.44225,0.38159,0.52076,1.05186,1.03524,1.05573,0.72011,0.09513,0.20255,0.2563
41969,0.44453,0.42283,0.51669,0.44679,0.58798,0.91079,0.86588,0.92497,0.4818,0.10743,0.78962,0.66362
40034,0.83943,0.78418,0.82123,0.8323,0.8371,0.8731,0.84882,0.86579,0.79512,0.28199,0.0975,0.12072
38397,0.36512,0.33577,0.38759,0.32974,0.43172,0.91195,0.82485,0.93863,0.31758,0.09594,0.25018,0.24232
5786,0.48551,0.40194,0.43121,0.41371,0.45446,0.64677,0.58291,0.66151,0.13631,0.00086,0.35791,0.23146
31585,0.46251,0.41276,0.45222,0.43874,0.48996,0.74115,0.75844,0.79011,0.38057,0.00537,0.46148,0.35613
29778,0.68128,0.62485,0.66183,0.67693,0.68874,0.69597,0.6886,0.7064,0.47568,0.03122,0.52265,0.47052
48311,0.4925,0.46241,0.54069,0.48241,0.62389,0.88063,0.78487,0.91375,0.41516,0.1229,0.14385,0.18031
11111,0.55129,0.53204,0.62628,0.56152,0.71059,1.05228,0.99702,1.06481,0.41781,0.0045,0.88977,0.68227
25574,0.56303,0.42553,0.50414,0.53691,0.56357,0.61379,0.58164,0.61918,0.34572,0.00643,0.06162,0.07243
33731,0.7587,0.69787,0.74909,0.76151,0.78534,0.83204,0.79436,0.84226,0.64024,0.17209,0.12074,0.14642
1577,0.35964,0.34873,0.48096,0.32048,0.59337,0.96536,0.85866,0.99753,0.08286,0.0003,0.92462,0.79408
49258,0.55389,0.51217,0.5665,0.54536,0.62517,0.85415,0.82111,0.86252,0.41532,0.01024,0.50237,0.31097
23200,0.80363,0.76323,0.80034,0.81183,0.82266,0.83099,0.8192,0.83871,0.5912,0.13269,0.64256,0.52011
23870,0.40847,0.32902,0.39478,0.36498,0.60884,0.60976,0.59817,0.60942,0.38503,0.01133,0.40917,0.24136
28546,0.55802,0.52855,0.57762,0.55763,0.61881,0.90927,0.79032,0.95501,0.37553,0.02977,0.76189,0.58469
34471,0.63916,0.56255,0.60694,0.61833,0.64074,0.71427,0.67706,0.72828,0.39744,0.01698,0.54457,0.45593
43467,0.42237,0.40437,0.53865,0.39714,0.62182,0.8882,0.77615,0.92469,0.32118,0.07117,0.13917,0.1561
10978,0.75052,0.6989,0.74173,0.74678,0.74929,0.74874,0.74492,0.74856,0.65032,0.10932,0.07761,0.09715
5517,0.65892,0.62395,0.67827,0.67106,0.72313,0.96193,0.90611,0.97833,0.51067,0.04165,0.73958,0.59527
39389,0.34634,0.26587,0.32642,0.32481,0.39774,0.66538,0.65368,0.67683,0.45175,0.14776,0.22885,0.22717
8856,0.65299,0.6114,0.64081,0.61933,0.64918,0.77174,0.74451,0.81413,0.27331,0.0116,0.28159,0.24899
23499,0.48348,0.43721,0.48893,0.42611,0.52343,0.75787,0.63946,0.79493,0.10433,0.0004,0.47974,0.28137
42285,0.38411,0.44606,0.81237,0.52803,1.01778,1.02545,1.00044,1.0324,0.57584,0.00733,0.77996,0.58546
46870,0.52416,0.47354,0.55621,0.51135,0.63867,0.8618,0.84548,0.86642,0.53655,0.01115,0.10011,0.12113
43505,0.50091,0.45947,0.52578,0.4855,0.59234,0.92163,0.89666,0.92671,0.49831,0.00464,0.07761,0.1003
46065,0.65094,0.63347,0.68327,0.71074,0.75226,0.80423,0.78369,0.94749,0.36914,0.01842,0.70951,0.48841
29757,0.63348,0.56745,0.72771,0.69311,0.76146,0.7664,0.75044,0.76966,0.65485,0.30927,0.13221,0.15706
12730,0.28724,0.24608,0.3699,0.24278,0.46214,0.76205,0.74026,0.76902,0.38833,0.00292,0.68877,0.58748
38838,0.55624,0.55436,0.68172,0.91922,0.95272,0.98653,0.91222,1.00668,0.20618,0.00039,0.91236,0.85728
48506,0.83235,0.78896,0.81978,0.82812,0.82967,0.82775,0.8204,0.82299,0.73925,0.1196,0.06551,0.08357
6540,0.96488,0.90886,0.95714,0.96894,0.98387,0.99163,0.97205,0.99944,0.59835,0.02288,0.91707,0.50381
42517,0.50834,0.48379,0.5373,0.47746,0.56165,0.99203,0.85182,1.03653,0.10376,0.0003,0.66677,0.43955
38511,0.76728,0.72319,0.76201,0.7701,0.78591,0.85436,0.85513,0.89894,0.51121,0.03913,0.57973,0.4385
47373,0.68376,0.65283,0.69901,0.65581,0.71669,1.05426,0.92299,1.09096,0.16556,0.00039,0.81166,0.57845
14901,0.64186,0.60302,0.65376,0.75,0.85312,0.91727,0.89901,0.92047,0.67698,0.22376,0.14356,0.16851
32210,0.60203,0.5662,0.63742,0.58323,0.69369,0.97142,0.92642,0.97748,0.48661,0.01922,0.06492,0.08202
6417,0.65265,0.60575,0.64245,0.62638,0.6635,0.91136,0.81086,0.94002,0.3791,0.18777,0.20192,0.20096
7392,0.326,0.25539,0.29275,0.26399,0.34639,0.62778,0.60527,0.63203,0.28333,0.00196,0.52687,0.38101
29030,0.57962,0.54012,0.59548,0.56458,0.63505,0.88271,0.77063,0.9244,0.46579,0.1181,0.11322,0.13899
30820,0.91733,0.83853,0.91625,0.93607,0.95748,0.96877,0.9448,0.98097,0.5054,0.00367,0.91896,0.12109
1720,0.35592,0.25107,0.26911,0.27535,0.28569,0.29151,0.27599,0.294,0.12605,0.00272,0.20291,0.15982
9697,0.71951,0.64455,0.69483,0.71051,0.7236,0.76142,0.73438,0.75802,0.60301,0.10101,0.10698,0.12588
20469,0.44992,0.40911,0.47753,0.43033,0.59917,0.83507,0.74374,0.86336,0.27133,0.01012,0.59061,0.34285
25706,0.66424,0.62418,0.66301,0.65104,0.68324,0.90908,0.79903,0.94784,0.41304,0.01406,0.11444,0.13295
18404,0.33869,0.30835,0.36379,0.30901,0.44142,0.94285,0.87732,0.96152,0.27357,0.00146,0.25202,0.25546
27231,0.49152,0.47109,0.55083,0.46027,0.62742,1.0708,0.93762,1.10707,0.1533,0.0004,0.87515,0.59403
43286,0.35344,0.32884,0.43399,0.30823,0.50992,0.84788,0.73815,0.88152,0.04685,0.00041,0.19735,0.20715
12493,0.46859,0.42847,0.4687,0.44332,0.50483,0.8477,0.73894,0.88326,0.26509,0.00654,0.08695,0.10531
18010,0.47121,0.44609,0.55367,0.47168,0.65538,0.89549,0.86375,0.9044,0.40915,0.0041,0.72171,0.55752
36883,0.41232,0.39342,0.51769,0.38665,0.59849,0.89191,0.75653,0.93616,0.21332,0.00818,0.13528,0.14703
46344,0.72861,0.68979,0.73677,0.69455,0.75855,0.94845,0.82029,0.99188,0.17022,0.00031,0.72379,0.54871
42461,0.63996,0.5941,0.6736,0.64143,0.76238,0.86387,0.82145,0.87481,0.64743,0.31041,0.12513,0.15127
37706,0.52482,0.42101,0.52271,0.51164,0.61594,0.69495,0.68066,0.70074,0.46753,0.04547,0.10619,0.12155
40175,0.23963,0.22071,0.2795,0.21313,0.32798,0.76503,0.8393,0.86946,0.54844,0.10084,0.44366,0.38162
24923,0.37692,0.31788,0.45048,0.36787,0.58006,0.72442,0.69875,0.73415,0.3067,0.00157,0.14229,0.17376
2647,0.49184,0.48356,0.58835,0.74415,0.81635,0.88474,0.86483,0.90352,0.43846,0.01147,0.79855,0.70472
30850,0.71929,0.7002,0.78228,0.72498,0.83462,1.00244,0.86796,1.06467,0.58192,0.1694,0.80419,0.61768
11636,0.50181,0.46961,0.50844,0.44545,0.52877,0.96868,0.78101,1.02834,0.16165,0.01247,0.25337,0.19045
34234,0.63577,0.49411,0.58,0.59594,0.6225,0.64043,0.60724,0.64836,0.35484,0.00666,0.1,0.11414
