,Cloud_B02,Cloud_B03,Cloud_B04,Cloud_B05,Cloud_B06,Cloud_B07,Cloud_B08,Cloud_B09,Cloud_B10,Cloud_B11,Cloud_B12,Cloud_B13
47912,0.37685,0.28664,0.29971,0.29572,0.34107,0.39611,0.37436,0.5335,0.02356,0.0008,0.22292,0.15086
6763,0.56108,0.52952,0.58953,0.5404,0.64361,1.00332,0.93884,1.01509,0.30157,0.00052,0.07942,0.09612
10682,0.26345,0.22335,0.35224,0.22976,0.44233,0.84402,0.82027,0.85781,0.43906,0.05047,0.63308,0.61212
19572,0.80235,0.8206,0.86294,0.835,0.8668,0.893,0.82565,0.91208,0.36657,0.01537,0.63634,0.48144
22139,0.66681,0.64715,0.72688,0.75071,0.92724,0.98131,0.8669,1.01654,0.4984,0.09722,0.1154,0.13226
46759,0.81056,0.77072,0.79838,0.81072,0.81798,0.82292,0.81517,0.82548,0.77544,0.34815,0.15754,0.18542
14327,0.70988,0.66576,0.70281,0.76233,0.86064,0.90743,0.82263,0.93846,0.58729,0.11022,0.14726,0.16769
43296,0.43874,0.32429,0.37929,0.33757,0.45675,0.55492,0.50312,0.56394,0.08173,0.00132,0.30881,0.22115
786,0.12364,0.10671,0.14801,0.09091,0.20866,0.69345,0.72267,0.897,0.05462,0.0003,0.45623,0.29446
21951,0.85965,0.81995,0.8719,0.87434,0.90278,1.05024,1.01755,1.04707,0.65873,0.06621,0.46832,0.44964
40934,0.42522,0.39447,0.48089,0.37617,0.58366,0.88569,0.78981,0.91306,0.0885,0.00035,0.72378,0.50349
40293,0.60657,0.52075,0.55727,0.6033,0.6411,0.68287,0.605,0.70749,0.14168,0.00054,0.472,0.37013
12623,0.36582,0.33647,0.40663,0.31185,0.46904,0.9356,0.83175,0.96462,0.0808,0.00041,0.16006,0.1778
30055,0.63429,0.59879,0.64164,0.62268,0.69959,0.98612,0.91695,0.99756,0.4724,0.02817,0.06473,0.08223
37043,0.42626,0.41457,0.5324,0.42071,0.81569,0.87199,0.76106,0.90652,0.09305,0.0004,0.80276,0.54131
14420,0.43575,0.40797,0.42411,0.4319,0.4369,0.44158,0.43883,0.44764,0.33051,0.03026,0.4479,0.42216
1590,0.29528,0.3064,0.45608,0.3172,0.62441,1.08609,1.05921,1.09809,0.58166,0.00502,0.98884,0.69242
8990,0.40158,0.35179,0.41358,0.36477,0.48387,0.7633,0.72978,0.77223,0.28804,0.00104,0.62139,0.46211
1200,0.88565,0.84088,0.87301,0.88429,0.88674,0.88593,0.88006,0.88255,0.804,0.22967,0.09391,0.11713
13371,0.81109,0.76292,0.79952,0.79107,0.82263,0.90119,0.83346,0.90688,0.4737,0.02082,0.09412,0.11363
43563,0.56425,0.51831,0.55735,0.52959,0.5773,0.84291,0.73759,0.87641,0.15742,0.00042,0.61905,0.48992
10968,0.76633,0.72277,0.766,0.75655,0.79409,0.92291,0.84518,0.9424,0.59656,0.14725,0.09654,0.11974
14105,0.22089,0.20502,0.26716,0.1928,0.34466,1.01724,0.97463,1.02881,0.39972,0.0006,0.58168,0.49641
48355,0.75105,0.69012,0.73474,0.74623,0.76684,0.82474,0.78488,0.8281,0.63128,0.0928,0.08222,0.10225
46875,0.32001,0.30315,0.35805,0.3989,0.47057,0.5562,0.52028,0.71722,0.03309,0.00055,0.8501,0.6815
37192,0.44856,0.428,0.48729,0.44185,0.55853,1.03357,1.02109,1.03668,0.75804,0.09244,0.13865,0.16149
26447,0.5724,0.51861,0.60289,0.55901,0.68159,0.79244,0.77525,0.79753,0.45408,0.01064,0.55884,0.42621
4506,0.52697,0.4946,0.54364,0.52572,0.59974,0.93173,0.88045,0.94588,0.43511,0.0317,0.7276,0.55202
11865,0.69095,0.6177,0.67035,0.68828,0.7042,0.79296,0.76773,0.79134,0.62823,0.12762,0.08454,0.10336
37762,0.32881,0.31652,0.39469,0.3312,0.51801,1.08335,1.04093,1.0948,0.52076,0.03987,0.96205,0.78252
22954,0.67988,0.64442,0.69086,0.68095,0.75728,1.01553,0.99616,1.01848,0.77248,0.36964,0.17649,0.20891
6357,0.55678,0.52875,0.65771,0.54758,0.76688,0.95513,0.93202,0.9592,0.54925,0.00404,0.07911,0.10203
27806,0.44472,0.37564,0.42592,0.42743,0.47054,0.75247,0.72627,0.76032,0.36538,0.00574,0.08919,0.10435
8802,0.54508,0.4415,0.53344,0.55826,0.68216,0.68839,0.68295,0.69529,0.56908,0.22686,0.13479,0.15499
22982,0.83917,0.77871,0.82157,0.8366,0.84086,0.86244,0.84323,0.8575,0.73607,0.21154,0.10061,0.12445
37654,0.42835,0.36502,0.38907,0.34662,0.40231,0.70227,0.60663,0.72751,0.05057,0.00053,0.30734,0.22343
14386,0.51872,0.44127,0.48568,0.48015,0.51381,0.69423,0.62787,0.73881,0.21009,0.00125,0.08619,0.10198
17449,0.64764,0.59811,0.64037,0.79059,0.8261,0.87086,0.7853,0.89779,0.4409,0.03053,0.0948,0.11525
42629,0.49082,0.44532,0.48394,0.48109,0.52192,0.82394,0.79453,0.83258,0.4681,0.05314,0.54536,0.39421
33852,0.72085,0.66245,0.72287,0.72641,0.87083,0.87698,0.84974,0.87889,0.57806,0.06584,0.08148,0.10075
41539,0.36265,0.3499,0.53989,0.48419,0.6623,0.71943,0.67283,0.7377,0.15786,0.00161,0.18089,0.15962
45754,0.51301,0.4576,0.49041,0.49954,0.51143,0.51924,0.50765,0.52894,0.27748,0.00518,0.51476,0.46008
24263,0.81409,0.77045,0.80168,0.82399,0.85161,0.8896,0.82992,0.90096,0.56934,0.09107,0.08574,0.10639
1495,0.71942,0.68609,0.72764,0.83024,0.96625,0.98561,0.90272,0.98992,0.3728,0.00153,0.05143,0.06315
33661,0.68343,0.63979,0.69223,0.67435,0.73956,0.95483,0.91669,0.95625,0.51941,0.02569,0.08346,0.10305
38967,0.7514,0.70184,0.74829,0.74762,0.79224,0.89993,0.83579,0.91569,0.63664,0.14143,0.09137,0.11076
26731,0.34344,0.28328,0.33584,0.30135,0.39088,0.72687,0.69369,0.7603,0.16703,0.00099,0.12024,0.13218
22966,0.51975,0.4164,0.50307,0.51445,0.58784,0.66608,0.66302,0.67053,0.58865,0.24503,0.11623,0.1352
38894,0.3932,0.38716,0.53215,0.36723,0.68267,0.97048,0.84624,1.00972,0.07273,0.00031,0.86915,0.63938
19309,0.66564,0.53064,0.60338,0.62014,0.64055,0.65555,0.63396,0.66332,0.5509,0.16716,0.13382,0.15373
41304,0.36801,0.32558,0.39267,0.29815,0.47962,0.74597,0.61923,0.7867,0.07153,0.00045,0.67243,0.49299
21477,0.80842,0.77552,0.82316,0.8373,0.84804,0.85539,0.84539,0.86447,0.60323,0.0891,0.73655,0.6097
27810,0.57761,0.45814,0.51782,0.55538,0.58241,0.59751,0.568,0.60388,0.36868,0.01411,0.101,0.11648
41296,0.57645,0.54178,0.58364,0.57906,0.61907,0.87547,0.7758,0.91676,0.48194,0.14581,0.68283,0.5231
19595,0.5605,0.5173,0.59007,0.5464,0.66043,0.90575,0.86764,0.9123,0.3704,0.00111,0.08317,0.09984
43269,0.47383,0.42774,0.50582,0.45931,0.58671,0.83963,0.80325,0.85064,0.47489,0.09177,0.12519,0.15765
12748,0.24964,0.23028,0.33195,0.2087,0.50571,0.93887,0.84264,0.96812,0.10133,0.00032,0.39471,0.3675
23669,0.67806,0.62913,0.68605,0.66361,0.7346,0.93354,0.89674,0.93143,0.48779,0.00707,0.0675,0.08136
11116,0.56105,0.49138,0.54103,0.53287,0.58688,0.64694,0.60259,0.6546,0.40688,0.06372,0.20941,0.17533
23748,0.93019,0.91848,0.94338,0.82997,0.89389,0.96835,0.82072,1.01408,0.10612,0.00061,0.85307,0.61436
40029,0.66327,0.58601,0.64163,0.66406,0.68357,0.77523,0.7629,0.77587,0.6528,0.23466,0.12287,0.14594
31378,0.696,0.65562,0.70369,0.91595,0.92389,0.9244,0.90936,0.92306,0.76711,0.31868,0.1343,0.15822
6759,0.27754,0.25671,0.36719,0.24208,0.46394,0.90736,0.82721,0.93225,0.17035,0.00057,0.84114,0.72223
43614,0.54516,0.39815,0.45716,0.48481,0.55316,0.55626,0.53596,0.55594,0.30916,0.01264,0.39182,0.32854
24144,0.57775,0.55522,0.63969,0.59263,0.71945,0.9918,0.92687,1.0111,0.45404,0.0307,0.75882,0.53231
248,0.64504,0.57168,0.61006,0.62169,0.63691,0.68731,0.64836,0.70422,0.40368,0.02811,0.47958,0.39188
10763,0.28609,0.24249,0.28394,0.24876,0.32323,0.57337,0.57629,0.62555,0.23477,0.01358,0.40633,0.27411
8983,0.61507,0.58075,0.62336,0.6152,0.66315,0.90232,0.8012,0.94141,0.50772,0.13497,0.63059,0.44957
12467,0.49605,0.47835,0.5751,0.47045,0.68335,0.97453,0.82872,1.02002,0.33624,0.1338,0.1477,0.18611
23148,0.2524,0.23418,0.3098,0.23841,0.39994,1.02738,1.00002,1.03906,0.5648,0.03129,0.67611,0.43699
44747,0.66321,0.6182,0.67475,0.72505,0.76146,0.80063,0.79012,0.8734,0.4986,0.03879,0.08462,0.10503
999,0.81084,0.76814,0.80865,0.81551,0.83227,1.00622,0.93555,1.02377,0.67603,0.09821,0.06958,0.08979
28232,0.60996,0.5625,0.6045,0.60949,0.6393,0.83133,0.7735,0.8516,0.50505,0.10805,0.59654,0.47298
31668,0.44675,0.41688,0.53538,0.75412,0.82057,0.872,0.84967,0.89625,0.33028,0.00101,0.83265,0.76661
34017,0.75041,0.72003,0.77261,0.7505,0.81078,0.99995,0.89059,1.03619,0.45976,0.05089,0.55498,0.3677
48549,0.8172,0.77629,0.81613,0.80048,0.83636,0.95413,0.86551,0.97383,0.52257,0.02335,0.08515,0.10298
9464,0.23986,0.22039,0.27808,0.48621,0.63191,0.7744,0.90438,0.9741,0.49682,0.00557,0.91111,0.86583
3052,0.25614,0.23748,0.30126,0.20635,0.401,0.97631,0.85062,1.01283,0.10223,0.0029,0.79373,0.59849
35633,0.667,0.59635,0.6466,0.66631,0.68267,0.7418,0.71081,0.75421,0.65177,0.30613,0.14171,0.16752
16629,0.71531,0.64679,0.69636,0.73107,0.74866,0.7677,0.78505,0.80388,0.72786,0.40157,0.22176,0.25004
3656,0.51812,0.45582,0.49647,0.42536,0.50181,0.78124,0.65517,0.81696,0.02635,0.00045,0.07195,0.07688
28199,0.52438,0.43451,0.48793,0.50099,0.54292,0.60359,0.59353,0.67091,0.24585,0.00199,0.1045,0.11952
39663,0.45643,0.42342,0.47619,0.44948,0.53601,0.90571,0.8653,0.91614,0.45377,0.05955,0.55847,0.49223
40739,0.64786,0.5616,0.61754,0.63651,0.65415,0.76342,0.74075,0.7634,0.45085,0.01345,0.10392,0.12071
33428,0.77597,0.73627,0.78623,0.79616,0.82063,1.0039,0.98146,1.00723,0.66911,0.09665,0.63279,0.5652
25119,0.59155,0.56093,0.65778,0.59399,0.73154,0.83833,0.75242,0.87323,0.52359,0.2198,0.58464,0.42394
21887,0.63747,0.59419,0.678,0.66698,0.70981,0.76522,0.666,0.80008,0.32487,0.02949,0.2376,0.21563
3386,0.94414,0.87577,0.92571,0.91921,0.9346,0.9467,0.9029,0.95136,0.61552,0.09688,0.07961,0.09704
6307,0.34229,0.3223,0.38897,0.28545,0.41997,1.02542,0.82538,1.08908,0.08085,0.00029,0.84948,0.45173
2102,0.80673,0.75302,0.79231,0.79116,0.80767,0.86505,0.81106,0.87453,0.60608,0.05327,0.06308,0.07999
16473,0.81699,0.77006,0.81417,0.80729,0.8343,0.95722,0.88006,0.97786,0.42857,0.00903,0.16495,0.18947
18330,0.79229,0.7496,0.79395,0.80079,0.82278,0.98484,0.95605,0.9847,0.60129,0.05845,0.57643,0.49539
45597,0.52418,0.51819,0.59136,0.64344,0.71834,0.79244,0.78226,0.94646,0.17508,0.00039,0.86349,0.68914
3049,0.39697,0.29479,0.32774,0.35927,0.45301,0.53648,0.44044,0.55997,0.01969,0.00103,0.39183,0.23581
48391,0.58468,0.53278,0.58815,0.58165,0.64729,0.84171,0.82055,0.84712,0.6451,0.27453,0.12572,0.15109
24328,0.6736,0.62847,0.69467,0.70108,0.82565,0.8638,0.79073,0.87983,0.37713,0.00574,0.08111,0.09998
32257,0.57041,0.52822,0.57991,0.56137,0.62019,0.80444,0.74744,0.82282,0.37189,0.01711,0.55817,0.44625
14595,0.3895,0.38046,0.48545,0.39233,0.60657,1.00505,0.93239,1.02612,0.38675,0.06608,0.79313,0.47795
48576,0.82807,0.79595,0.86732,0.87083,0.94362,1.07708,1.05426,1.08304,0.69141,0.0742,0.75981,0.60684
15505,0.53846,0.49952,0.56671,0.51719,0.63823,0.90484,0.84225,0.91953,0.31116,0.00254,0.08109,0.10153
24511,0.30971,0.24131,0.33235,0.2753,0.44055,0.70525,0.66128,0.72444,0.16294,0.00129,0.2499,0.24078
29404,0.70544,0.65391,0.70076,0.70503,0.74085,0.85433,0.79235,0.87581,0.61212,0.14331,0.10058,0.12392
29483,0.91715,0.87148,0.90167,0.90834,0.91385,0.96061,0.9268,0.95653,0.88553,0.32086,0.11292,0.13825
37600,0.98612,0.92219,0.94962,0.85716,0.91543,0.97531,0.85459,1.00986,0.06314,0.00028,0.28089,0.07705
31205,0.95258,0.90908,0.95622,0.9795,1.00046,1.02164,0.99939,1.04048,0.65715,0.10069,0.7759,0.61742
42302,0.51759,0.45654,0.48946,0.48216,0.51119,0.63107,0.60103,0.6923,0.24175,0.00299,0.36382,0.23221
12524,0.49133,0.44924,0.4801,0.4564,0.50699,0.83094,0.72551,0.86369,0.1924,0.00126,0.56746,0.34252
7960,0.58472,0.54926,0.56208,0.57055,0.57226,0.57182,0.57095,0.57078,0.55511,0.22046,0.08518,0.10632
3967,0.7141,0.6727,0.71644,0.68802,0.73607,0.92642,0.81641,0.955,0.42779,0.01461,0.05584,0.07113
4268,0.51599,0.42104,0.48904,0.50644,0.56878,0.6948,0.68376,0.70166,0.55457,0.2345,0.14737,0.16669
32714,0.71145,0.67113,0.70331,0.71303,0.71782,0.71893,0.70938,0.71813,0.53669,0.0515,0.07476,0.09066
46809,0.73798,0.70964,0.93103,0.77149,0.96658,0.9903,0.90741,1.00155,0.57778,0.10142,0.081,0.10024
9883,0.37036,0.33773,0.45907,0.36315,0.68204,0.80524,0.77729,0.81358,0.37514,0.00501,0.69282,0.56904
30354,0.70587,0.65743,0.70453,0.70321,0.7424,0.94992,0.90673,0.95764,0.48407,0.0414,0.08989,0.11297
42129,0.72043,0.64574,0.69337,0.71579,0.72599,0.79431,0.77288,0.79426,0.70214,0.28533,0.14135,0.16687
32589,0.63002,0.59617,0.65166,0.62639,0.70906,0.98899,0.96576,0.98704,0.63414,0.02354,0.0635,0.07813
3864,0.38016,0.42676,0.77515,0.50012,0.97029,0.987,0.94188,1.00071,0.34737,0.00059,0.67256,0.51243
27986,0.55252,0.49614,0.54483,0.54308,0.59101,0.82509,0.79329,0.83511,0.57854,0.26472,0.13147,0.15847
419,0.40211,0.3738,0.4408,0.39536,0.51322,0.84538,0.7926,0.8608,0.38379,0.07911,0.6793,0.44155
5396,0.67811,0.63444,0.67422,0.67266,0.71114,0.92546,0.86494,0.937,0.51496,0.08679,0.11655,0.13978
2347,0.52607,0.46299,0.50456,0.50826,0.53962,0.69025,0.62572,0.71735,0.40618,0.08925,0.49314,0.36686
29381,0.66228,0.61293,0.65765,0.69433,0.70891,0.71647,0.71693,0.71975,0.63918,0.21528,0.13891,0.16406
44719,0.74183,0.70096,0.7466,0.74047,0.78137,0.95368,0.892,0.9615,0.69875,0.19746,0.09322,0.11556
11254,0.21385,0.15374,0.19802,0.13284,0.26082,0.64597,0.55569,0.67154,0.0342,0.00107,0.45002,0.26888
43852,0.5102,0.48,0.51413,0.4862,0.54116,0.83849,0.77317,0.97482,0.32019,0.02473,0.09286,0.11321
17724,0.87631,0.83153,0.86693,0.84216,0.89419,0.96058,0.85663,0.98913,0.16862,0.0003,0.75306,0.56432
33513,0.72348,0.67677,0.71212,0.71366,0.73428,0.8707,0.78879,0.90398,0.59086,0.19476,0.11522,0.14119
8891,0.55182,0.41869,0.49181,0.52884,0.55129,0.64495,0.62379,0.65006,0.37321,0.01371,0.10013,0.1128
17471,0.2143,0.19494,0.23702,0.27858,0.31897,0.35982,0.38768,0.44045,0.31755,0.01606,0.9287,0.90244
25659,0.55224,0.52643,0.61211,0.53687,0.68653,0.9898,0.89559,1.01393,0.51736,0.16376,0.0875,0.1124
36113,0.68697,0.6266,0.66008,0.65338,0.67244,0.68898,0.65523,0.70126,0.30215,0.00644,0.53277,0.43042
16535,0.57144,0.50391,0.59554,0.57427,0.73508,0.77265,0.74388,0.78203,0.56577,0.25607,0.11681,0.1399
41288,0.58166,0.54952,0.63071,0.57227,0.69271,0.88702,0.78723,0.92098,0.47942,0.13121,0.11615,0.14082
18853,0.50863,0.49554,0.60411,0.46021,0.6943,0.94537,0.77895,0.99749,0.14447,0.0027,0.24161,0.18655
11542,0.26151,0.23189,0.32,0.22077,0.406,0.92694,0.88573,0.94093,0.34443,0.00119,0.54977,0.56584
39823,0.76521,0.70934,0.74927,0.76573,0.77534,0.81236,0.80162,0.81912,0.7083,0.38154,0.64208,0.53833
19012,0.27789,0.24263,0.26742,0.39912,0.79489,1.01243,0.90742,1.03966,0.10743,0.0003,0.07588,0.07564
31984,0.4884,0.45687,0.49013,0.45896,0.52206,0.93767,0.95972,1.02445,0.3415,0.00057,0.06271,0.07816
8009,0.82914,0.78087,0.82086,0.82734,0.85266,0.94567,0.91349,0.93998,0.76177,0.22766,0.11901,0.14509
41505,0.59909,0.54536,0.59969,0.56247,0.64481,0.83962,0.77893,0.84669,0.24125,0.0007,0.09777,0.10563
41320,0.45906,0.35243,0.40169,0.428,0.44025,0.44456,0.43537,0.44872,0.25257,0.00374,0.09598,0.10908
12381,0.41177,0.41772,0.55241,0.77698,0.86437,0.91956,0.86732,0.93298,0.35548,0.01134,0.70917,0.48961
2906,0.64581,0.64383,0.69955,0.64546,0.65642,0.67672,0.65076,0.70339,0.36436,0.05232,0.57035,0.38904
39435,0.70686,0.66509,0.70058,0.70873,0.73963,0.96173,0.95451,0.95948,0.84006,0.29669,0.11422,0.13997
13180,1.02156,0.96938,1.019,0.9843,1.02324,1.05576,0.98059,1.08067,0.24115,0.00035,0.9533,0.77749
26754,0.5001,0.4743,0.54171,0.4508,0.58842,1.06528,0.9333,1.10122,0.08575,0.00038,0.92936,0.67594
29166,0.73016,0.6991,0.74398,0.68877,0.75848,1.02086,0.84509,1.08696,0.22666,0.00121,0.73544,0.52389
41456,0.4263,0.39382,0.48849,0.4104,0.61991,0.85528,0.82581,0.86388,0.38463,0.00181,0.65646,0.45169
11463,0.18637,0.1899,0.24722,0.33653,0.37792,0.41686,0.45982,0.53078,0.40683,0.03471,0.87188,0.75811
17392,0.54154,0.50978,0.63247,0.59911,0.84758,0.85255,0.83859,0.8575,0.65257,0.26641,0.14698,0.17532
2420,0.89663,0.82202,0.88178,0.89613,0.90451,0.90557,0.88813,0.90413,0.60037,0.02547,0.09184,0.1111
40723,0.81146,0.76105,0.79987,0.80668,0.82567,0.88685,0.84538,0.89484,0.79092,0.27825,0.09641,0.11966
30986,0.54036,0.41942,0.48848,0.52247,0.53956,0.54688,0.53724,0.55339,0.37083,0.02523,0.10201,0.1174
35861,0.51531,0.41517,0.45549,0.46988,0.49305,0.57135,0.53504,0.58392,0.29375,0.01124,0.39225,0.31811
19889,0.70356,0.67722,0.78804,0.74015,0.98916,1.01084,0.92676,1.02228,0.52095,0.07882,0.07089,0.08975
23883,0.62398,0.58496,0.62623,0.61227,0.65519,0.93899,0.894,0.94833,0.38966,0.00861,0.50507,0.33147
24628,0.64533,0.59994,0.65777,0.64564,0.71344,0.91868,0.90003,0.91644,0.60119,0.01333,0.08658,0.10458
13215,0.43232,0.39648,0.40992,0.40638,0.41595,0.4237,0.40507,0.42463,0.20625,0.00302,0.07575,0.0927
42437,0.28688,0.22888,0.24939,0.27112,0.2963,0.32239,0.30978,0.3777,0.0652,0.00085,0.44824,0.27983
46667,0.35309,0.32605,0.3737,0.33138,0.43985,0.83073,0.74603,0.85651,0.27013,0.04861,0.64182,0.38173
3660,0.84929,0.79278,0.82751,0.84119,0.84191,0.83859,0.83537,0.83266,0.82894,0.29863,0.10227,0.12633
43771,0.80228,0.76202,0.8076,0.83664,0.86049,0.89529,0.89304,0.96123,0.72129,0.27021,0.64069,0.56045
13480,0.92273,0.84838,0.8936,0.86039,0.89201,0.92093,0.84788,0.94051,0.50552,0.14893,0.10491,0.12209
33187,0.96207,0.91312,0.95749,0.96776,0.9667,0.9604,0.95067,0.94982,0.89537,0.37894,0.16041,0.19086
10605,0.24652,0.22183,0.28288,0.21934,0.34161,0.96527,0.97063,0.98075,0.78051,0.10183,0.23757,0.22134
32334,0.75553,0.6955,0.73888,0.74513,0.75901,0.82682,0.77495,0.83605,0.53944,0.03625,0.07001,0.08777
43959,0.40993,0.36098,0.44401,0.38581,0.55164,0.6911,0.66326,0.69744,0.33433,0.01696,0.47141,0.25723
47358,0.54325,0.49416,0.5282,0.52853,0.55654,0.747,0.65961,0.7837,0.35821,0.03162,0.50849,0.46323
6091,0.43338,0.41416,0.49834,0.38862,0.54459,1.06629,0.95951,1.0953,0.11825,0.00036,0.82874,0.57605
27298,0.56753,0.53459,0.60096,0.56274,0.66674,0.9421,0.89566,0.95467,0.42762,0.01255,0.71357,0.51372
44638,0.57572,0.52544,0.57881,0.56898,0.62627,0.84434,0.78721,0.86041,0.55136,0.18657,0.12487,0.14607
25757,0.73953,0.68908,0.72502,0.723,0.74292,0.87099,0.78937,0.89401,0.44839,0.01012,0.06727,0.0844
45825,0.60127,0.5714,0.62145,0.60707,0.65658,0.92456,0.81107,0.96858,0.39737,0.04818,0.66564,0.47471
7293,0.56934,0.51748,0.56732,0.49122,0.59174,0.7448,0.61653,0.78262,0.04506,0.0004,0.46315,0.26196
20793,0.90284,0.8637,0.91148,0.90902,0.93729,1.02038,0.94178,1.05957,0.58619,0.10296,0.75705,0.6091
22597,0.85829,0.81257,0.84508,0.86192,0.86642,0.86769,0.86487,0.87011,0.81068,0.28919,0.13149,0.1573
7144,0.57907,0.53967,0.57702,0.58109,0.6028,0.63639,0.64001,0.64622,0.5488,0.08837,0.09176,0.11073
21695,0.47955,0.38573,0.44499,0.45604,0.49607,0.70874,0.69481,0.71371,0.43796,0.01748,0.10869,0.12306
47753,0.78126,0.68325,0.73959,0.74221,0.75934,0.76865,0.73618,0.77182,0.48697,0.03428,0.08372,0.10169
5589,0.5488,0.5427,0.71476,0.55654,0.89488,1.0785,1.0194,1.09123,0.46929,0.02808,0.7814,0.51617
4394,0.43226,0.40278,0.46233,0.39941,0.54595,1.02173,0.94464,1.03988,0.27404,0.00106,0.1707,0.22285
44346,0.66532,0.64152,0.73009,0.86346,0.91903,0.98818,0.856,1.0298,0.17788,0.00049,0.70369,0.46827
22913,0.3788,0.29292,0.39385,0.3658,0.50644,0.66229,0.66387,0.66966,0.58735,0.21936,0.15761,0.17831
24172,0.57767,0.54176,0.57152,0.5565,0.59343,0.85917,0.7633,0.95338,0.33651,0.00959,0.07391,0.09251
38598,0.33078,0.24123,0.31635,0.26313,0.41036,0.51741,0.44966,0.53473,0.06804,0.00117,0.37108,0.21323
13165,0.46344,0.40106,0.44618,0.43277,0.50745,0.70895,0.64208,0.73125,0.26709,0.01496,0.15465,0.17918
22809,0.40205,0.40243,0.5088,0.37732,0.566,0.96564,0.79555,1.02029,0.19571,0.00978,0.14747,0.14903
20786,0.41664,0.32127,0.35128,0.35316,0.38798,0.57186,0.53562,0.58111,0.22785,0.00415,0.4075,0.28542
25154,0.85824,0.80292,0.84061,0.85403,0.85549,0.85403,0.84724,0.85758,0.80732,0.19461,0.06497,0.08255
27707,0.45401,0.36712,0.38563,0.36844,0.37328,0.37572,0.34917,0.37273,0.09227,0.00113,0.28272,0.21695
24653,0.6449,0.59717,0.64528,0.64488,0.68745,0.87897,0.8324,0.89264,0.51678,0.06707,0.61267,0.48103
19167,0.58956,0.48136,0.54894,0.57874,0.60984,0.6823,0.67392,0.68511,0.60315,0.25043,0.12177,0.14199
2492,0.6502,0.61717,0.67613,0.64658,0.73821,1.01152,0.98542,1.01214,0.67576,0.09928,0.0884,0.11016
268,0.52667,0.50079,0.56929,0.50399,0.63821,0.96955,0.844,1.00645,0.41407,0.0737,0.08859,0.1127
21362,0.78347,0.72128,0.76435,0.78035,0.78764,0.82559,0.79714,0.83024,0.7444,0.30661,0.11941,0.14516
33019,0.35653,0.3336,0.39999,0.31727,0.45725,0.93461,0.78049,0.98453,0.15384,0.00206,0.1979,0.18623
44695,0.62265,0.56764,0.61826,0.60998,0.66091,0.87915,0.84411,0.88238,0.4721,0.01553,0.08419,0.1025
32590,0.56172,0.54666,0.65916,0.55913,0.75061,1.07401,0.96051,1.10422,0.40297,0.0536,0.72075,0.43346
8194,0.42979,0.41058,0.47789,0.41473,0.53517,0.99021,0.89372,1.01659,0.42804,0.2084,0.1514,0.18407
47614,0.52689,0.47252,0.5637,0.5446,0.67206,0.80672,0.80285,0.81273,0.67013,0.21697,0.15172,0.18477
20302,0.55335,0.49368,0.53055,0.5145,0.5566,0.73773,0.66661,0.7592,0.18851,0.00052,0.49091,0.3523
49517,0.77769,0.73257,0.77503,0.78467,0.8046,0.8896,0.84031,0.91206,0.63186,0.14002,0.60507,0.48967
27568,0.77153,0.68337,0.70631,0.63084,0.6767,0.73499,0.63597,0.77189,0.21692,0.00107,0.56253,0.42336
25601,0.9225,0.89597,0.97087,0.93699,0.96959,1.00173,0.90782,1.01955,0.49715,0.04147,0.06787,0.08595
33256,0.32592,0.28978,0.3628,0.2929,0.45987,0.86674,0.84111,0.874,0.42612,0.00283,0.71882,0.55643
49356,0.98346,0.91983,0.95106,0.89179,0.9353,0.97919,0.88254,1.00735,0.19756,0.00996,0.69192,0.67313
35850,0.41179,0.38408,0.44231,0.39373,0.49175,0.95524,0.89478,0.9709,0.30208,0.0013,0.53569,0.32504
12065,0.57786,0.53505,0.59682,0.58124,0.65852,0.89906,0.88482,0.90145,0.68989,0.18882,0.09489,0.11784
10421,0.2444,0.24628,0.36696,0.19952,0.46377,0.92815,0.78014,0.97451,0.02279,0.0003,0.60541,0.35992
34104,0.80536,0.75873,0.80066,0.80282,0.82511,0.96733,0.91362,0.97679,0.61905,0.15125,0.10388,0.12832
46411,0.71324,0.6753,0.70836,0.705,0.74432,1.00218,0.93768,1.00876,0.70516,0.23211,0.07831,0.09857
48668,0.68254,0.60285,0.6536,0.68062,0.68792,0.68912,0.68908,0.68972,0.66176,0.27902,0.16461,0.18653
37696,0.6014,0.5555,0.59411,0.59383,0.62477,0.86814,0.82473,0.87389,0.46368,0.0717,0.45558,0.38722
30080,0.36595,0.32357,0.33533,0.3418,0.34504,0.34541,0.34057,0.34561,0.25149,0.02532,0.11459,0.13141
273,0.47572,0.44912,0.49597,0.44924,0.5498,1.00604,0.87404,1.0427,0.35459,0.05999,0.09357,0.11793
23534,0.54599,0.50947,0.57435,0.52728,0.61775,0.8063,0.70445,0.84387,0.36889,0.06003,0.50454,0.31673
30253,0.86282,0.7873,0.83738,0.8547,0.85589,0.85146,0.84551,0.84373,0.7952,0.29812,0.12725,0.15321
16805,0.84485,0.79778,0.8327,0.8418,0.85036,0.98096,0.93265,0.9784,0.75098,0.21054,0.1046,0.12596
26236,0.76286,0.73071,0.78405,0.77606,0.82617,1.05348,0.99668,1.066,0.54791,0.04774,0.55966,0.47574
26021,0.54408,0.50862,0.54681,0.50119,0.58345,0.97285,0.84146,1.0113,0.23099,0.10806,0.42472,0.39545
5672,0.36024,0.33988,0.38004,0.42403,0.51548,0.62495,0.59914,0.84522,0.09788,0.00068,0.38443,0.34542
