Ensemble_mean,Ensemble_index,MSE,R2_score,MAE,Mean_Quantile_Loss
False,0,12.47687036650615,0.9510435386224171,1.7624333481042296,6.210401799428181
False,1,12.361089198207331,0.9514978381484656,1.7527428920167418,6.1693833641847755
False,2,13.077446912398823,0.9486870099730367,1.7755120210124373,6.250073112967925
False,3,12.430349805449136,0.9512260749463308,1.7454259149331768,6.166187060462047
False,4,12.56437531877381,0.9507001886724538,1.7402611926567573,6.121135234294071
True,,11.498255902269053,0.9548834038942868,1.6823043513786764,5.912683657972094
