Cloud_B02,Cloud_B03,Cloud_B04,Cloud_B05,Cloud_B06,Cloud_B07,Cloud_B08,Cloud_B09,Cloud_B10,Cloud_B11,Cloud_B12,Cloud_B13,Sat_Zenith_Angle,Sun_Zenith_Angle,Azimuth_Diff_Angle
-1.0739352584559925,-1.1333732416399975,-1.07604110746986,-1.1769288628050623,-0.7848437714793967,-0.652004483654173,-0.47162935989903926,-0.7526449811060353,-0.4997013172983652,-0.634009133859411,-0.5481355003946203,-0.6738897825756864,-0.6433599633556351,1.3885252169197122,-1.6738804231475546
0.6243282288134826,0.5556730888128247,0.4098573238750733,0.46269302384663613,0.2804249977993857,0.06337592486028763,0.09746203252479695,-0.145312178499326,1.1689533406556472,0.6339508246899029,-0.9447834188258467,-0.8381875420270487,-1.2890988129900869,0.07817986162312367,0.27135418029658404
0.8582636898897952,0.740807287867935,0.6719179325242584,0.675911948977892,0.6303804439574172,-0.15966899160922943,-0.49744003931810593,-0.2568836137495464,0.8384551916809928,1.5703394340821388,-0.9200701044511563,-0.805771376334369,0.9011515610206053,0.45446287912571487,0.054317910125126295
1.8311071081821981,1.722594989674904,1.4373555708997887,0.9656851464033923,0.9169266359113667,0.1306328985293718,-0.15909600489566533,0.03735437468201987,-1.3058333545873084,-0.6556580199308788,-1.0532393061557361,-1.027013091643738,-1.0886525620445264,-1.5976568810876934,-0.8105825759643416
-0.7601314157510805,-0.7967286607097147,-1.0993047763416377,-0.9133124154370237,-1.4215950618883546,-2.0727192945145334,-1.8388726908840423,-1.9897686297200108,-0.8024426225174563,0.03202844232725622,-0.9942964046353915,-0.9595144808097237,-1.1805978526431768,-1.4447054174943912,0.6644199805399315
0.35384867941022113,0.34009216791052793,0.22116281862131787,0.22665978083551705,0.23260284569678177,0.38765323011923214,0.27345425391124334,0.16202787811692518,0.44174151049804516,0.7522274312606413,-0.8825516692260478,-0.7538171344807356,1.2435232422305011,-1.5122438456410563,-0.998393419393079
-0.7641002272881883,-0.9265829475350393,-1.0386145307218237,-1.0004424503778555,-1.1773695306365788,-0.9756111343123777,-1.1351367744883205,-0.9972279955412345,-0.44598255579217,-0.25987178013845125,0.09817912916833116,0.08063991237174759,1.7131301007276047,1.480400057235019,-1.6922076885407427
0.9511865126603856,0.8519496085122762,0.6646399081329282,0.7828429159820721,0.4333019685034438,-0.3363234906187432,-0.22217970403691087,-0.4268791726077664,0.8717530781136492,1.357968113168499,-0.865008419250637,-0.7035899543616488,-1.7057087739106032,0.5230898293968717,-1.6843762995645297
0.09080480546774974,-0.08722518517598539,0.22787164300481064,0.36377520054490053,0.12854420490579668,-0.7207231870962075,-0.7305115504703489,-0.7799035895938948,-0.14933819468698,-0.5775330961672833,-0.44981095322534626,-0.29457271161669435,0.9832353723595149,1.258299788996401,1.3553307586296772
-0.30709908491608223,-0.30862801688360014,-0.49769987888464395,-0.24867265576263575,-0.5624368437412661,-1.3108826598941874,-1.3326537816115502,-1.0701625288819452,-0.7513669530839049,-0.6566575557566492,0.5961275579592125,0.28574372801265163,-0.24103853477630952,-0.5764568400730469,-0.5643875552849829
-1.2566881705242157,-1.1767937542142786,-1.1191045522091976,-1.2355254641749458,-0.992362908394328,0.9111067745199681,1.151290512333346,1.1390559506896674,-1.0455517444444888,-0.6527663399310497,1.4146770739538475,1.4572110357718555,0.12545904651955528,-0.32769216245662175,1.3370071711876033
-0.38717328851997085,-0.6750449190699802,-0.8599306167725799,-0.6771110366584918,-1.0809626999551805,-1.280915546537297,-1.3702927847469613,-1.254291651135708,-1.0789490716047836,-0.6396845663601126,-0.5486108282455459,-0.7229017257330254,1.2226281749823618,1.6387818038029838,-0.20423170806408786
0.09665368089194656,0.0735935154968552,-0.1560002745707582,0.0039936307446406215,-0.40214459034774414,-1.205440882538423,-0.8383689354842324,-1.165072431774266,-0.33488325881519404,-0.37404191941843207,-0.05315314805155042,-0.1251272405894022,1.5149120236128129,-1.0580789102713448,-0.4201262695755074
-1.4208300723437135,-1.368908537024579,-1.336708865668026,-1.0339249460479971,-0.65116992242915,0.38916702640697237,0.6841197157215632,1.0157906570924922,-1.1150293332899714,-0.6689858665723607,0.7684519688148356,0.41006881034749315,1.3541119628898568,-0.33012163104948583,-0.050169469145637476
0.46316377033584827,0.4250980814867763,0.29114147700153725,0.3128397790445259,0.09399425818145168,-0.03994597661877789,-0.34012360455800555,-0.09438623847139142,-0.2837391612073962,-0.615462289968987,0.4536745199347607,0.48624372646398634,0.25508143244629367,-0.2799665258776379,0.5699748524635623
0.3089683674373134,0.25342929372971634,0.12316522267636283,0.5526907498542202,0.3650859964569152,-0.3376028459914493,-0.30938775155859927,-0.2321043688205198,-0.17269937155140824,-0.6016080765235648,-1.0424152056690985,-0.9874908427941487,0.8358805469053133,0.4605074322558438,-0.6423459174873121
