,Cloud_B02,Cloud_B03,Cloud_B04,Cloud_B05,Cloud_B06,Cloud_B07,Cloud_B08,Cloud_B09,Cloud_B10,Cloud_B11,Cloud_B12,Cloud_B13
168913,0.71336,0.64861,0.68983,0.71356,0.74058,0.77459,0.71565,0.79683,0.4226,0.02869,0.09588,0.11519
351626,0.87762,0.83546,0.86178,0.87418,0.87588,0.87458,0.87333,0.87204,0.86957,0.37204,0.1543,0.18271
184335,0.55271,0.5393,0.53281,0.6131,0.88106,0.89563,0.84941,0.90556,0.53767,0.21741,0.44163,0.38701
79038,0.5369,0.55229,0.70042,0.66784,0.78118,0.92237,0.79173,0.97861,0.02863,0.00046,0.89924,0.71905
25001,0.30884,0.38689,0.28777,0.51504,0.93447,0.9858,0.87972,1.01865,0.12857,0.00039,0.58226,0.32017
372921,0.20865,0.17751,0.17287,0.17344,0.17402,0.17456,0.17251,0.17544,0.11293,0.00458,0.17542,0.16637
310933,0.54713,0.49831,0.52318,0.53837,0.54274,0.54367,0.54361,0.54473,0.51372,0.22719,0.14871,0.17465
360866,0.65245,0.56331,0.62214,0.65231,0.66357,0.66774,0.66469,0.67204,0.56811,0.16294,0.14349,0.16568
361206,0.79959,0.75861,0.78051,0.78262,0.78751,0.78972,0.77693,0.78888,0.66756,0.14612,0.09316,0.11156
7153,0.36968,0.31171,0.4297,0.45617,0.51046,0.54344,0.48736,0.55268,0.07062,0.00188,0.43598,0.34115
73236,0.22241,0.2985,0.19649,0.4292,0.93734,0.97474,0.88869,0.99691,0.14405,0.00037,0.57832,0.23332
277206,0.05015,0.02991,0.01611,0.01296,0.01075,0.0087,0.00682,0.0059,0.00318,0.00038,0.00048,0.0
243273,0.20768,0.16901,0.16018,0.16039,0.15973,0.15896,0.15636,0.15801,0.10232,0.00438,0.15377,0.14566
233916,0.47776,0.42476,0.44695,0.46009,0.46592,0.46952,0.46694,0.47439,0.35936,0.05577,0.41943,0.3516
199615,0.62362,0.58299,0.59968,0.63602,0.84869,0.85648,0.82138,0.85902,0.43358,0.0299,0.41334,0.3008
273236,0.05993,0.03578,0.01959,0.01598,0.01323,0.01068,0.0085,0.00724,0.0048,0.0008,0.00059,0.0
307774,0.7189,0.67836,0.70111,0.70988,0.71346,0.71352,0.70705,0.71237,0.58632,0.08121,0.08847,0.10862
32507,0.46401,0.39706,0.40532,0.43753,0.55615,0.59699,0.52811,0.62126,0.19239,0.00127,0.41624,0.33017
90988,0.119,0.14837,0.0711,0.19707,0.7464,0.88086,0.78828,0.9167,0.0785,0.00041,0.38869,0.11767
232256,0.26966,0.22685,0.22107,0.20365,0.21377,0.22584,0.20113,0.23332,0.02203,0.00042,0.23239,0.20539
44992,0.9706,0.95223,0.96962,1.06056,1.08083,1.09953,1.04671,1.10911,0.69569,0.08485,0.7743,0.61712
20053,0.65331,0.65484,0.66092,0.73203,1.00882,1.04702,0.96481,1.06964,0.58466,0.15169,0.60649,0.36268
395366,0.66689,0.57529,0.62864,0.63629,0.65439,0.66762,0.64356,0.67547,0.46174,0.04738,0.08938,0.10783
290939,0.04977,0.0297,0.01613,0.01309,0.01084,0.00875,0.00693,0.00593,0.00365,0.00052,0.00048,0.0
231222,0.26615,0.23882,0.24072,0.24267,0.24317,0.2437,0.23895,0.24225,0.16215,0.0075,0.21771,0.19059
223601,0.70536,0.66714,0.70352,0.71818,0.72764,0.73383,0.73042,0.74174,0.58506,0.15046,0.67403,0.58261
122331,0.64356,0.61846,0.62936,0.67055,0.96951,0.97834,0.92928,0.98047,0.41772,0.00327,0.07198,0.0873
312198,0.67946,0.64076,0.65755,0.65471,0.6632,0.66766,0.64748,0.66934,0.38134,0.00824,0.0675,0.08474
329034,0.75883,0.71069,0.74231,0.75593,0.7607,0.76128,0.75653,0.761,0.65319,0.17621,0.11304,0.13809
151689,0.33734,0.48639,0.31106,0.66763,1.04173,1.04859,1.02826,1.05521,0.66566,0.07167,0.53313,0.32387
134920,0.94283,0.87109,0.901,0.87099,0.88654,0.90564,0.86108,0.91474,0.78182,0.27003,0.12464,0.15114
96034,0.26875,0.37407,0.21189,0.47516,0.86137,0.93221,0.80708,0.97748,0.04236,0.0005,0.7631,0.29759
27663,0.35769,0.26607,0.25118,0.26083,0.47206,0.543,0.41606,0.57582,0.01244,0.0012,0.44602,0.18318
126622,0.5026,0.51665,0.48906,0.6204,0.95833,0.96084,0.96139,0.96405,0.88994,0.32857,0.20365,0.22689
307298,0.61191,0.51053,0.5726,0.6098,0.62051,0.62377,0.62619,0.6269,0.61909,0.29955,0.14239,0.16516
356897,0.14099,0.08161,0.05366,0.04779,0.04222,0.03666,0.03167,0.02917,0.01748,0.00155,0.01517,0.01459
323707,0.89248,0.844,0.87566,0.88777,0.88846,0.8854,0.8823,0.87989,0.87115,0.30828,0.10567,0.13093
129913,0.41711,0.49482,0.71381,0.80804,0.92724,1.01319,0.96063,1.02639,0.43987,0.06251,0.40592,0.4697
326204,0.3928,0.3504,0.35758,0.33572,0.35093,0.3647,0.32901,0.37198,0.04564,0.00047,0.06068,0.06678
104951,0.77304,0.73471,0.75513,0.77954,0.98926,0.98752,0.96286,0.98027,0.7025,0.09087,0.06962,0.08798
271743,0.06338,0.03768,0.0215,0.01762,0.01479,0.01205,0.00946,0.00825,0.00428,0.00057,0.00067,0.0
269358,0.04234,0.02506,0.01342,0.01087,0.00897,0.00723,0.00573,0.00488,0.00319,0.0005,0.0004,0.0
191654,0.80563,0.77169,0.94387,0.9372,0.95468,0.96437,0.90332,0.96249,0.33764,0.00066,0.07274,0.08821
97187,0.43997,0.44985,0.47309,0.4777,0.4858,0.49523,0.48744,0.50114,0.31945,0.01005,0.50521,0.44989
372794,0.23283,0.16217,0.14262,0.12791,0.13103,0.13397,0.11563,0.13223,0.01332,0.00074,0.11149,0.09006
123207,0.29803,0.31539,0.23336,0.45044,0.77482,0.80927,0.74585,0.83691,0.21229,0.03079,0.46186,0.19753
108324,0.78176,0.74781,0.75993,0.77366,0.88597,0.94033,0.83355,0.9775,0.52468,0.06015,0.07016,0.08878
245622,0.39882,0.30826,0.31924,0.30937,0.32419,0.33574,0.30674,0.34199,0.05714,0.00085,0.25566,0.16591
214831,0.39627,0.27459,0.29631,0.30794,0.31555,0.31714,0.29873,0.31606,0.10196,0.00212,0.24988,0.1999
57468,0.29434,0.39783,0.25596,0.5116,0.93707,0.97342,0.89158,0.99574,0.16502,0.00039,0.94836,0.46577
364632,0.5479,0.5126,0.52207,0.51542,0.52377,0.5317,0.51291,0.53676,0.38328,0.07781,0.07955,0.10028
259718,0.05477,0.03291,0.0184,0.01507,0.01254,0.01016,0.00805,0.00691,0.00415,0.00057,0.00056,0.0
129112,0.4648,0.42442,0.43073,0.504,0.78718,0.80173,0.76612,0.81373,0.30952,0.00134,0.09748,0.11034
309850,0.49355,0.45405,0.46771,0.4741,0.47728,0.47752,0.47187,0.47738,0.36069,0.02805,0.07534,0.09349
74643,0.28537,0.41862,0.27239,0.58249,0.98647,0.99418,0.96828,1.00056,0.54353,0.00497,0.90243,0.48506
330090,0.89652,0.84453,0.87591,0.88511,0.88443,0.87996,0.87392,0.87206,0.83286,0.26531,0.10648,0.1314
31582,0.25971,0.38832,0.21093,0.58714,0.96206,0.97713,0.94445,0.99102,0.42946,0.0012,0.79737,0.39026
241699,0.80197,0.76134,0.78923,0.79267,0.80419,0.81335,0.79582,0.82033,0.53068,0.09379,0.5455,0.34802
227324,0.44464,0.37828,0.39929,0.41061,0.41664,0.41994,0.41386,0.42419,0.27162,0.00856,0.38876,0.35165
152599,0.7886,0.74311,0.77367,0.76852,0.77992,0.78897,0.76183,0.79148,0.56246,0.07931,0.06885,0.08737
280831,0.08854,0.0538,0.03224,0.02711,0.02278,0.01856,0.01487,0.01275,0.00822,0.00118,0.00104,0.0
272132,0.05655,0.03385,0.01873,0.01533,0.01272,0.01028,0.00818,0.00698,0.00455,0.00069,0.00057,0.0
363618,0.75928,0.69931,0.73798,0.72333,0.74739,0.76612,0.72246,0.77841,0.31426,0.0029,0.09736,0.11535
222715,0.51002,0.4805,0.49593,0.50446,0.50834,0.51214,0.5092,0.51617,0.3763,0.03693,0.44148,0.33703
251173,0.05132,0.03053,0.01653,0.01335,0.01108,0.00896,0.00705,0.00607,0.00338,0.00043,0.00049,0.0
316333,0.7764,0.72657,0.76119,0.77262,0.77723,0.77727,0.76845,0.77524,0.62579,0.07548,0.07606,0.09595
125688,0.59611,0.56623,0.62038,0.67658,0.74589,0.83272,0.93843,0.97053,0.52094,0.00808,0.09617,0.11777
269284,0.05622,0.03376,0.01879,0.0151,0.01267,0.01036,0.00803,0.00709,0.00319,0.00038,0.00057,0.0
21877,0.59931,0.6135,0.58661,0.71971,1.06732,1.08751,1.02702,1.10147,0.40877,0.00507,0.59565,0.36735
80151,0.45198,0.50596,0.42975,0.68813,0.98414,0.99233,0.96558,0.99959,0.52704,0.00382,0.95076,0.64975
394810,0.60124,0.54536,0.57492,0.59028,0.59657,0.59983,0.59595,0.60317,0.47782,0.08272,0.25293,0.25872
213342,0.66401,0.60915,0.64119,0.65343,0.66359,0.67039,0.65942,0.67661,0.44014,0.03731,0.51829,0.40561
15653,0.58377,0.5217,0.53984,0.54427,0.55569,0.56808,0.55188,0.57131,0.37565,0.04253,0.39249,0.26237
379017,0.663,0.5649,0.62388,0.65506,0.66189,0.66159,0.6611,0.65975,0.65606,0.25997,0.10282,0.12313
269923,0.05106,0.03051,0.01659,0.01325,0.01107,0.00902,0.00699,0.00615,0.00281,0.00034,0.0005,0.0
28390,0.37601,0.3768,0.33621,0.43794,0.80077,0.81619,0.77303,0.82828,0.2698,0.00082,0.48404,0.27723
351769,0.85705,0.81209,0.84436,0.8565,0.86079,0.86146,0.85541,0.86061,0.7898,0.30864,0.12794,0.1521
169499,0.77782,0.75247,0.76268,0.87284,0.97711,0.97504,0.95674,0.96887,0.76414,0.19498,0.10625,0.12878
138585,0.75598,0.71361,0.73694,0.75404,0.85878,0.91008,0.8309,0.93692,0.69042,0.16284,0.06887,0.08739
147187,0.59432,0.5186,0.5811,0.59149,0.61294,0.63098,0.60318,0.63577,0.38489,0.02048,0.08423,0.10132
218872,0.79509,0.75994,0.80767,0.82426,0.83405,0.84015,0.83573,0.84747,0.65023,0.11345,0.73009,0.59983
63875,0.31034,0.37398,0.2572,0.54151,0.95742,0.97123,0.94899,0.98719,0.49969,0.00306,0.75348,0.36703
26669,0.42561,0.43879,0.40112,0.47251,0.86873,0.94607,0.7979,0.99436,0.18501,0.00265,0.52541,0.31622
380226,0.72691,0.68899,0.72803,0.74441,0.7524,0.75807,0.75562,0.76532,0.60749,0.13458,0.54816,0.46961
389151,0.52604,0.40933,0.46715,0.50092,0.51393,0.51803,0.51203,0.52192,0.37079,0.01854,0.07711,0.09084
92660,0.14763,0.108,0.09401,0.08212,0.08623,0.08847,0.07347,0.08752,0.00596,0.00042,0.06018,0.0431
109670,0.47858,0.46125,0.4507,0.5705,0.74975,0.79835,0.70866,0.82815,0.24688,0.00292,0.09441,0.10953
53449,0.25054,0.21049,0.15801,0.30171,0.81968,0.8844,0.79534,0.94407,0.07029,0.00194,0.46045,0.17581
61937,0.38004,0.4339,0.33998,0.52415,0.85418,0.92991,0.79905,0.97654,0.03527,0.00054,0.8942,0.4553
191950,0.57425,0.45345,0.49359,0.51724,0.56259,0.56812,0.5474,0.5695,0.30798,0.00599,0.43182,0.35026
194925,0.87969,0.83121,0.86078,0.86006,0.89776,0.92439,0.86485,0.94135,0.73947,0.19479,0.10597,0.12723
305839,0.5694,0.53311,0.54656,0.55605,0.55823,0.55835,0.55838,0.55816,0.55624,0.34498,0.15767,0.18471
170040,0.73854,0.692,0.72058,0.73328,0.7371,0.73754,0.73444,0.73675,0.69357,0.2178,0.09175,0.11424
210853,0.62799,0.59439,0.61403,0.59129,0.61368,0.63709,0.59302,0.65355,0.14108,0.00033,0.56611,0.4349
300532,0.51987,0.46362,0.49039,0.50639,0.51117,0.51213,0.51094,0.513,0.45867,0.12203,0.1067,0.1285
385228,0.50753,0.47318,0.49115,0.49675,0.50369,0.50896,0.49984,0.5145,0.32413,0.01631,0.14039,0.17242
347810,0.52101,0.38805,0.45293,0.49298,0.50681,0.50996,0.5054,0.51336,0.3747,0.01963,0.08899,0.1017
91761,0.83984,0.74409,0.86911,0.91432,0.94369,0.95992,0.94705,0.97978,0.56167,0.00803,0.90995,0.87114
349112,0.77354,0.72355,0.75664,0.77003,0.77453,0.77469,0.76883,0.7738,0.66837,0.1997,0.11648,0.14098
174750,0.78391,0.74538,0.76052,0.73327,0.85526,0.92838,0.79059,0.97286,0.2872,0.00398,0.08677,0.10521
231366,0.38196,0.32688,0.33873,0.34661,0.35062,0.3525,0.34781,0.35486,0.22937,0.00901,0.30375,0.23861
168770,0.76923,0.72338,0.75852,0.77946,0.93487,0.94536,0.91389,0.94215,0.63296,0.06826,0.08301,0.10338
376642,0.6443,0.60433,0.62521,0.63088,0.63658,0.63883,0.62786,0.63986,0.44792,0.03861,0.08617,0.10489
202207,0.41401,0.37133,0.38879,0.39658,0.40347,0.40848,0.40253,0.41517,0.25726,0.009,0.40301,0.37798
264650,0.0608,0.03659,0.02058,0.01685,0.01405,0.01141,0.00902,0.00777,0.00444,0.0005,0.00063,0.0
352264,0.70248,0.64028,0.68118,0.70334,0.70939,0.71069,0.71146,0.7116,0.70669,0.34443,0.15811,0.18596
8170,0.51373,0.48592,0.48168,0.47153,0.77134,0.86636,0.70584,0.91743,0.03627,0.00027,0.61506,0.4262
264201,0.04462,0.02639,0.01426,0.01158,0.00957,0.00772,0.00612,0.00523,0.00331,0.00048,0.00043,0.0
384016,0.72323,0.67308,0.70627,0.72205,0.72647,0.72709,0.72547,0.72722,0.66892,0.20532,0.12588,0.14822
98375,0.34357,0.41216,0.71705,0.91281,0.99358,0.99631,0.99378,0.99985,0.85864,0.2539,0.95952,0.72315
88698,0.23478,0.50064,0.1874,0.70257,0.96469,0.98315,0.93444,0.99705,0.33248,0.00043,0.83914,0.35021
386150,0.45775,0.42185,0.43193,0.43543,0.43857,0.44002,0.43213,0.4407,0.30102,0.02095,0.06158,0.07825
334,0.80867,0.78588,0.81035,0.84874,0.99027,1.04417,0.94898,1.08639,0.68341,0.16767,0.79502,0.61964
226785,0.5895,0.56381,0.59612,0.61035,0.61814,0.62426,0.6243,0.63273,0.52757,0.1364,0.5825,0.51036
394807,0.6825,0.62942,0.66394,0.68158,0.68661,0.68778,0.68756,0.6887,0.66231,0.27231,0.11612,0.14102
298402,0.04711,0.02806,0.01521,0.01232,0.01021,0.00825,0.00651,0.00559,0.00328,0.00044,0.00045,0.0
149598,0.79618,0.82022,0.7792,0.94175,0.98686,1.00376,0.93735,1.01079,0.72942,0.22562,0.1116,0.13407
279524,0.05004,0.02991,0.01627,0.01301,0.01087,0.00885,0.00686,0.00603,0.00277,0.00031,0.00049,0.0
6888,0.71066,0.66911,0.72626,0.82456,0.94095,0.95128,0.92142,0.95807,0.51681,0.02443,0.59981,0.48742
151918,0.80938,0.90741,0.95552,0.94423,0.95931,0.96725,0.91897,0.9685,0.68398,0.20729,0.07934,0.09959
329099,0.08187,0.05677,0.04367,0.04132,0.0393,0.03733,0.03563,0.03469,0.03193,0.02027,0.02071,0.01971
306207,0.08341,0.0575,0.04317,0.04008,0.0381,0.03613,0.03361,0.03341,0.01929,0.00068,0.01486,0.01466
227094,0.07496,0.0442,0.02674,0.02318,0.02067,0.01843,0.01626,0.0155,0.00981,0.00071,0.01236,0.01592
299683,0.05062,0.03018,0.01627,0.01317,0.01089,0.00879,0.00695,0.00595,0.00355,0.00045,0.00048,0.0
268862,0.04844,0.02884,0.01551,0.01254,0.01037,0.00837,0.00661,0.00567,0.00344,0.00053,0.00046,0.0
223732,0.90303,0.86269,0.89932,0.91575,0.92323,0.92873,0.92558,0.93389,0.78933,0.28212,0.70355,0.55258
250932,0.06854,0.04125,0.02342,0.01911,0.01603,0.01306,0.01024,0.00894,0.00451,0.00057,0.00073,0.0
223858,0.15951,0.14038,0.13822,0.13671,0.13762,0.13894,0.13349,0.13862,0.06855,0.00075,0.12828,0.11505
352127,0.6275,0.57437,0.60706,0.6193,0.62739,0.63221,0.62498,0.63561,0.54294,0.181,0.13756,0.16345
399556,0.29617,0.24492,0.24782,0.25217,0.25391,0.2539,0.24993,0.25406,0.16933,0.01192,0.20598,0.1729
223547,0.44602,0.4188,0.44112,0.43969,0.45287,0.4647,0.44737,0.47737,0.1812,0.00046,0.46779,0.42812
158125,0.5378,0.45793,0.47322,0.52462,0.61331,0.6247,0.58596,0.62937,0.23497,0.00135,0.14671,0.13961
145311,0.63322,0.73239,0.6168,0.95682,1.00285,1.0044,0.99351,1.00569,0.78084,0.21965,0.13723,0.16222
10283,0.62916,0.66748,1.00489,1.00889,1.04118,1.06619,0.99352,1.08456,0.36907,0.01235,0.83756,0.58262
78051,0.31049,0.29873,0.23411,0.40984,0.75767,0.86239,0.71321,0.93751,0.02033,0.00116,0.81619,0.36484
216176,0.2318,0.15728,0.14542,0.14798,0.14465,0.13995,0.1367,0.13429,0.1112,0.02704,0.11193,0.09609
222525,0.16116,0.13177,0.11916,0.11823,0.11583,0.11465,0.11274,0.11179,0.08279,0.01112,0.10419,0.09398
73890,0.2612,0.3497,0.2136,0.46329,0.98737,0.99321,0.97516,0.99914,0.62727,0.01663,0.82601,0.38512
336972,0.81845,0.77595,0.80198,0.81279,0.81485,0.81354,0.80973,0.81053,0.75174,0.20785,0.098,0.12162
251085,0.04127,0.0245,0.01318,0.01069,0.00882,0.00711,0.00565,0.00481,0.00316,0.00049,0.00039,0.0
190908,0.77136,0.73306,0.75401,0.78114,0.84999,0.88639,0.82253,0.91115,0.70114,0.20492,0.13539,0.15712
279628,0.04424,0.02616,0.014,0.01119,0.0093,0.00754,0.00587,0.00512,0.00254,0.0003,0.00042,0.0
172387,0.63206,0.60758,0.60907,0.65092,0.88637,0.94942,0.82218,0.9879,0.51032,0.06943,0.05411,0.06946
194349,0.91515,0.86838,0.89172,0.89171,0.91582,0.93607,0.89025,0.94779,0.82181,0.221,0.08815,0.10718
95019,0.2941,0.2867,0.25037,0.38024,0.85077,0.92324,0.80096,0.97167,0.04189,0.00062,0.78165,0.3656
256775,0.05501,0.03294,0.01831,0.015,0.01246,0.01008,0.00801,0.00685,0.00434,0.00065,0.00056,0.0
236485,0.51127,0.47718,0.49373,0.50439,0.50646,0.50889,0.51009,0.51112,0.43937,0.12347,0.42846,0.31546
72563,0.3241,0.39635,0.29556,0.487,0.88692,0.95095,0.82929,0.98774,0.05258,0.00035,0.89033,0.42003
116422,0.35019,0.38027,0.31378,0.45699,1.03453,1.03956,1.01884,1.04449,0.6508,0.02517,0.19031,0.16236
372934,0.46036,0.43609,0.45447,0.44461,0.45852,0.47333,0.44733,0.485,0.14072,0.00041,0.46418,0.41687
120388,0.81123,0.77139,0.79639,0.81694,0.92191,0.94242,0.8794,0.94724,0.71786,0.12301,0.07206,0.09112
264328,0.04157,0.02449,0.01309,0.0106,0.00875,0.00705,0.00559,0.00476,0.00308,0.00046,0.00039,0.0
342491,0.3159,0.28331,0.27976,0.28163,0.28155,0.28043,0.27733,0.27833,0.23463,0.04787,0.07173,0.0844
2006,0.74382,0.74787,0.74926,0.82455,1.01295,1.04809,0.96289,1.07083,0.38731,0.00444,0.71148,0.52499
22977,0.61325,0.63607,0.60732,0.73851,1.05175,1.06676,1.02209,1.07645,0.44187,0.00204,0.78119,0.55988
125081,0.71055,0.67456,0.69352,0.71656,0.81175,0.87441,0.85833,0.92039,0.65746,0.17195,0.08227,0.10352
279476,0.14342,0.08875,0.06038,0.05308,0.04557,0.03768,0.03049,0.02639,0.0164,0.00213,0.00218,0.0
104487,0.55696,0.5536,0.65322,0.69739,0.75859,0.82261,0.84473,0.93666,0.39251,0.00318,0.07064,0.0922
88508,0.10889,0.16551,0.07457,0.24772,0.9043,0.98768,0.93528,1.00017,0.32944,0.00035,0.44656,0.16368
85095,0.25142,0.38603,0.20079,0.51605,0.92091,0.95625,0.889,0.9843,0.18993,0.00052,0.59113,0.26145
263632,0.09373,0.05655,0.03422,0.02816,0.02402,0.0199,0.01546,0.0138,0.00648,0.00094,0.00112,0.0
123837,0.6675,0.64331,0.64701,0.72372,0.90705,0.91175,0.88396,0.91395,0.63606,0.13126,0.1095,0.13037
288708,0.04814,0.02861,0.01536,0.01239,0.01026,0.00828,0.00652,0.00561,0.00319,0.00042,0.00046,0.0
114104,0.47662,0.4624,0.43838,0.53823,0.7967,0.8304,0.75957,0.85354,0.33986,0.02657,0.1306,0.14395
30931,0.57075,0.74915,0.68093,0.93859,1.02913,1.04237,0.99678,1.05491,0.54316,0.16371,0.45904,0.38974
159121,0.46946,0.59239,0.72766,0.71858,0.6838,0.63593,0.57636,0.55544,0.33835,0.02479,0.96327,0.89733
165145,0.83647,0.8005,0.82865,0.84534,0.86414,0.88101,0.86883,0.90774,0.68368,0.19374,0.30545,0.30896
129405,0.57611,0.50323,0.53626,0.58467,0.73179,0.7429,0.69782,0.74731,0.23223,0.00103,0.05578,0.06606
350440,0.64776,0.61236,0.63047,0.63522,0.64075,0.64371,0.63359,0.64571,0.47866,0.0636,0.06727,0.08601
111986,0.8804,0.83971,0.86352,0.88179,0.92347,0.94438,0.90324,0.95896,0.86027,0.36723,0.14809,0.17881
65654,0.25757,0.27126,0.20445,0.35737,0.86738,0.93626,0.81504,0.97912,0.0463,0.00051,0.72519,0.30707
197959,0.65124,0.62586,0.66024,0.72741,1.0,1.01435,0.96078,1.0237,0.49297,0.14607,0.22165,0.2119
251192,0.05441,0.03259,0.01792,0.01439,0.01203,0.00981,0.00762,0.00669,0.00313,0.00036,0.00054,0.0
275213,0.05632,0.03374,0.01869,0.01526,0.01268,0.01026,0.00813,0.00698,0.00418,0.0006,0.00057,0.0
53542,0.25466,0.2349,0.28693,0.30353,0.37269,0.44925,0.44219,0.57213,0.03349,0.00069,0.88807,0.74635
11865,0.40698,0.2945,0.3194,0.33908,0.35194,0.35794,0.35167,0.37047,0.17146,0.00231,0.31834,0.18357
50814,0.18783,0.25953,0.13268,0.31433,0.9304,0.97299,0.88291,0.99637,0.13653,0.00031,0.48377,0.19128
304773,0.71695,0.67598,0.69949,0.71226,0.71551,0.71561,0.71464,0.71519,0.68342,0.26,0.11723,0.14337
308595,0.62607,0.54194,0.59339,0.62348,0.63184,0.63376,0.63539,0.63586,0.62629,0.29756,0.15306,0.1773
140073,0.88474,0.84925,0.86726,0.88633,0.94371,0.96788,0.91508,0.98404,0.86626,0.32462,0.11104,0.13706
90904,0.83393,0.73474,0.83941,0.78698,0.85424,0.92262,0.81114,0.96989,0.05333,0.00109,0.8801,0.73292
17612,0.51519,0.50468,0.51002,0.51898,0.92337,1.00298,0.85261,1.04889,0.08074,0.00032,0.63192,0.44017
298016,0.0469,0.02802,0.01521,0.01229,0.0102,0.00825,0.00649,0.0056,0.00306,0.00032,0.00045,0.0
70386,0.19419,0.25295,0.1631,0.33913,0.99788,0.9996,0.99684,1.00177,0.87159,0.19673,0.5017,0.21542
152863,0.75038,0.70297,0.73701,0.7433,0.75293,0.76122,0.74907,0.77476,0.61643,0.09765,0.07134,0.09018
134755,0.5386,0.49025,0.51128,0.56778,0.79639,0.81252,0.76998,0.8237,0.37803,0.01404,0.10883,0.12682
212392,0.39054,0.36385,0.37444,0.37388,0.38218,0.39009,0.37807,0.39828,0.18557,0.00102,0.40506,0.38277
72676,0.31451,0.38043,0.28276,0.44209,0.88921,0.95112,0.83234,0.98755,0.05906,0.00032,0.92267,0.64677
90413,0.24107,0.322,0.20735,0.45458,0.99062,0.99555,0.97767,1.00047,0.63693,0.0186,0.89203,0.52855
51504,0.28627,0.28133,0.21093,0.44898,0.89809,0.92481,0.90843,0.95929,0.41986,0.00259,0.87408,0.55801
8514,0.49022,0.47035,0.51626,0.52498,0.55326,0.58998,0.5756,0.64621,0.29874,0.01963,0.57314,0.34463
268686,0.05069,0.03026,0.01654,0.01347,0.01116,0.00901,0.00715,0.00611,0.00385,0.00055,0.0005,0.0
123606,0.47724,0.51457,0.44636,0.58656,0.87385,0.95948,0.79579,1.01442,0.32418,0.09259,0.12066,0.12089
312580,0.58803,0.54502,0.56253,0.56721,0.57332,0.57584,0.56453,0.57711,0.38852,0.02267,0.07878,0.09837
386864,0.74759,0.70597,0.72466,0.69042,0.71227,0.73801,0.68335,0.75378,0.36841,0.00918,0.0605,0.07703
295037,0.05912,0.03546,0.01965,0.01571,0.0132,0.01081,0.00835,0.0074,0.00334,0.00045,0.0006,0.0
207900,0.6079,0.53095,0.56751,0.58245,0.59423,0.60185,0.59037,0.60884,0.39408,0.07675,0.53275,0.44193
58432,0.23282,0.40004,0.20776,0.56053,0.9464,0.9754,0.90867,0.99503,0.23886,0.00031,0.81847,0.37404
105870,0.54525,0.50779,0.5162,0.58632,0.76733,0.79536,0.74345,0.81363,0.49941,0.20575,0.14278,0.16661
364938,0.20821,0.17872,0.17737,0.17738,0.18047,0.18375,0.17868,0.18779,0.09059,0.00081,0.20711,0.22336
90234,0.33316,0.53806,0.84764,0.85161,0.90781,0.96039,0.85602,0.99112,0.08675,0.00036,0.92831,0.81534
226152,0.50471,0.47401,0.49568,0.50567,0.51051,0.51439,0.51187,0.51898,0.38076,0.03912,0.43368,0.33054
396161,0.71755,0.67549,0.70024,0.71383,0.71634,0.71655,0.71666,0.71648,0.70919,0.33305,0.14511,0.17295
384316,0.36229,0.33946,0.36012,0.36974,0.37464,0.37946,0.37921,0.38548,0.29536,0.03964,0.35683,0.29947
24364,0.31325,0.28433,0.23662,0.34578,0.64863,0.65396,0.63043,0.65748,0.29422,0.00243,0.41776,0.19606
59502,0.26429,0.33654,0.21014,0.43867,0.8383,0.92373,0.78527,0.97352,0.02836,0.00059,0.88874,0.39267
384318,0.4945,0.46087,0.4665,0.47284,0.47384,0.47318,0.47231,0.472,0.45787,0.20775,0.10347,0.12318
121775,0.48862,0.46698,0.46165,0.50231,0.856,0.91718,0.7959,0.95506,0.29256,0.00901,0.09397,0.10934
340913,0.52999,0.49342,0.50571,0.51224,0.51383,0.5132,0.50978,0.51176,0.43986,0.0644,0.05936,0.07415
190862,0.90567,0.82966,0.88249,0.88391,0.89961,0.90832,0.87378,0.91323,0.69999,0.3085,0.13683,0.16354
275232,0.05799,0.03487,0.01958,0.01593,0.01332,0.01085,0.0085,0.00741,0.00377,0.00042,0.0006,0.0
134262,0.2967,0.37888,0.25432,0.48138,0.89734,0.94921,0.84618,0.98005,0.08783,0.00037,0.48594,0.27235
346647,0.61786,0.53127,0.5841,0.60328,0.61778,0.62407,0.60873,0.62901,0.36786,0.00793,0.10053,0.11905
161860,0.83251,0.75471,0.78309,0.7123,0.75634,0.80886,0.70959,0.84335,0.31247,0.01251,0.41606,0.28043
164003,0.77976,0.74123,0.76109,0.78095,0.88463,0.92651,0.84471,0.95084,0.64518,0.13085,0.10354,0.12618
276496,0.09084,0.05519,0.03308,0.02764,0.02331,0.01907,0.01511,0.01312,0.00726,0.00101,0.00107,0.0
122427,0.6469,0.84595,0.89694,0.87691,0.90656,0.92829,0.86741,0.94448,0.39722,0.02329,0.10705,0.14148
120286,0.7157,0.687,0.71393,0.72103,0.72579,0.72859,0.72142,0.72972,0.6549,0.28124,0.10588,0.13097
29903,0.46139,0.46826,0.44635,0.55525,1.05518,1.09422,0.99036,1.12023,0.27608,0.00326,0.92807,0.57414
302094,0.72844,0.67698,0.71105,0.72291,0.72684,0.72643,0.71884,0.72402,0.59201,0.05609,0.0588,0.07485
294403,0.0482,0.02877,0.01555,0.01259,0.01042,0.00841,0.00665,0.0057,0.00339,0.00043,0.00046,0.0
