,Clear_B02,Clear_B03,Clear_B04,Clear_B05,Clear_B06,Clear_B07,Clear_B08,Clear_B09,Clear_B10,Clear_B11,Clear_B12,Clear_B13
323561,0.06903,0.03836,0.01982,0.01562,0.01296,0.01049,0.00807,0.00708,0.00325,0.00034,0.00056,0.0
391517,0.0664,0.03657,0.01887,0.01482,0.01231,0.00998,0.00765,0.00674,0.00309,0.0004,0.00053,0.0
182950,0.36494,0.53002,0.34343,0.63022,0.87837,0.94935,0.81538,0.98854,0.03915,0.00034,0.91977,0.52244
309590,0.06749,0.03777,0.01951,0.01539,0.01276,0.01032,0.00795,0.00696,0.00325,0.0004,0.00055,0.0
329056,0.0633,0.03497,0.01799,0.01409,0.01171,0.0095,0.00726,0.00642,0.00275,0.00031,0.00051,0.0
352756,0.11035,0.06052,0.03337,0.02634,0.02235,0.01842,0.0139,0.0126,0.00466,0.00055,0.00099,0.0
173336,0.36245,0.38311,0.2929,0.49439,0.7983,0.89155,0.74418,0.95594,0.01963,0.00083,0.71258,0.28934
366218,0.0583,0.03195,0.01638,0.01289,0.01068,0.00864,0.00664,0.00582,0.00275,0.00031,0.00046,0.0
230043,0.16936,0.09425,0.06152,0.05206,0.04516,0.03773,0.02916,0.02641,0.01043,0.00108,0.0021,0.0
180110,0.28284,0.36022,0.44064,0.45279,0.46983,0.48602,0.4707,0.48024,0.24455,0.00221,0.76651,0.82171
217489,0.10952,0.06059,0.0331,0.02711,0.02245,0.01808,0.01427,0.0122,0.00738,0.00096,0.00097,0.0
35073,0.20284,0.19192,0.13401,0.21316,0.81411,0.9216,0.77816,0.97322,0.02416,0.0005,0.44086,0.15779
288619,0.06685,0.03976,0.0223,0.01835,0.01526,0.01235,0.00983,0.0084,0.00535,0.0008,0.00068,0.0
68871,0.22138,0.32475,0.18526,0.41895,0.94759,0.9778,0.90492,0.99702,0.19534,0.00035,0.91686,0.55326
74628,0.64998,0.65329,0.62462,0.6226,0.63116,0.65608,0.65269,0.64444,0.51916,0.14412,0.90411,0.94545
61548,0.41146,0.49451,0.37653,0.69613,0.99081,0.99675,0.97373,1.0019,0.57889,0.00848,0.95345,0.84834
348506,0.06269,0.03424,0.01767,0.01393,0.01157,0.00936,0.00718,0.00631,0.00282,0.00031,0.0005,0.0
71444,0.22881,0.36205,0.18647,0.44395,0.92025,0.96808,0.8695,0.9948,0.10861,0.00027,0.70719,0.29568
356334,0.0534,0.02954,0.01517,0.0121,0.00996,0.00799,0.00624,0.00536,0.00296,0.00036,0.00043,0.0
194911,0.15647,0.19258,0.10579,0.30666,0.94399,0.96885,0.91452,0.98971,0.27016,0.00049,0.6946,0.25467
108409,0.22396,0.33659,0.18565,0.61227,0.97605,0.98393,0.97002,0.99353,0.63676,0.01977,0.80456,0.32851
174237,0.20669,0.19184,0.22965,0.22241,0.23444,0.24178,0.21473,0.23308,0.03677,0.00034,0.17142,0.13729
169910,0.28463,0.33786,0.20303,0.52271,0.91446,0.94404,0.89969,0.97385,0.26855,0.00128,0.71259,0.31707
99910,0.29573,0.49773,0.3455,0.74777,0.93919,0.97189,0.90153,0.99341,0.20658,0.00036,0.88246,0.46017
99158,0.20922,0.23467,0.16109,0.28113,0.87347,0.94406,0.81769,0.98431,0.04529,0.00037,0.66273,0.27119
115140,0.13954,0.10602,0.09523,0.09327,0.09371,0.09072,0.0851,0.08746,0.04529,0.00086,0.06276,0.05442
246565,0.05379,0.02984,0.01532,0.0123,0.01008,0.00807,0.00636,0.0054,0.00345,0.00053,0.00043,0.0
78919,0.28002,0.38496,0.23182,0.57182,0.94774,0.96756,0.92966,0.98654,0.35985,0.00097,0.66222,0.30736
53089,0.23347,0.34093,0.18348,0.45101,0.92184,0.96892,0.86762,0.99569,0.09971,0.00031,0.88903,0.36584
24238,0.26554,0.47208,0.20881,0.64276,0.92505,0.96933,0.87832,0.99437,0.12667,0.00041,0.93746,0.43638
65908,0.24091,0.41869,0.20256,0.61289,0.99649,0.9988,0.99287,1.0015,0.81987,0.18143,0.79739,0.39
366075,0.06504,0.03555,0.01826,0.01425,0.01187,0.00964,0.00734,0.00651,0.00274,0.00032,0.00051,0.0
246019,0.04526,0.02523,0.01301,0.01046,0.00858,0.00687,0.00544,0.00461,0.00308,0.00053,0.00037,0.0
243091,0.05878,0.03281,0.01692,0.01359,0.01114,0.00892,0.00704,0.00598,0.00389,0.00057,0.00048,0.0
294686,0.05446,0.03257,0.0178,0.01436,0.01195,0.0097,0.00759,0.0066,0.00337,0.00042,0.00054,0.0
145902,0.21296,0.25409,0.17977,0.3186,0.92198,0.96739,0.87158,0.99409,0.11905,0.00028,0.84798,0.39385
46190,0.31835,0.62247,0.48978,0.88067,0.92415,0.9686,0.8724,0.99484,0.11313,0.00032,0.8749,0.37826
93046,0.3976,0.66776,0.40607,0.98877,0.99506,0.99729,0.99836,1.00012,0.9434,0.54395,0.752,0.37853
3984,0.35678,0.60519,0.48874,0.95841,0.97732,0.98851,0.95666,0.99822,0.46716,0.0017,0.71869,0.36615
310375,0.05589,0.03064,0.0156,0.0121,0.01008,0.0082,0.00622,0.00554,0.00228,0.00028,0.00044,0.0
154731,0.20097,0.28186,0.15774,0.40563,0.97188,0.98651,0.94392,0.9983,0.37432,0.00069,0.54367,0.23802
30919,0.24708,0.31216,0.2265,0.42328,0.97459,0.98651,0.95259,0.99702,0.44336,0.00118,0.7699,0.38273
241980,0.08481,0.04636,0.0244,0.01892,0.01595,0.0131,0.00984,0.00891,0.00329,0.00038,0.0007,0.0
250158,0.05847,0.03504,0.01955,0.01601,0.01332,0.01079,0.00855,0.00734,0.00439,0.00057,0.0006,0.0
305170,0.07133,0.03962,0.02063,0.01663,0.01366,0.01094,0.00863,0.00734,0.00468,0.00066,0.00058,0.0
16450,0.1282,0.17741,0.09747,0.24615,0.87311,0.96993,0.8727,0.99578,0.11283,0.0003,0.42012,0.15622
198667,0.34693,0.46491,0.70964,0.80661,0.91702,0.98943,0.95398,0.99898,0.44241,0.00109,0.95243,0.92043
265285,0.04986,0.02977,0.01614,0.0129,0.01076,0.00876,0.0068,0.00596,0.00284,0.00034,0.00048,0.0
193432,0.3163,0.34291,0.26721,0.42512,0.87597,0.9319,0.83414,0.97414,0.08323,0.00075,0.90041,0.61605
37660,0.97032,0.90272,0.95044,0.9413,0.96696,0.98361,0.93816,0.99715,0.35416,0.00052,0.49831,0.60648
364023,0.06095,0.03376,0.01741,0.01396,0.01146,0.00919,0.00722,0.00616,0.00374,0.00055,0.00049,0.0
181763,0.31863,0.3272,0.40067,0.46664,0.54064,0.61658,0.6612,0.76779,0.25431,0.00069,0.93037,0.87496
137563,0.32978,0.41067,0.30036,0.52981,0.9824,0.99327,0.95626,1.0015,0.43755,0.00108,0.95386,0.7904
398626,0.05958,0.03315,0.01709,0.01368,0.01125,0.00902,0.00707,0.00605,0.00356,0.0005,0.00048,0.0
165604,0.15363,0.23429,0.11552,0.32764,0.83801,0.90727,0.89091,0.90306,0.62739,0.02897,0.62767,0.35593
250032,0.04866,0.02888,0.01574,0.0128,0.01061,0.00857,0.00678,0.00581,0.00353,0.00046,0.00047,0.0
187199,0.37135,0.47325,0.31803,0.66277,0.98623,0.99279,0.97209,0.99945,0.58863,0.00993,0.94789,0.69049
369689,0.05687,0.03139,0.01604,0.01246,0.01038,0.00845,0.00642,0.00571,0.00238,0.00028,0.00045,0.0
219903,0.10963,0.06025,0.03348,0.02756,0.02291,0.0185,0.01457,0.01252,0.00723,0.001,0.00099,0.0
327006,0.06092,0.03353,0.0172,0.01351,0.01121,0.00906,0.00695,0.00611,0.00274,0.00032,0.00048,0.0
171849,0.39262,0.45824,0.37248,0.58553,0.98534,0.99369,0.96444,1.00067,0.50848,0.00295,0.94944,0.54047
341795,0.13989,0.0773,0.0458,0.03788,0.03213,0.02637,0.02044,0.01811,0.00795,0.00082,0.00143,0.0
399623,0.06337,0.03495,0.01794,0.01393,0.01162,0.00947,0.00718,0.00641,0.00263,0.00031,0.00051,0.0
305001,0.14597,0.08058,0.04954,0.04223,0.03575,0.02919,0.02313,0.02006,0.011,0.00142,0.0016,0.0
139893,0.17277,0.21469,0.145,0.28964,0.95099,0.97764,0.91304,0.99593,0.23517,0.00041,0.4878,0.21918
195172,0.38074,0.63254,0.3331,0.84762,0.97888,0.9908,0.95349,0.99984,0.42837,0.00088,0.71478,0.37202
161049,0.23167,0.32879,0.18438,0.49288,0.97564,0.98577,0.9651,0.99532,0.57384,0.00895,0.9002,0.41108
282960,0.05889,0.03536,0.01975,0.01579,0.0133,0.01092,0.00841,0.00749,0.00325,0.00037,0.00061,0.0
312310,0.11036,0.06044,0.03389,0.02814,0.02336,0.01883,0.01496,0.01273,0.0084,0.00134,0.00101,0.0
224464,0.15837,0.08794,0.05562,0.04735,0.0405,0.03339,0.02618,0.02312,0.01073,0.00116,0.00184,0.0
152945,0.34243,0.48932,0.52924,0.66408,0.93681,0.97366,0.89081,0.99633,0.15402,0.00029,0.94167,0.54994
289085,0.06903,0.04169,0.02394,0.0197,0.01651,0.01344,0.01061,0.0092,0.00503,0.00066,0.00075,0.0
393574,0.09701,0.05299,0.02871,0.02248,0.01904,0.0157,0.01181,0.01072,0.00402,0.00047,0.00084,0.0
394979,0.06051,0.03316,0.01717,0.0135,0.01124,0.00912,0.00698,0.00616,0.00274,0.00033,0.00049,0.0
110497,0.29665,0.28496,0.21313,0.34498,0.69571,0.8329,0.6401,0.92244,0.01445,0.00126,0.6284,0.1695
269329,0.07841,0.0475,0.02761,0.02218,0.01889,0.01565,0.01199,0.01082,0.00426,0.0005,0.00088,0.0
332493,0.05695,0.03121,0.01601,0.01284,0.01053,0.00842,0.00662,0.00564,0.00341,0.00044,0.00045,0.0
46548,0.24819,0.39858,0.25079,0.61619,0.94139,0.9716,0.90167,0.99314,0.19816,0.00046,0.61742,0.29598
91380,0.98967,0.92728,0.96922,0.98129,0.99188,0.99634,0.97973,1.00077,0.65715,0.02239,0.04417,0.07186
263481,0.04519,0.02685,0.01443,0.0114,0.00955,0.0078,0.00599,0.00532,0.00226,0.00028,0.00043,0.0
126087,0.26987,0.29233,0.24328,0.42445,0.95826,0.98046,0.92163,0.99679,0.26392,0.00042,0.74832,0.32919
106289,0.1813,0.27168,0.13889,0.38259,0.77093,0.86399,0.77641,0.89827,0.07985,0.00043,0.46814,0.19146
221976,0.06346,0.03492,0.01799,0.01428,0.0118,0.0095,0.00736,0.00639,0.0032,0.00039,0.00051,0.0
324461,0.1693,0.09417,0.06263,0.05494,0.0471,0.03883,0.03104,0.027,0.01508,0.00198,0.00216,0.0
198192,0.59058,0.58617,0.79461,0.88722,0.93577,0.96208,0.90868,0.9855,0.25556,0.00071,0.91898,0.85831
100710,0.58261,0.85264,0.59274,0.97019,0.98408,0.99071,0.97349,0.99765,0.62504,0.01655,0.94686,0.92598
175956,0.96103,0.89254,0.92261,0.83079,0.88698,0.9525,0.83101,0.98841,0.05525,0.00039,0.92422,0.77624
204846,0.06773,0.037,0.01917,0.0152,0.01259,0.01016,0.00784,0.00684,0.00325,0.00036,0.00054,0.0
325876,0.07753,0.0425,0.0223,0.01767,0.01471,0.01193,0.00916,0.00806,0.00368,0.00046,0.00064,0.0
142544,0.24302,0.34697,0.19817,0.48314,0.90456,0.95631,0.85019,0.98914,0.08078,0.00037,0.65568,0.21631
97960,0.79315,0.67511,0.79876,0.74232,0.823,0.90217,0.77683,0.95959,0.03535,0.00109,0.04095,0.0518
212382,0.06902,0.03824,0.01986,0.01596,0.01312,0.01053,0.00827,0.00706,0.00423,0.00053,0.00056,0.0
224425,0.05693,0.03176,0.01633,0.01302,0.01071,0.00861,0.00672,0.00578,0.00324,0.0004,0.00046,0.0
106138,0.15201,0.1114,0.09613,0.08492,0.08831,0.08974,0.07541,0.08822,0.00739,0.00048,0.06071,0.04465
335977,0.06254,0.03484,0.01802,0.01448,0.01189,0.00953,0.0075,0.00639,0.00398,0.00056,0.00051,0.0
395828,0.08444,0.04622,0.02454,0.01986,0.0164,0.01318,0.01034,0.00886,0.00501,0.00059,0.0007,0.0
294332,0.09577,0.05821,0.03444,0.02869,0.02412,0.01969,0.01563,0.01352,0.00789,0.00118,0.0011,0.0
265145,0.05021,0.02999,0.01642,0.01339,0.01109,0.00895,0.00711,0.00607,0.00387,0.00057,0.00049,0.0
57885,0.49174,0.54683,0.51589,0.70906,0.99095,0.99507,0.98434,0.99972,0.72049,0.05765,0.93742,0.59384
180107,0.33225,0.45099,0.31616,0.80013,0.95516,0.97092,0.94465,0.98768,0.46851,0.00208,0.93223,0.58329
128917,0.2964,0.39383,0.27654,0.55922,0.93613,0.96327,0.90746,0.98675,0.25273,0.0006,0.71418,0.35133
162874,0.45181,0.46146,0.72088,0.7806,0.84707,0.87707,0.82609,0.84957,0.36822,0.00099,0.566,0.46543
57735,0.21491,0.3086,0.18152,0.45568,0.99031,0.99366,0.99509,0.99805,0.93232,0.49647,0.78686,0.35077
248090,0.12397,0.06819,0.03853,0.03055,0.02604,0.02159,0.01629,0.01484,0.00586,0.00078,0.00116,0.0
59839,0.2718,0.38382,0.21296,0.60739,0.9649,0.97503,0.96921,0.98808,0.71309,0.05333,0.63444,0.28759
240954,0.06745,0.03714,0.01918,0.01506,0.01252,0.01015,0.00777,0.00685,0.00305,0.00038,0.00054,0.0
294875,0.05627,0.03382,0.0189,0.01521,0.01277,0.01044,0.0081,0.00715,0.00324,0.00037,0.00058,0.0
382522,0.08506,0.04674,0.02471,0.01969,0.01636,0.01326,0.01022,0.00896,0.00417,0.00046,0.00071,0.0
273798,0.05801,0.03457,0.0191,0.01563,0.01297,0.01048,0.00833,0.00712,0.00454,0.00067,0.00058,0.0
356014,0.06839,0.03836,0.01991,0.01599,0.01315,0.01054,0.0083,0.00708,0.00432,0.00056,0.00056,0.0
290819,0.0697,0.04211,0.02404,0.01967,0.01649,0.01345,0.01056,0.00921,0.00465,0.0005,0.00075,0.0
204792,0.08059,0.04463,0.02341,0.01881,0.01552,0.01249,0.00977,0.0084,0.00471,0.00057,0.00067,0.0
340491,0.06735,0.03687,0.01896,0.01471,0.0123,0.01003,0.00758,0.00679,0.00267,0.00031,0.00053,0.0
309261,0.05295,0.02927,0.01495,0.01182,0.00975,0.00785,0.00608,0.00528,0.00262,0.00031,0.00042,0.0
80246,0.27705,0.29531,0.22733,0.42321,0.9394,0.96461,0.91413,0.98655,0.27331,0.00087,0.67616,0.30737
66634,0.19554,0.26368,0.16255,0.37716,0.96998,0.98568,0.94177,0.99769,0.36395,0.00055,0.44407,0.16447
78408,0.34154,0.48076,0.71882,0.73461,0.84043,0.95613,0.85053,0.98879,0.08141,0.00043,0.92249,0.80753
195283,0.2636,0.32285,0.22136,0.51223,0.95883,0.97069,0.96501,0.98535,0.69234,0.03811,0.61326,0.28488
168676,0.56673,0.59618,0.69749,0.71553,0.74389,0.76899,0.74073,0.76359,0.35079,0.00121,0.72285,0.60556
130885,0.27503,0.37634,0.64412,0.69549,0.81815,0.93736,0.8505,0.97561,0.10439,0.00084,0.89713,0.79334
30463,0.24512,0.33901,0.21985,0.62344,0.94202,0.96635,0.91504,0.98759,0.27288,0.00076,0.7469,0.34006
318719,0.06599,0.03603,0.01866,0.01488,0.01229,0.00989,0.00768,0.00665,0.0035,0.00049,0.00052,0.0
363071,0.06916,0.03798,0.01982,0.01594,0.01313,0.01055,0.00826,0.00708,0.00401,0.0005,0.00056,0.0
245485,0.10893,0.05961,0.03286,0.0264,0.02217,0.01811,0.01392,0.01233,0.00576,0.00074,0.00097,0.0
362664,0.05705,0.03177,0.01632,0.01289,0.01065,0.00861,0.00665,0.0058,0.00293,0.0004,0.00046,0.0
112107,0.214,0.35628,0.18738,0.47913,0.95315,0.98013,0.91718,0.9971,0.26263,0.00033,0.73154,0.30654
184086,0.2744,0.41424,0.23012,0.52465,0.89996,0.95669,0.84577,0.98975,0.07772,0.00032,0.66741,0.28376
262335,0.07031,0.04228,0.02369,0.01928,0.01611,0.0131,0.01029,0.00894,0.00469,0.00058,0.00073,0.0
279000,0.04456,0.0265,0.01421,0.01124,0.0094,0.00767,0.0059,0.00522,0.00227,0.00028,0.00042,0.0
17723,0.17771,0.21643,0.1478,0.30691,0.98576,0.99171,0.9771,0.99808,0.66088,0.01935,0.49133,0.23113
310482,0.09905,0.05466,0.02952,0.02412,0.01993,0.01602,0.01266,0.01079,0.00674,0.00092,0.00085,0.0
325410,0.06282,0.03484,0.01802,0.01449,0.01189,0.00952,0.00751,0.00638,0.0041,0.0006,0.00051,0.0
249150,0.07546,0.04172,0.02181,0.01754,0.01446,0.01161,0.0091,0.0078,0.0044,0.00053,0.00062,0.0
235005,0.07436,0.04073,0.02118,0.01657,0.01383,0.01127,0.00857,0.00763,0.0031,0.00034,0.0006,0.0
217575,0.11779,0.0647,0.03673,0.03051,0.02543,0.02055,0.01625,0.01393,0.00821,0.00106,0.0011,0.0
58884,0.28144,0.38879,0.24926,0.59917,0.97632,0.98624,0.96145,0.996,0.52769,0.00419,0.9365,0.47615
12033,0.27365,0.25476,0.17832,0.32209,0.6983,0.8341,0.64659,0.92276,0.01466,0.00129,0.74027,0.20194
156420,0.88194,0.79011,0.85904,0.74729,0.82915,0.91925,0.76929,0.97273,0.02091,0.00059,0.88109,0.68669
191904,0.24394,0.28506,0.20407,0.37762,0.87855,0.9469,0.82417,0.98535,0.05236,0.00035,0.91606,0.62207
193203,0.35444,0.6059,0.48099,0.88248,0.92516,0.96827,0.87557,0.99414,0.11842,0.00047,0.71013,0.33311
279054,0.05658,0.03385,0.0185,0.0147,0.01234,0.0101,0.00777,0.0069,0.00288,0.00033,0.00056,0.0
331217,0.1248,0.06876,0.03956,0.03311,0.02761,0.02231,0.01774,0.01514,0.00969,0.00135,0.0012,0.0
356003,0.08781,0.04847,0.02551,0.01999,0.01674,0.01367,0.01039,0.00928,0.00372,0.00041,0.00073,0.0
373443,0.07051,0.03899,0.02016,0.01576,0.01313,0.01069,0.00815,0.00723,0.00312,0.00039,0.00057,0.0
259378,0.03998,0.02356,0.01269,0.01032,0.00852,0.00687,0.00546,0.00464,0.00307,0.00049,0.00038,0.0
302260,0.1164,0.06386,0.0356,0.02798,0.02386,0.0198,0.01486,0.0136,0.00506,0.00062,0.00106,0.0
90670,0.28423,0.31911,0.22033,0.59042,0.91562,0.93811,0.92692,0.96756,0.51387,0.00504,0.89958,0.41793
263318,0.05388,0.03199,0.01766,0.01415,0.01187,0.0097,0.00751,0.00663,0.00305,0.00039,0.00054,0.0
90645,0.1998,0.28065,0.1641,0.4216,0.99602,0.99882,0.99011,1.00178,0.76657,0.09813,0.83199,0.38331
289088,0.1273,0.0785,0.05035,0.04163,0.03615,0.03034,0.02334,0.02133,0.00799,0.00101,0.00174,0.0
344708,0.06251,0.03486,0.01801,0.01441,0.01186,0.00952,0.00746,0.00639,0.00366,0.00048,0.00051,0.0
291842,0.07444,0.04483,0.02563,0.02085,0.01754,0.01437,0.01121,0.00986,0.00503,0.00075,0.0008,0.0
21167,0.24015,0.28799,0.18242,0.33224,0.87567,0.94101,0.82153,0.982,0.05207,0.00041,0.90664,0.47014
275718,0.04932,0.0295,0.01613,0.01308,0.01086,0.00879,0.00693,0.00597,0.00345,0.00045,0.00048,0.0
314802,0.07081,0.03902,0.0203,0.01611,0.01335,0.01079,0.00834,0.00727,0.00355,0.00046,0.00058,0.0
320841,0.05735,0.03208,0.01649,0.01304,0.01077,0.00869,0.00673,0.00585,0.00295,0.00035,0.00047,0.0
307272,0.0583,0.03251,0.01666,0.01301,0.01082,0.00878,0.00671,0.00593,0.0025,0.00029,0.00047,0.0
190754,0.25468,0.29358,0.37415,0.40966,0.50775,0.60014,0.60081,0.74792,0.07302,0.00032,0.93504,0.82146
191476,0.38412,0.54164,0.72479,0.75189,0.7978,0.84864,0.81794,0.86525,0.29505,0.00048,0.95224,0.91111
366930,0.0766,0.04244,0.02212,0.01759,0.01457,0.01176,0.0091,0.00792,0.0039,0.00049,0.00063,0.0
198438,0.26652,0.46388,0.21178,0.70164,0.98222,0.98939,0.97157,0.99691,0.6154,0.01429,0.94866,0.48086
255540,0.0552,0.03309,0.01848,0.01516,0.0126,0.0102,0.0081,0.00693,0.00432,0.00061,0.00056,0.0
2202,0.80737,0.70156,0.81644,0.75928,0.83365,0.90997,0.7879,0.96348,0.03841,0.00115,0.8675,0.69438
393186,0.07182,0.0399,0.02062,0.01607,0.01341,0.01093,0.00831,0.0074,0.00308,0.00037,0.00059,0.0
245105,0.05685,0.03159,0.01621,0.01275,0.01057,0.00855,0.00657,0.00577,0.00264,0.00031,0.00046,0.0
203355,0.16162,0.08813,0.05958,0.05307,0.04551,0.03744,0.03019,0.02605,0.0162,0.00217,0.0021,0.0
157507,0.19872,0.33721,0.15827,0.43,0.91357,0.96531,0.85905,0.9942,0.08842,0.00034,0.65882,0.26192
121588,0.27071,0.29127,0.23665,0.36784,0.8676,0.94535,0.80307,0.98718,0.03105,0.00028,0.72704,0.2738
201382,0.18729,0.10432,0.07197,0.06184,0.05426,0.04582,0.03542,0.03241,0.01331,0.00156,0.00259,0.0
69102,0.28539,0.25915,0.31179,0.317,0.37073,0.43947,0.43601,0.55585,0.03992,0.00062,0.90214,0.76851
76034,0.16401,0.26171,0.15594,0.48661,0.99127,0.99693,0.97485,1.00187,0.59163,0.00689,0.50831,0.22491
302665,0.06898,0.03776,0.0195,0.01497,0.0126,0.01035,0.00775,0.00704,0.00254,0.00031,0.00055,0.0
210086,0.05033,0.02797,0.01436,0.01153,0.00945,0.00756,0.00597,0.00507,0.00332,0.00054,0.0004,0.0
5042,0.25313,0.39839,0.20785,0.55152,0.92355,0.96556,0.88008,0.99163,0.14033,0.00044,0.79886,0.37037
41082,0.30271,0.41825,0.28589,0.58606,0.96867,0.9854,0.93766,0.99808,0.33822,0.00051,0.69119,0.37533
139821,0.2387,0.34973,0.19108,0.53001,0.98335,0.98905,0.97963,0.99596,0.71901,0.0565,0.89964,0.42514
290637,0.06593,0.03937,0.02229,0.01804,0.01519,0.01244,0.00965,0.00853,0.00388,0.00045,0.00069,0.0
279056,0.04777,0.02845,0.01543,0.01255,0.01037,0.00836,0.00665,0.00566,0.00378,0.0006,0.00046,0.0
46991,0.24082,0.32502,0.17861,0.4066,0.81388,0.91021,0.75249,0.96798,0.01587,0.00053,0.7277,0.25561
279568,0.05101,0.03046,0.01651,0.01311,0.01098,0.00897,0.00691,0.00612,0.00264,0.0003,0.0005,0.0
183399,0.27985,0.39607,0.24891,0.52935,0.90201,0.95905,0.84453,0.99174,0.06995,0.00027,0.71649,0.30382
25931,0.24862,0.2546,0.16998,0.39806,0.912,0.93533,0.92556,0.96481,0.51252,0.00459,0.6829,0.28262
277765,0.04681,0.0278,0.01488,0.01185,0.00986,0.00801,0.00622,0.00544,0.0026,0.00033,0.00044,0.0
273612,0.05612,0.03352,0.01819,0.01462,0.01216,0.00987,0.00771,0.00671,0.0034,0.00044,0.00054,0.0
78967,0.26031,0.3496,0.2327,0.49672,0.98647,0.99508,0.96337,1.00175,0.48825,0.00208,0.95533,0.66739
236360,0.0682,0.03754,0.0195,0.01564,0.01288,0.01034,0.00809,0.00694,0.00391,0.00049,0.00055,0.0
358479,0.06952,0.03822,0.01988,0.01596,0.01315,0.01055,0.00826,0.00708,0.00399,0.0005,0.00056,0.0
57345,0.32241,0.43517,0.29346,0.60023,0.99121,0.99674,0.97627,1.00151,0.61056,0.0137,0.95886,0.57362
194066,0.20284,0.22806,0.16574,0.29444,0.90682,0.95887,0.85456,0.99038,0.08569,0.00034,0.75559,0.32507
369368,0.08806,0.04823,0.02566,0.02054,0.01707,0.01382,0.01068,0.00934,0.00446,0.00046,0.00074,0.0
277189,0.12759,0.07925,0.05224,0.04523,0.03868,0.03193,0.02566,0.02228,0.01279,0.00131,0.00183,0.0
366528,0.05524,0.03093,0.01594,0.0128,0.0105,0.00841,0.00664,0.00564,0.00365,0.00055,0.00045,0.0
190210,0.46787,0.4896,0.48622,0.65562,0.93822,0.96224,0.91493,0.98499,0.29363,0.00068,0.9039,0.54644
211294,0.07881,0.04284,0.02235,0.0172,0.01451,0.01194,0.00893,0.00812,0.00301,0.00041,0.00064,0.0
201703,0.1053,0.05805,0.03169,0.02598,0.02151,0.01731,0.01368,0.01168,0.00715,0.00088,0.00092,0.0
379152,0.0601,0.03325,0.01708,0.0134,0.01112,0.00902,0.00691,0.00608,0.00274,0.00034,0.00048,0.0
101173,0.7166,0.71552,0.80204,0.83677,0.87153,0.91486,0.94048,0.98003,0.67445,0.03877,0.94899,0.92915
64111,1.00019,0.93381,0.95466,0.89611,0.93521,0.97455,0.8853,0.9975,0.13521,0.00033,0.94217,0.85151
276314,0.05039,0.03006,0.01635,0.01325,0.01099,0.00888,0.00701,0.00602,0.0035,0.00045,0.00049,0.0
341040,0.06227,0.03471,0.01793,0.01437,0.01182,0.00948,0.00744,0.00636,0.00371,0.00045,0.00051,0.0
337781,0.05741,0.0317,0.01645,0.01326,0.01089,0.00873,0.00689,0.00585,0.00378,0.00056,0.00047,0.0
158886,0.17594,0.27454,0.15737,0.36659,0.87361,0.9451,0.81259,0.98571,0.03879,0.0003,0.52728,0.19131
310164,0.1706,0.09488,0.06131,0.05345,0.04548,0.03725,0.02987,0.02575,0.01563,0.00202,0.00206,0.0
317586,0.03896,0.02171,0.01113,0.00894,0.00732,0.00586,0.00464,0.00393,0.00271,0.00053,0.00032,0.0
350319,0.13022,0.07172,0.04208,0.03542,0.02966,0.02405,0.0191,0.01638,0.00996,0.00139,0.0013,0.0
306581,0.06159,0.03354,0.01729,0.01387,0.0114,0.00913,0.00715,0.00611,0.00358,0.00045,0.00048,0.0
244495,0.10239,0.05621,0.03117,0.02573,0.02137,0.01724,0.01364,0.01166,0.0071,0.00095,0.00093,0.0
157416,0.28996,0.31616,0.2287,0.53412,0.94528,0.96092,0.94905,0.98026,0.57472,0.00826,0.61122,0.29956
291171,0.06774,0.04075,0.02311,0.01897,0.01585,0.01288,0.01017,0.00879,0.00487,0.00062,0.00071,0.0
26065,0.17914,0.23614,0.1273,0.34419,0.92215,0.98228,0.95709,0.99363,0.51053,0.00211,0.44364,0.19593
131385,0.54948,0.59984,0.65741,0.65333,0.67205,0.69281,0.65657,0.67812,0.27184,0.00059,0.72059,0.60522
377804,0.06589,0.03685,0.0191,0.01537,0.01261,0.0101,0.00799,0.00678,0.00449,0.00072,0.00054,0.0
127582,0.32591,0.40479,0.31073,0.53134,0.83394,0.91841,0.77991,0.97061,0.02814,0.00052,0.88607,0.39962
389218,0.1326,0.07293,0.04217,0.03342,0.02876,0.02399,0.01797,0.01658,0.00575,0.00073,0.0013,0.0
150422,0.83636,0.88495,0.91745,0.82066,0.87961,0.94899,0.8233,0.98685,0.0488,0.00037,0.91981,0.7764
187500,0.94635,0.87158,0.91691,0.84451,0.89808,0.95452,0.84515,0.98843,0.07454,0.00044,0.48532,0.53892
212529,0.06075,0.03367,0.01723,0.0133,0.01112,0.00909,0.00686,0.00616,0.00235,0.00028,0.00049,0.0
33175,0.36743,0.53916,0.35548,0.73281,0.97058,0.98701,0.93994,0.99885,0.34578,0.00057,0.94768,0.62771
369767,0.12643,0.06969,0.03995,0.03264,0.02753,0.02252,0.01741,0.0154,0.00699,0.00082,0.00121,0.0
2668,0.16433,0.24542,0.15504,0.32998,0.88501,0.95342,0.82351,0.99026,0.04517,0.00028,0.56812,0.22062
3173,0.29842,0.30735,0.28525,0.41663,0.9711,0.98468,0.94692,0.99641,0.40695,0.00077,0.94484,0.63264
87670,0.35193,0.62584,0.49662,0.99144,0.99719,0.99883,0.99943,1.0011,0.94929,0.56213,0.73749,0.38603
210712,0.13636,0.07528,0.04372,0.03442,0.02977,0.02496,0.01859,0.01731,0.0059,0.00075,0.00136,0.0
