Cloud_B01,Cloud_B02,Cloud_B03,Cloud_B04,Cloud_B05,Cloud_B06,Cloud_B07,Cloud_B08,Cloud_B09,Cloud_B10,Cloud_B11,Cloud_B12,Cloud_B13,Sat_Zenith_Angle,Sun_Zenith_Angle,Azimuth_Diff_Angle,COT,Cloud_Type,Profile_ID,GOT,Water_Vapor
-0.3078538170393653,0.7986423662135635,0.5748129670926446,0.4520552233988875,0.6177147084032392,0.20571550134374753,-0.8205068144743738,-0.6790251973932626,-0.9167074882844222,0.17708473885066334,0.4220291954671142,-0.33060789689701847,0.1737287345064938,0.700176225055894,1.3077236790475506,0.5138019642663981,-0.5596671559839161,0.7076059245060121,-1.2355375833399713,0.04172348134025853,-0.9041885359266375
0.23242822371575247,-0.06187350006382717,-0.047031165629700014,0.052290173403855195,-0.11903939250959271,0.08581253712299446,0.14871192359311788,0.21475072647210056,0.0668610586524446,0.036245495105949994,-0.4669007180296776,-0.595458851297194,-0.9781047811825647,1.327498668371702,0.3479835999545645,1.2810876990164133,-0.07779273531738187,1.415282616681242,-1.4398818492568684,0.33472545704433404,-0.7551304224367569
0.9174837887380227,1.23621214322023,1.3047692578747898,1.45746620702924,1.268690193537572,1.0837782308839037,0.22686232678419932,0.05802250520286177,0.2436652939761464,-0.3980046793327308,-0.5696057677962392,0.3819533756098987,0.4722693520679579,1.1252848404896831,0.22512143165244658,-1.7088862635957167,0.4888148439220944,0.7076059245060121,0.00860855655806318,0.04172348134025853,0.4661844429319427
0.14255832539402455,2.090920020042211,1.9885056088475856,1.801551425676558,1.4406280290469986,1.2712531767188413,0.4178055414005727,0.23894659929669793,0.41342775603050874,-1.2121363871473512,-0.5746651298537053,0.7910931663768074,0.7846851707454721,-0.6050221185462261,-0.1505409049362291,1.3283584955975558,-0.2997267544269575,0.7076059245060121,0.6257350624740338,0.33472545704433404,0.4661844429319427
0.7337970033169234,0.5406535488862153,0.3828674009648505,0.2891580936202629,0.48202939936259626,0.05154693445901894,-0.9444712900935388,-0.7974432866902225,-1.0244111571377719,0.6157782641199998,1.397136909342745,-0.9894626320928666,-0.5364641631707778,-1.0393222716110164,1.130827886989527,0.008811503228822447,1.5835876002697553,-7.076766921767232e-05,-0.4113376727302507,0.18822446919229627,-0.42816423800734116
-1.3355383694132235,-1.5132485793317323,-1.1911074918301003,-0.6649306106808927,0.64069367203109,0.6578829019717881,0.06077350269089075,0.578942208649542,0.3984829854229179,-0.0013482484388106682,-0.5029908340396023,1.2123885172750573,1.8666950937215039,-0.6992353792639849,0.11641092671496997,-0.24060920393509436,-0.9600058957595062,-1.4154241520196773,-0.9247569051257928,0.33472545704433404,-0.8368719685441107
-1.138745557153539,-1.3957405069571047,-1.3592524452744592,-1.4316983751243306,-1.4877863564294023,-1.5261096236544924,0.16331708091079494,0.3389998031389515,0.05966730466506201,0.28257687711106044,-0.5498742557721213,-0.76470165004894,-0.7935710004409954,-1.4667287714525556,0.4039469959874668,0.7480422123656388,-0.888934687282373,-0.7077474598444474,-1.6636712289588453,-0.3977794822158547,-0.947463472101119
0.39708849913180133,1.5418057312624542,1.7091671680228022,1.8648166253528002,1.7559584036337383,1.5825212718359174,0.6284272837712909,0.5981790174492785,0.5970711236661587,-0.6356490608374584,-0.5741591936479586,0.2790986360370145,-0.00178936256059082,1.0379652329951754,-0.4509421227220365,1.7099837070209294,-0.056718450595123614,-1.4154241520196773,-0.8364010372251646,0.4812264448963718,-0.3464226918999873
1.5572501876578462,1.2654595186921143,1.2881938311845402,1.1477572320835532,1.0511750347248725,0.8196719683603249,0.4903701124947177,0.21605861148964647,0.5926130226035554,-0.2578643896512665,-0.5584751712698138,0.4222186685449649,0.6562276636388148,-0.3453611804704523,-0.5339223306328911,0.6513868843968791,1.6849621767785499,0.7076059245060121,1.4318544286871009,0.7742284206004473,1.9038739891730498
0.6139704722212866,0.34064091201554547,0.36756700709692786,0.31998373938088104,0.2939158958749727,0.20512930907422416,0.15598887916894305,-0.05243928357069425,0.21321849012813954,0.8992041367675501,3.1603245863696774,-0.34030896892491547,-0.24534070380959852,-0.9336195888545064,0.07073964949271656,0.195204481617882,0.2589598005548424,-1.4154241520196773,0.42684907411084366,0.7742284206004473,0.9999086557505479
