Clear_B01,Clear_B02,Clear_B03,Clear_B04,Clear_B05,Clear_B06,Clear_B07,Clear_B08,Clear_B09,Clear_B10,Clear_B11,Clear_B12,Clear_B13
0.14275,0.50472,0.49379,0.61287,0.68454,0.71771,0.74344,0.73282,0.76832,0.30669,0.00101,0.68861,0.67656
0.14308,0.89147,0.8106,0.87504,0.77821,0.84916,0.92916,0.79376,0.97672,0.03236,0.00044,0.89487,0.38531
0.08749,0.24825,0.26164,0.45114,0.24747,0.61118,0.99865,0.98317,1.00209,0.67795,0.03221,0.95649,0.83836
0.10968,0.24017,0.22381,0.33446,0.2202,0.47402,0.98553,0.96139,0.99532,0.53208,0.00415,0.94154,0.85309
0.13517,0.21918,0.19479,0.32675,0.15797,0.43498,0.93624,0.80451,0.98049,0.03652,0.00042,0.90206,0.74028
0.09331,0.27418,0.33939,0.70852,0.33162,0.90173,0.97286,0.8899,0.99532,0.15587,0.00042,0.8917,0.68768
0.10769,0.27867,0.28939,0.45916,0.24652,0.54471,0.95567,0.83254,0.9909,0.05395,0.00036,0.8572,0.58208
0.15491,0.25539,0.2466,0.39769,0.25061,0.54264,0.96499,0.93966,0.98376,0.45586,0.00193,0.76395,0.51781
0.11447,0.95445,0.88242,0.91758,0.82522,0.88491,0.95029,0.82661,0.98782,0.05066,0.00041,0.91829,0.10543
0.09669,0.95965,0.89223,0.92364,0.83429,0.89105,0.95345,0.83363,0.989,0.05636,0.00036,0.92317,0.77833
0.13155,0.12739,0.11141,0.15921,0.10261,0.19814,0.35714,0.34404,0.40582,0.03783,0.00057,0.40447,0.3399
0.08495,0.99462,0.92897,0.9459,0.86474,0.91365,0.96556,0.85632,0.9948,0.08199,0.00028,0.93604,0.81122
0.1013,0.99954,0.93039,0.95092,0.88484,0.92901,0.97164,0.87652,0.99669,0.12156,0.00033,0.93899,0.84787
0.08971,0.29762,0.34859,0.50331,0.84389,0.97377,0.98842,0.94524,0.99929,0.37793,0.00057,0.94924,0.9122
0.08693,0.19165,0.1951,0.35735,0.18048,0.53099,0.97313,0.8812,0.99683,0.12756,0.00037,0.82245,0.54947
0.08921,0.24795,0.24721,0.45066,0.22644,0.60871,0.99327,0.95852,1.00123,0.45885,0.00139,0.88196,0.63186
0.09536,0.29519,0.30055,0.51778,0.32575,0.84121,0.98864,0.95803,0.99814,0.48191,0.002,0.94698,0.91641
0.11655,0.22474,0.25236,0.53332,0.21905,0.71406,0.97298,0.90004,0.99443,0.18801,0.00047,0.93539,0.80557
0.1425,0.21963,0.25066,0.55784,0.22233,0.77214,0.97327,0.9412,0.9894,0.4209,0.00114,0.92813,0.78667
0.09791,0.30611,0.28291,0.33982,0.26538,0.44569,0.96808,0.86274,0.99583,0.09277,0.00035,0.93771,0.82515
0.19988,0.64597,0.5763,0.69055,0.65092,0.73121,0.81432,0.69859,0.86351,0.02561,0.00086,0.76035,0.63256
0.09242,0.39474,0.40087,0.45886,0.42754,0.44928,0.47471,0.4307,0.49608,0.05142,0.00034,0.47833,0.4352
0.11334,0.22001,0.20419,0.32209,0.16623,0.41374,0.93135,0.77477,0.98037,0.01869,0.00032,0.90083,0.60697
0.17497,0.21798,0.17923,0.27331,0.17694,0.3842,0.94131,0.93452,0.97998,0.44764,0.00181,0.60436,0.43297
0.11604,0.14457,0.12704,0.19974,0.19729,0.43007,0.97085,0.90787,0.99355,0.21845,0.00045,0.7463,0.51073
0.08703,0.15549,0.18691,0.26254,0.34584,0.40965,0.48621,0.48703,0.63777,0.06189,0.00029,0.93619,0.8166
0.08667,0.23547,0.25057,0.44359,0.23676,0.6087,0.99366,0.95855,1.00131,0.45455,0.00127,0.89077,0.6628
0.20688,0.24109,0.18426,0.30276,0.18277,0.42579,0.92982,0.88341,0.966,0.23405,0.00139,0.88349,0.75237
0.12481,0.24612,0.26925,0.39757,0.76994,0.95587,0.97515,0.9291,0.99211,0.3239,0.00061,0.93279,0.88546
0.09487,0.24874,0.2327,0.29415,0.20753,0.35472,0.98705,0.94908,1.00082,0.39138,0.0007,0.63194,0.44679
0.09652,0.21101,0.20835,0.40518,0.17781,0.5485,0.96472,0.86046,0.99387,0.09035,0.00032,0.91576,0.66236
0.13619,0.24734,0.21775,0.30026,0.2096,0.43602,0.96307,0.89548,0.98809,0.19591,0.00061,0.92524,0.81328
0.10502,0.29304,0.29609,0.38253,0.4422,0.51805,0.58647,0.51625,0.62022,0.02557,0.00035,0.5224,0.40865
0.09157,0.23067,0.2334,0.3166,0.21146,0.42719,0.97043,0.87812,0.99546,0.12744,0.00032,0.89905,0.62269
0.14747,0.23272,0.21658,0.35893,0.16595,0.48014,0.92297,0.77507,0.97443,0.02218,0.0005,0.88763,0.66136
0.09154,0.25344,0.26262,0.41185,0.24375,0.55954,0.97017,0.88816,0.99383,0.16063,0.00038,0.94117,0.7004
0.1399,0.2434,0.22355,0.43016,0.23235,0.69007,0.96407,0.9157,0.98614,0.28943,0.00082,0.9252,0.85756
0.09465,0.2055,0.19595,0.31844,0.16696,0.41136,0.96015,0.85113,0.99154,0.07821,0.00035,0.84572,0.64466
0.20903,0.70414,0.60524,0.74507,0.63668,0.74607,0.86835,0.68902,0.94415,0.01209,0.0009,0.82466,0.5235
0.14914,0.9218,0.8431,0.92501,0.94846,0.9691,0.9798,0.96015,0.99201,0.55659,0.00666,0.93147,0.12272
0.10863,0.25843,0.29116,0.63911,0.42055,0.96178,0.97977,0.93355,0.99459,0.33246,0.00059,0.93932,0.89423
0.09423,0.21328,0.22529,0.35033,0.19285,0.53515,0.9478,0.81077,0.98791,0.03522,0.00032,0.51414,0.30336
0.19103,0.22883,0.17608,0.23547,0.16443,0.3179,0.9368,0.87428,0.97227,0.17784,0.00095,0.79303,0.5866
0.0971,0.45857,0.47219,0.60361,0.46147,0.65932,0.97873,0.90584,0.99759,0.19564,0.00044,0.45628,0.34598
0.21117,0.33648,0.27699,0.4185,0.24618,0.53913,0.88205,0.72891,0.94998,0.01763,0.00114,0.83744,0.6243
0.09136,0.27233,0.26735,0.41498,0.24555,0.56052,0.97792,0.90145,0.99775,0.18423,0.00042,0.94455,0.87306
0.12855,0.16406,0.13561,0.19476,0.10513,0.26006,0.8424,0.811,0.97862,0.04462,0.00038,0.64225,0.45324
0.19091,0.18676,0.13864,0.22092,0.10908,0.29674,0.81657,0.78079,0.92399,0.05777,0.00092,0.65582,0.46664
0.23485,0.33869,0.26359,0.42856,0.33744,0.64881,0.91463,0.89531,0.9533,0.36237,0.00304,0.86139,0.78836
0.09146,0.16508,0.15508,0.23879,0.13959,0.34493,0.96701,0.95435,1.00139,0.42599,0.00091,0.77153,0.61286
0.12569,0.22339,0.20093,0.31192,0.18593,0.42927,0.96359,0.88997,0.98907,0.17715,0.00049,0.92636,0.7807
0.11306,0.27065,0.30133,0.58826,0.27663,0.81432,0.99117,0.97225,0.99825,0.60455,0.01253,0.7894,0.61783
0.1067,0.17469,0.19616,0.44681,0.19303,0.65592,0.98681,0.9557,0.99696,0.46792,0.00165,0.91124,0.71371
0.11382,0.26304,0.31633,0.4776,0.67564,0.79565,0.91452,0.90594,0.99475,0.20726,0.00044,0.93679,0.86775
0.08889,0.23951,0.22831,0.32935,0.23712,0.47374,0.98825,0.96829,0.99659,0.5865,0.0104,0.95291,0.90953
0.12572,0.28074,0.26026,0.30808,0.3107,0.31177,0.31307,0.30366,0.31433,0.13769,0.00087,0.31038,0.33564
0.09031,0.20334,0.1926,0.29819,0.18577,0.42626,0.98798,0.95533,0.99761,0.4599,0.00144,0.94845,0.88507
0.13258,0.1933,0.16999,0.28581,0.16236,0.39708,0.97191,0.93381,0.98923,0.37008,0.00087,0.64056,0.49183
0.11131,0.26651,0.29407,0.57815,0.27127,0.80225,0.98204,0.95329,0.99432,0.4855,0.00243,0.78832,0.61005
0.09669,0.33464,0.3149,0.40874,0.28583,0.49591,0.97267,0.8776,0.99711,0.12025,0.00036,0.94062,0.8416
0.08399,0.46532,0.47943,0.64351,0.52965,0.80424,0.99026,0.96948,0.99789,0.58852,0.01101,0.95697,0.9356
0.10858,0.22546,0.22967,0.42946,0.24884,0.68324,0.9873,0.94442,0.99889,0.37829,0.00061,0.94602,0.80841
0.08379,0.9793,0.91769,0.96021,0.958,0.97633,0.98883,0.95332,0.99865,0.44411,0.00115,0.95054,0.91856
0.1952,0.25951,0.21809,0.351,0.20458,0.48792,0.93974,0.88883,0.97251,0.23233,0.00112,0.78655,0.54292
0.20814,0.3114,0.23537,0.31084,0.28812,0.45745,0.93625,0.93343,0.96525,0.59518,0.01427,0.8927,0.84585
0.19985,0.23414,0.18979,0.27538,0.16262,0.36252,0.92695,0.81625,0.97274,0.05603,0.00092,0.56643,0.34142
0.11134,0.45047,0.44151,0.5612,0.78011,0.84835,0.90269,0.87223,0.92683,0.30622,0.00055,0.87798,0.81552
0.10462,0.22925,0.29078,0.65357,0.50224,0.98285,0.99144,0.96431,0.99919,0.5186,0.00346,0.94849,0.86192
0.06382,0.08917,0.0981,0.15965,0.10675,0.2109,0.37033,0.39342,0.41016,0.28878,0.02005,0.42685,0.40839
0.23695,0.3204,0.23863,0.3282,0.25765,0.44847,0.90876,0.84081,0.95612,0.126,0.0021,0.8588,0.74582
0.18293,0.31141,0.2821,0.37455,0.46744,0.53583,0.58831,0.54788,0.61787,0.07589,0.00086,0.5127,0.43545
0.09046,0.20947,0.17415,0.27237,0.86571,0.91311,0.96549,0.85812,0.99444,0.08353,0.00041,0.71257,0.49735
0.09925,0.29861,0.27511,0.33887,0.27878,0.46105,0.97806,0.91337,0.99615,0.22999,0.00046,0.94219,0.88101
0.13707,0.2983,0.27717,0.42133,0.26321,0.54947,0.95569,0.87058,0.9859,0.12556,0.00056,0.9176,0.81934
0.1565,0.27726,0.24551,0.38498,0.26123,0.59307,0.97616,0.97159,0.98808,0.73466,0.06473,0.92414,0.89829
0.07238,0.22178,0.23945,0.4012,0.21491,0.50627,0.96819,0.87026,0.99469,0.11337,0.0003,0.4126,0.3038
0.08144,0.16775,0.15876,0.25023,0.1421,0.35564,0.99176,0.95234,1.0008,0.41551,0.00078,0.72338,0.50525
0.11645,0.07689,0.0817,0.17066,0.34204,0.41441,0.4788,0.51207,0.59107,0.24942,0.00077,0.84843,0.883
0.07816,0.20613,0.19334,0.25257,0.1806,0.35751,0.99206,0.95445,1.00078,0.43474,0.001,0.95793,0.78873
0.14451,0.22649,0.19845,0.32136,0.19172,0.44367,0.97866,0.96716,0.99044,0.64771,0.02443,0.84903,0.72718
0.08014,0.10072,0.077,0.06678,0.06376,0.06259,0.06115,0.05801,0.05899,0.03085,0.00055,0.04987,0.0466
0.09716,0.27667,0.31247,0.65277,0.26906,0.88573,0.96077,0.85725,0.99121,0.0908,0.00032,0.57901,0.37952
0.15536,0.90376,0.82357,0.91509,0.94518,0.96606,0.97702,0.95936,0.98976,0.57359,0.00793,0.85042,0.04105
0.16753,0.17454,0.13157,0.16944,0.10287,0.21591,0.75493,0.83321,0.87772,0.36455,0.00146,0.53864,0.416
0.09693,0.24965,0.23643,0.30375,0.26935,0.44527,0.98805,0.9449,0.99954,0.38495,0.00055,0.94922,0.84143
0.17693,0.24025,0.19449,0.28762,0.15219,0.36297,0.88805,0.70576,0.9569,0.00878,0.0006,0.84648,0.51593
0.14297,0.21868,0.19173,0.32041,0.1746,0.42019,0.95198,0.86718,0.98371,0.1222,0.00062,0.91318,0.79751
0.16771,0.21929,0.1892,0.35098,0.18033,0.53802,0.92033,0.83135,0.96658,0.09944,0.00084,0.89762,0.78666
0.08446,0.21685,0.2428,0.44024,0.20853,0.54736,0.96123,0.84823,0.99264,0.07405,0.00027,0.78349,0.52875
0.10517,0.38865,0.36567,0.49451,0.3439,0.65884,0.96585,0.8786,0.99203,0.13489,0.00037,0.93275,0.84487
0.13979,0.27271,0.24549,0.34267,0.26582,0.48267,0.98067,0.96541,0.99173,0.60875,0.01339,0.93158,0.90457
0.17939,0.21532,0.17341,0.29191,0.16722,0.40909,0.94083,0.89448,0.97316,0.26791,0.00116,0.69103,0.59782
0.18329,0.80335,0.74391,0.87036,0.92032,0.94722,0.96108,0.95283,0.97958,0.62178,0.01626,0.90857,0.87223
0.08763,0.10605,0.08035,0.06863,0.0654,0.06388,0.06215,0.05895,0.05963,0.03289,0.00077,0.04991,0.04669
0.09586,0.34173,0.34625,0.41581,0.49935,0.63367,0.78098,0.76035,0.98862,0.03712,0.00028,0.91962,0.75019
0.11166,0.51048,0.51189,0.60887,0.60655,0.66385,0.72392,0.64648,0.76534,0.04308,0.00033,0.68034,0.5952
0.0979,0.2162,0.2233,0.3664,0.19514,0.474,0.93605,0.78638,0.98245,0.02301,0.00028,0.90734,0.64707
0.1146,0.19245,0.20726,0.45061,0.18847,0.581,0.96531,0.88993,0.99024,0.18015,0.00039,0.74084,0.6258
0.08699,0.16022,0.15036,0.21589,0.12944,0.31454,0.95721,0.83208,0.99189,0.05345,0.00029,0.91332,0.58394
0.09001,0.38906,0.44493,0.97238,0.84737,0.995,0.99827,0.98656,1.00161,0.72321,0.05707,0.95413,0.93962
0.11198,0.27106,0.26071,0.31884,0.29798,0.39897,0.51931,0.49392,0.63814,0.03342,0.00033,0.91331,0.76586
0.10562,0.25226,0.34142,0.58848,0.81776,0.92021,0.96598,0.88514,0.99156,0.15861,0.00032,0.9308,0.85167
0.0966,0.32745,0.33918,0.50784,0.33288,0.68483,0.99626,0.98058,1.00084,0.66522,0.02888,0.95317,0.78398
0.12113,0.55384,0.5536,0.60332,0.61124,0.63129,0.65272,0.66287,0.71037,0.38574,0.00343,0.945,0.91753
0.09585,0.35613,0.32889,0.36186,0.48761,0.56828,0.65507,0.59421,0.67905,0.05479,0.00031,0.69438,0.57491
0.1467,0.16143,0.11548,0.10024,0.09508,0.09454,0.095,0.08619,0.08907,0.02641,0.00066,0.06394,0.05656
0.20261,0.24985,0.18744,0.25459,0.15109,0.33116,0.88569,0.72313,0.95333,0.0152,0.00093,0.82179,0.50237
0.09874,0.21982,0.2271,0.41329,0.19867,0.55722,0.96339,0.84754,0.99447,0.07088,0.00031,0.92948,0.6881
0.0814,0.26272,0.31077,0.56817,0.33272,0.82967,0.99674,0.97388,1.00188,0.58639,0.01036,0.93479,0.66378
0.19332,0.2337,0.21086,0.40969,0.20381,0.54135,0.94674,0.89224,0.97672,0.22041,0.00112,0.6466,0.53
0.10421,0.3185,0.3147,0.51665,0.25685,0.71012,0.94546,0.81006,0.98638,0.03611,0.00032,0.53997,0.34765
0.07601,0.04933,0.08062,0.30706,0.51851,0.59767,0.65425,0.71587,0.76914,0.67247,0.20137,0.96122,0.95139
0.15091,0.25866,0.22644,0.31753,0.1763,0.40215,0.91905,0.74942,0.97473,0.01226,0.00047,0.88236,0.60375
0.08808,0.71273,0.71635,0.85296,0.92764,0.97715,0.99115,0.95244,1.00036,0.41864,0.00083,0.95278,0.91985
0.1349,0.30202,0.2883,0.474,0.23373,0.58375,0.93201,0.7943,0.97882,0.03093,0.00046,0.40932,0.25933
0.1277,0.17187,0.14856,0.27569,0.13486,0.42267,0.97389,0.93741,0.99029,0.39173,0.00082,0.89756,0.70972
0.1065,0.19647,0.20103,0.34234,0.19184,0.51327,0.97682,0.92567,0.99354,0.29914,0.00046,0.93709,0.77562
0.09808,0.21977,0.20815,0.31529,0.18566,0.39143,0.98992,0.9442,1.00065,0.36345,0.00056,0.95099,0.91253
0.08164,0.24997,0.24818,0.38112,0.21324,0.4835,0.96171,0.84657,0.99339,0.07111,0.00024,0.93393,0.74113
0.09376,0.40491,0.44828,0.61467,0.64848,0.66961,0.66846,0.54634,0.58707,0.04214,0.00031,0.55484,0.80752
0.14719,0.15925,0.13238,0.2048,0.1266,0.30398,0.96675,0.9012,0.98985,0.20513,0.00068,0.68895,0.51289
0.12377,0.26568,0.28827,0.57014,0.26718,0.79267,0.97512,0.93633,0.99122,0.37468,0.00074,0.77781,0.59509
0.14715,0.24488,0.2944,0.48703,0.63801,0.75541,0.87438,0.82422,0.97981,0.0566,0.0005,0.9023,0.76496
0.14749,0.27068,0.23529,0.35918,0.22852,0.52227,0.95587,0.91686,0.98081,0.33519,0.00108,0.92405,0.73497
0.09454,0.25504,0.29291,0.47976,0.2936,0.63282,0.98806,0.94006,0.99961,0.34232,0.00057,0.82323,0.6241
0.2186,0.27269,0.21305,0.39442,0.2293,0.64573,0.91564,0.85117,0.95986,0.14247,0.00165,0.8681,0.7571
0.07569,0.75776,0.76254,0.84513,0.82421,0.86207,0.89824,0.82798,0.92326,0.16051,0.00027,0.89052,0.82339
0.10071,0.2561,0.25186,0.41513,0.23492,0.57759,0.97428,0.91363,0.99333,0.24189,0.00042,0.87415,0.64148
0.08546,0.12349,0.12418,0.2634,0.08632,0.36044,0.95611,0.90035,0.99767,0.18587,0.00035,0.78423,0.6762
0.09711,0.22283,0.20806,0.30157,0.18794,0.37575,0.97308,0.8958,0.99478,0.1712,0.00044,0.76377,0.54459
0.10029,0.24613,0.22973,0.34478,0.19356,0.44906,0.95869,0.83894,0.99221,0.06015,0.00034,0.92806,0.78539
0.09544,0.18294,0.16714,0.25957,0.15764,0.38129,0.99042,0.96575,0.99844,0.54088,0.00505,0.94992,0.82587
0.08853,0.10986,0.1194,0.16611,0.27205,0.32709,0.38198,0.42319,0.50679,0.2945,0.00313,0.90935,0.93096
0.21626,0.26619,0.21266,0.34944,0.21415,0.53861,0.94998,0.93568,0.97393,0.51082,0.0043,0.85793,0.60051
0.14349,0.28016,0.24932,0.37673,0.2065,0.47124,0.91735,0.75856,0.97239,0.01552,0.00049,0.882,0.66594
0.0896,0.1337,0.10634,0.09488,0.09206,0.09124,0.09144,0.08642,0.08599,0.04963,0.00098,0.06608,0.06165
0.15419,0.2719,0.23644,0.36516,0.20986,0.48884,0.93766,0.82048,0.97952,0.05211,0.00064,0.90029,0.7587
0.14789,0.29874,0.2889,0.36067,0.40686,0.51248,0.63604,0.59141,0.86227,0.01445,0.00051,0.87813,0.65343
0.12883,0.92493,0.85197,0.9156,0.88386,0.92302,0.96237,0.88675,0.98854,0.16998,0.00052,0.92494,0.84936
0.09185,0.20459,0.28235,0.53247,0.35577,0.76999,0.94885,0.81904,0.98765,0.04273,0.0003,0.75458,0.4877
0.04613,0.14818,0.16132,0.30006,0.17381,0.48591,0.99414,0.98501,0.99891,0.76249,0.10622,0.95498,0.68257
0.09399,0.26439,0.30343,0.73248,0.75195,0.97294,0.98858,0.9433,0.99984,0.36633,0.00049,0.9493,0.90933
0.10304,0.18344,0.16434,0.248,0.13263,0.33671,0.94109,0.79976,0.98437,0.02938,0.00039,0.9105,0.6477
0.23351,0.31682,0.23497,0.29416,0.36324,0.41691,0.47176,0.43751,0.51681,0.0386,0.0013,0.37868,0.30416
0.0772,0.30768,0.35145,0.66038,0.33836,0.87322,0.99392,0.9844,0.99894,0.74263,0.08064,0.91494,0.71128
0.14417,0.29865,0.25731,0.31571,0.23283,0.40497,0.91803,0.76379,0.9722,0.0177,0.00052,0.88317,0.66415
0.13902,0.25882,0.23028,0.32537,0.21989,0.42967,0.96423,0.90106,0.98819,0.21466,0.00064,0.92431,0.80849
0.09327,0.23608,0.25702,0.38441,0.44407,0.46013,0.47531,0.46748,0.48967,0.19341,0.00056,0.59769,0.74409
0.10256,0.13548,0.12517,0.20724,0.12874,0.3157,0.99567,0.97685,1.00087,0.62295,0.01634,0.70978,0.56021
0.096,0.95362,0.88787,0.94473,0.95242,0.97279,0.98474,0.95438,0.9957,0.47093,0.00181,0.94897,0.48437
0.15181,0.3296,0.30718,0.50119,0.3333,0.71974,0.9663,0.93064,0.98582,0.37619,0.00093,0.92124,0.87511
0.06958,0.22731,0.23464,0.42587,0.23167,0.65775,0.99659,0.98582,1.00048,0.73398,0.0696,0.96185,0.94939
0.10372,0.96482,0.89832,0.94586,0.92768,0.95728,0.97947,0.92259,0.99593,0.27214,0.00042,0.94104,0.88762
0.08658,0.27339,0.26017,0.32026,0.25069,0.39961,0.98415,0.92074,0.99944,0.24701,0.0004,0.9496,0.8589
0.09225,0.24285,0.23401,0.33991,0.21669,0.44407,0.96806,0.86722,0.99528,0.10187,0.00032,0.93699,0.74363
0.10169,0.88869,0.89804,0.92301,0.81882,0.88137,0.9503,0.81981,0.98863,0.04264,0.00035,0.8852,0.72551
0.10569,0.36747,0.35776,0.38086,0.36428,0.3714,0.38279,0.37931,0.39592,0.14204,0.00053,0.48324,0.6154
0.16352,0.15968,0.12741,0.2058,0.11726,0.32121,0.93306,0.91122,0.98265,0.27799,0.00089,0.62487,0.41966
0.09442,0.37588,0.35833,0.38323,0.37187,0.36916,0.36628,0.35679,0.36008,0.22374,0.00654,0.31486,0.31357
0.08993,0.1786,0.16698,0.22418,0.13662,0.30581,0.86712,0.89252,0.99717,0.16307,0.00034,0.61455,0.42811
0.12547,0.24524,0.22294,0.33132,0.21777,0.46825,0.97694,0.9392,0.99189,0.38587,0.00095,0.93354,0.83337
0.1608,0.24783,0.21448,0.3275,0.16495,0.41433,0.90145,0.7205,0.96502,0.00865,0.00054,0.8621,0.49923
0.08993,0.1555,0.14592,0.23024,0.13354,0.35986,0.97927,0.915,0.99677,0.23695,0.00038,0.90908,0.71438
0.08754,0.21278,0.20553,0.28226,0.1715,0.35133,0.9503,0.88009,0.99644,0.12752,0.00032,0.65818,0.45185
0.09722,0.24415,0.28093,0.52849,0.27159,0.69674,0.98333,0.94786,0.99549,0.42589,0.00099,0.93529,0.72513
0.09063,0.2022,0.20366,0.3487,0.17132,0.45767,0.97243,0.87836,0.99674,0.123,0.00033,0.94073,0.80438
0.09343,0.27517,0.25878,0.32526,0.25052,0.44666,0.97552,0.89553,0.99691,0.17188,0.00031,0.94203,0.76599
0.21293,0.25379,0.20135,0.28398,0.17171,0.39576,0.90013,0.74513,0.96171,0.01863,0.00103,0.6812,0.37917
0.13369,0.31447,0.33576,0.63625,0.32907,0.84925,0.97637,0.94856,0.99118,0.47411,0.00192,0.88616,0.67078
0.0843,0.1938,0.19111,0.318,0.17165,0.42005,0.9674,0.86256,0.99537,0.09497,0.00031,0.65653,0.45919
0.1444,0.24923,0.25052,0.45988,0.24704,0.6754,0.97469,0.9613,0.988,0.60869,0.01366,0.84084,0.62129
0.21196,0.21263,0.14689,0.20005,0.13399,0.30739,0.93653,0.91618,0.96647,0.41584,0.00235,0.82154,0.64086
0.09165,0.19266,0.18551,0.31106,0.1604,0.51455,0.96828,0.86409,0.99583,0.09721,0.0003,0.84619,0.67045
0.16003,0.22456,0.24301,0.52449,0.18736,0.6756,0.91965,0.77772,0.97198,0.02478,0.00055,0.88244,0.60569
0.15342,0.20608,0.20805,0.43448,0.1827,0.59933,0.91238,0.74626,0.96995,0.01331,0.00049,0.87219,0.51956
0.09538,0.21525,0.25122,0.53876,0.22186,0.72538,0.98102,0.92172,0.99707,0.26074,0.0005,0.94461,0.8276
0.12232,0.18128,0.17393,0.29766,0.14805,0.40314,0.85186,0.7976,0.93519,0.07071,0.00043,0.59695,0.43494
0.14481,0.24571,0.21478,0.29809,0.19316,0.39437,0.93736,0.8199,0.97939,0.05289,0.00059,0.82637,0.572
0.14122,0.254,0.26993,0.38819,0.68432,0.88208,0.94492,0.82801,0.98413,0.05621,0.00045,0.90914,0.75792
0.10056,0.31598,0.30778,0.47229,0.25646,0.55327,0.93664,0.78609,0.98299,0.02233,0.00029,0.90687,0.70654
0.11092,0.28573,0.29896,0.51939,0.427,0.76811,0.95797,0.86531,0.98815,0.11437,0.00042,0.92519,0.8287
0.12183,0.23574,0.30143,0.50786,0.7266,0.82478,0.90813,0.93156,0.99161,0.33737,0.00063,0.93221,0.88347
0.08491,0.44751,0.47928,0.62352,0.7732,0.86891,0.96387,0.88466,0.99598,0.14367,0.00028,0.94323,0.85693
0.17138,0.42449,0.41366,0.58027,0.76828,0.8634,0.94516,0.90395,0.98001,0.25872,0.00093,0.90747,0.84375
0.08966,0.15068,0.14366,0.22771,0.13199,0.33508,0.99454,0.96265,1.00144,0.48452,0.00197,0.87175,0.68339
0.09366,0.46412,0.47009,0.51423,0.50485,0.51864,0.53417,0.50938,0.5445,0.14341,0.00044,0.53067,0.51401
0.08777,0.18878,0.21665,0.44024,0.19456,0.55272,0.97947,0.90405,0.99847,0.19151,0.00033,0.68034,0.56295
0.15979,0.2886,0.25434,0.30013,0.2923,0.30008,0.30835,0.28562,0.31363,0.05522,0.00075,0.30287,0.31035
0.14378,0.41077,0.39938,0.47373,0.41209,0.45073,0.49662,0.41656,0.52774,0.01133,0.00044,0.57011,0.50039
0.17791,0.22034,0.17432,0.24083,0.1658,0.34671,0.96598,0.94604,0.98387,0.51024,0.00363,0.91401,0.75276
0.08714,0.12352,0.10913,0.19319,0.08979,0.35086,0.98879,0.95506,0.99817,0.45285,0.00129,0.78437,0.55147
0.09276,0.22746,0.2251,0.39327,0.22334,0.54296,0.9954,0.97911,1.00028,0.65541,0.02408,0.95243,0.93401
0.08804,0.26255,0.3087,0.56585,0.32993,0.82526,0.99461,0.96222,1.00149,0.48093,0.00193,0.92793,0.65371
0.1206,0.186,0.16681,0.23947,0.13573,0.33845,0.98497,0.94919,0.99663,0.42312,0.00098,0.70176,0.51052
0.09836,0.26297,0.27077,0.67548,0.46716,0.95511,0.98037,0.91871,0.99706,0.24984,0.0004,0.94296,0.88248
0.11752,0.22626,0.22748,0.45381,0.195,0.60387,0.95781,0.85941,0.98892,0.09792,0.00038,0.92332,0.80908
0.10572,0.20469,0.21316,0.41571,0.21209,0.59996,0.98663,0.95809,0.99663,0.49112,0.00236,0.94374,0.78315
0.20403,0.24767,0.2238,0.45826,0.18773,0.64023,0.95446,0.92527,0.97828,0.39207,0.00141,0.75856,0.55635
0.12249,0.51595,0.49823,0.58756,0.70406,0.78713,0.86828,0.77288,0.88624,0.06645,0.00053,0.8234,0.69942
0.06073,0.09395,0.11252,0.16359,0.27402,0.32848,0.38269,0.4317,0.50686,0.41962,0.06751,0.92122,0.9558
0.09001,0.23611,0.22049,0.32636,0.19563,0.45972,0.96736,0.8679,0.99452,0.10137,0.0004,0.93599,0.83035
0.22307,0.221,0.16293,0.23582,0.13269,0.32286,0.86218,0.81317,0.9583,0.0754,0.00111,0.52031,0.34965
0.09482,0.3189,0.31513,0.49622,0.3107,0.62953,0.98632,0.94699,0.99747,0.39957,0.00074,0.94622,0.90903
0.0891,0.36721,0.36147,0.49907,0.34043,0.61904,0.97284,0.88528,0.99617,0.14155,0.00032,0.9411,0.85496
0.13112,0.28619,0.25789,0.34843,0.26453,0.47537,0.9787,0.94741,0.9922,0.44243,0.00139,0.93246,0.89423
0.07743,0.22544,0.21447,0.30195,0.20339,0.43912,0.98449,0.92496,0.9992,0.27592,0.00033,0.95344,0.90159
0.08598,0.74333,0.74695,0.8499,0.8812,0.90024,0.91202,0.89088,0.92494,0.46666,0.00266,0.89284,0.87106
0.146,0.89184,0.81117,0.87965,0.79829,0.86701,0.93527,0.81283,0.97892,0.04615,0.0005,0.89961,0.7587
0.08996,0.22721,0.22135,0.34556,0.19519,0.472,0.99861,0.98556,1.00189,0.70967,0.04818,0.89427,0.72627
0.21218,0.50304,0.43968,0.58943,0.77208,0.89999,0.93404,0.92025,0.96439,0.46868,0.0032,0.88292,0.82824
0.12413,0.23246,0.22203,0.35199,0.21327,0.53165,0.9649,0.88736,0.99014,0.15835,0.00054,0.81025,0.56771
0.08562,0.2698,0.2617,0.39625,0.25281,0.51122,0.97438,0.91403,0.99348,0.26239,0.00044,0.94716,0.89066
0.09276,0.24825,0.23554,0.31316,0.23849,0.43286,0.98993,0.96814,0.99783,0.57211,0.00833,0.89337,0.62881
0.08771,0.17683,0.1799,0.31712,0.16586,0.43153,0.99497,0.96323,1.00159,0.49201,0.00226,0.72678,0.66273
