Clear_B01,Clear_B02,Clear_B03,Clear_B04,Clear_B05,Clear_B06,Clear_B07,Clear_B08,Clear_B09,Clear_B10,Clear_B11,Clear_B12,Clear_B13
0.2212,0.2967,0.22865,0.3517,0.20711,0.46484,0.86933,0.71273,0.94275,0.0168,0.001,0.824,0.59385
0.09434,0.13564,0.13999,0.25987,0.14148,0.46038,0.96804,0.87048,0.99477,0.10895,0.00032,0.61713,0.44557
0.06988,0.2519,0.25707,0.42627,0.24756,0.60119,0.99408,0.97988,0.99931,0.67787,0.03516,0.89697,0.69095
0.23272,0.36474,0.28087,0.32681,0.35519,0.36705,0.3781,0.3643,0.37944,0.12731,0.0021,0.23276,0.21577
0.08785,0.20118,0.21718,0.42309,0.21378,0.60637,0.99482,0.96836,1.00103,0.54042,0.00479,0.9554,0.79793
0.09147,0.14562,0.13792,0.24102,0.11535,0.3375,0.97162,0.87903,0.9963,0.12557,0.00033,0.83535,0.64255
0.09365,0.25925,0.25031,0.34444,0.2325,0.46189,0.97472,0.8881,0.99719,0.14367,0.00036,0.94189,0.80911
0.13803,0.38107,0.35838,0.40565,0.39184,0.39252,0.39595,0.39279,0.39946,0.20963,0.00211,0.35844,0.35244
0.11645,0.20297,0.18105,0.25887,0.15336,0.35764,0.94159,0.81004,0.98373,0.03939,0.00034,0.90999,0.65562
0.11428,0.19332,0.17144,0.25417,0.14031,0.34882,0.95394,0.83226,0.9898,0.05673,0.00037,0.92251,0.702
0.08929,0.36575,0.39995,0.67191,0.54681,0.96153,0.99415,0.96215,1.00135,0.48352,0.002,0.95458,0.92717
0.08321,0.23602,0.22356,0.33427,0.21015,0.46206,0.98946,0.95131,0.99931,0.42423,0.00095,0.95678,0.92061
0.09794,0.14583,0.12493,0.1871,0.09245,0.25309,0.94251,0.79761,0.98573,0.02765,0.00031,0.74879,0.49258
0.12467,0.13714,0.12137,0.17246,0.09875,0.22632,0.94364,0.89476,0.99285,0.17875,0.00049,0.48525,0.27305
0.09239,0.25091,0.24117,0.27002,0.30514,0.35269,0.40375,0.41026,0.52208,0.08006,0.00035,0.94315,0.8561
0.07263,0.26629,0.26576,0.42099,0.26276,0.58791,0.99688,0.98505,1.00076,0.72094,0.05993,0.96324,0.95075
0.2144,0.30706,0.2379,0.32091,0.22412,0.4133,0.8816,0.73361,0.94942,0.02041,0.00106,0.83742,0.61121
0.10749,0.30571,0.32902,0.55472,0.34978,0.74606,0.98146,0.93825,0.99519,0.35823,0.00066,0.94089,0.89898
0.1481,0.30939,0.283,0.44527,0.29456,0.6167,0.9648,0.93003,0.98482,0.37913,0.00095,0.92153,0.87535
0.10476,0.18824,0.17165,0.27297,0.14288,0.38146,0.95015,0.83335,0.98678,0.06062,0.00034,0.91919,0.68589
0.10214,0.13646,0.15171,0.33738,0.12907,0.50981,0.95262,0.83115,0.98854,0.05484,0.0004,0.76687,0.5103
0.09137,0.20744,0.19975,0.3425,0.16881,0.4653,0.97189,0.88136,0.99596,0.13474,0.00035,0.94076,0.85586
0.19002,0.22117,0.16322,0.21061,0.13409,0.2825,0.80258,0.77594,0.95841,0.03855,0.00093,0.56771,0.35014
0.08994,0.12097,0.10791,0.19252,0.09376,0.2967,0.99185,0.97851,0.99796,0.67878,0.03494,0.74736,0.59463
0.14019,0.38483,0.36537,0.52796,0.39219,0.74734,0.9736,0.94377,0.98931,0.44118,0.00143,0.9292,0.89135
0.10887,0.22561,0.20878,0.33231,0.19898,0.47759,0.97779,0.92247,0.9947,0.27641,0.00067,0.93966,0.8855
0.15536,0.23371,0.29068,0.52827,0.67802,0.81998,0.92048,0.76227,0.97447,0.01663,0.00049,0.88372,0.66638
0.18354,0.22875,0.19109,0.33818,0.19509,0.5328,0.94941,0.90918,0.97673,0.31009,0.00097,0.78677,0.54421
0.09151,0.47772,0.5069,0.62579,0.86872,0.93096,0.97149,0.88161,0.99568,0.13217,0.00035,0.93912,0.84175
0.09578,0.32996,0.32638,0.47391,0.31095,0.68617,0.97513,0.90594,0.99518,0.20689,0.00032,0.93993,0.87135
0.10401,0.27248,0.28335,0.45764,0.25352,0.55449,0.96054,0.85971,0.99066,0.09207,0.0005,0.86108,0.60752
0.15992,0.17383,0.15402,0.27207,0.13765,0.38997,0.9395,0.81944,0.98101,0.0515,0.00084,0.78178,0.48597
0.23848,0.30785,0.25843,0.47524,0.2802,0.6728,0.85622,0.70387,0.93365,0.02241,0.00147,0.80669,0.42876
0.18355,0.30401,0.27898,0.45418,0.31072,0.76415,0.95774,0.91362,0.98181,0.29368,0.00117,0.77202,0.62187
0.12467,0.29344,0.29891,0.46137,0.26469,0.60356,0.94835,0.83541,0.98536,0.06428,0.00041,0.91437,0.63798
0.12615,0.37093,0.34742,0.45809,0.3519,0.56932,0.96788,0.90192,0.99037,0.20483,0.00059,0.92816,0.85434
0.13315,0.20518,0.17084,0.23106,0.17338,0.33441,0.97744,0.97852,0.98851,0.83115,0.19717,0.90203,0.74619
0.06839,0.24605,0.23327,0.24895,0.24573,0.25059,0.25582,0.2496,0.26053,0.11564,0.00067,0.34341,0.47788
0.08998,0.2039,0.19101,0.25952,0.17601,0.34536,0.98175,0.91634,0.99835,0.24144,0.00039,0.94769,0.80262
0.0985,0.2853,0.2658,0.33649,0.26271,0.43045,0.98899,0.94822,0.99956,0.39816,0.00068,0.94976,0.91447
0.09927,0.12288,0.15214,0.26666,0.42929,0.49927,0.56622,0.61201,0.67679,0.42565,0.01055,0.95398,0.93358
0.12883,0.30645,0.33164,0.44952,0.68921,0.88795,0.95549,0.85022,0.98846,0.07971,0.00052,0.92026,0.79983
0.09702,0.22729,0.24087,0.39175,0.20519,0.53242,0.96378,0.86006,0.99298,0.09227,0.00031,0.93237,0.76443
0.13582,0.20547,0.21,0.40837,0.16342,0.48169,0.9197,0.75217,0.97488,0.01248,0.00042,0.63633,0.41598
0.09906,0.10755,0.09001,0.14006,0.06502,0.20973,0.79599,0.80784,0.91511,0.12792,0.00033,0.5384,0.3524
0.08223,0.99731,0.9316,0.9455,0.86058,0.9119,0.96477,0.85448,0.99448,0.08179,0.00029,0.8611,0.03715
0.09145,0.19492,0.2415,0.3774,0.55578,0.65744,0.75457,0.75377,0.90929,0.15313,0.00042,0.94032,0.86144
0.21397,0.24811,0.18275,0.24623,0.1606,0.32957,0.87884,0.72904,0.94787,0.01946,0.00094,0.76989,0.45294
0.10269,0.34283,0.32629,0.45577,0.31551,0.64088,0.97375,0.904,0.99447,0.20483,0.00039,0.93779,0.87187
0.14194,0.15066,0.17147,0.35937,0.70403,0.80823,0.89696,0.93761,0.99009,0.49744,0.00273,0.92751,0.89277
0.08943,0.25679,0.25814,0.34302,0.26407,0.46117,0.96234,0.85352,0.99292,0.08305,0.00028,0.93383,0.80386
0.18737,0.25421,0.21681,0.3434,0.1824,0.4502,0.91227,0.78911,0.96542,0.03845,0.00072,0.76677,0.46205
0.15884,0.32859,0.30242,0.45536,0.27147,0.5834,0.90673,0.73951,0.96709,0.01195,0.0005,0.86875,0.62743
0.10655,0.25301,0.23851,0.27222,0.32751,0.37033,0.41061,0.44505,0.52319,0.28589,0.0021,0.94795,0.92079
0.13935,0.42156,0.42981,0.60445,0.70177,0.96079,0.97686,0.94009,0.99196,0.39079,0.00093,0.93126,0.89001
0.09187,0.29986,0.34303,0.4685,0.77707,0.96196,0.99089,0.95223,1.00003,0.41993,0.00094,0.95046,0.91599
0.0633,0.37068,0.35977,0.38398,0.37428,0.37011,0.36641,0.36086,0.35966,0.28136,0.04753,0.3195,0.32145
0.09273,0.27739,0.30734,0.45218,0.86243,0.90839,0.96243,0.85738,0.99218,0.09039,0.00033,0.93213,0.82413
0.07522,0.31938,0.35559,0.55917,0.4097,0.99609,0.99838,0.99219,1.00117,0.81171,0.15871,0.96232,0.78487
0.22082,0.74332,0.61055,0.7611,0.743,0.81924,0.89195,0.79158,0.9501,0.05826,0.00117,0.84927,0.09667
0.14645,0.40767,0.40683,0.56387,0.83604,0.95522,0.96906,0.95391,0.98558,0.57624,0.01002,0.93088,0.89882
0.08337,0.45045,0.46243,0.56428,0.45895,0.65636,0.96283,0.84814,0.99392,0.07138,0.00031,0.93426,0.79401
0.08488,0.25859,0.29935,0.71586,0.68051,0.91019,0.96348,0.85359,0.99361,0.07812,0.00033,0.93387,0.80736
0.10655,0.2641,0.26733,0.65284,0.41167,0.87661,0.94777,0.81446,0.98747,0.03883,0.00036,0.91707,0.75113
0.09129,0.2705,0.30672,0.61592,0.36112,0.92874,0.98456,0.94515,0.99673,0.40226,0.0007,0.94949,0.91282
0.14158,0.15986,0.16036,0.34622,0.15244,0.56148,0.98371,0.96693,0.99377,0.60355,0.01218,0.77809,0.59819
0.10182,0.28818,0.26999,0.35306,0.24769,0.45718,0.9722,0.87895,0.99663,0.12514,0.00036,0.93903,0.84452
0.08989,0.24579,0.28892,0.49924,0.28998,0.71345,0.97356,0.88201,0.99735,0.12859,0.0003,0.78841,0.54694
0.20525,0.2813,0.23014,0.35882,0.22878,0.49779,0.93429,0.89825,0.96731,0.29963,0.00154,0.79777,0.59944
0.10165,0.57709,0.60145,0.78246,0.71831,0.90271,0.95927,0.84486,0.99195,0.06992,0.00033,0.92833,0.80376
0.11564,0.09076,0.11466,0.19568,0.3121,0.37737,0.44064,0.48898,0.58715,0.25551,0.00077,0.93923,0.90173
0.11336,0.26348,0.29592,0.64053,0.41324,0.94969,0.97643,0.9117,0.99509,0.22382,0.00059,0.93723,0.87337
0.1089,0.24331,0.2327,0.3947,0.22053,0.524,0.98009,0.94671,0.99321,0.42827,0.00105,0.93881,0.78587
0.08406,0.18866,0.18887,0.31844,0.17768,0.45615,0.99364,0.96329,1.00079,0.49777,0.00245,0.95525,0.9206
0.08994,0.27406,0.25902,0.32759,0.25856,0.45589,0.98435,0.92523,0.99895,0.26985,0.00043,0.94791,0.7876
0.09568,0.4804,0.51103,0.63548,0.7304,0.88295,0.99839,0.98071,1.00231,0.64641,0.02181,0.95507,0.93748
0.08994,0.25949,0.30201,0.54119,0.27801,0.73465,0.94962,0.8119,0.98911,0.03609,0.00027,0.89571,0.5255
0.08924,0.21541,0.21025,0.36328,0.17863,0.48364,0.95472,0.82892,0.9907,0.05157,0.00027,0.92681,0.77882
0.20048,0.37979,0.31272,0.41231,0.38511,0.58484,0.94348,0.92474,0.97066,0.45234,0.00239,0.8939,0.84225
0.18113,0.20853,0.16979,0.26252,0.14035,0.3574,0.90701,0.76178,0.96454,0.02196,0.00093,0.76002,0.49384
0.19251,0.81172,0.7072,0.81889,0.75648,0.83302,0.91029,0.78668,0.96414,0.03764,0.0008,0.87084,0.70823
0.10725,0.19381,0.18677,0.34847,0.18678,0.53884,0.96971,0.91464,0.99009,0.26649,0.0006,0.81796,0.56693
0.14974,0.24989,0.21721,0.30835,0.22469,0.43703,0.97638,0.96983,0.98852,0.70244,0.04763,0.85067,0.67643
0.08501,0.23346,0.22167,0.30602,0.21848,0.39243,0.97494,0.91746,0.99359,0.2758,0.00039,0.92632,0.74827
0.18348,0.22127,0.183,0.3545,0.13259,0.45023,0.90167,0.74766,0.96226,0.01739,0.00077,0.86149,0.63701
0.09182,0.22402,0.29123,0.65488,0.49547,0.97559,0.98941,0.94719,0.99972,0.38534,0.00066,0.95045,0.85377
0.11269,0.20219,0.19447,0.3529,0.17597,0.45458,0.9864,0.94791,0.99753,0.40439,0.00088,0.94369,0.87487
0.10066,0.96665,0.89809,0.92769,0.84152,0.89502,0.95602,0.83856,0.99012,0.06198,0.00036,0.92538,0.78641
0.1015,0.33267,0.36529,0.68636,0.36434,0.89887,0.99187,0.97068,0.99882,0.58278,0.00852,0.94835,0.92466
0.14202,0.19952,0.18209,0.31248,0.17292,0.43764,0.96203,0.9096,0.98561,0.2709,0.0006,0.76657,0.61896
0.13349,0.17282,0.15097,0.25248,0.13455,0.37684,0.97865,0.95274,0.99169,0.49085,0.00241,0.79711,0.63563
0.2105,0.26112,0.23918,0.54245,0.44422,0.87409,0.91621,0.87062,0.95824,0.22353,0.00157,0.87653,0.73667
0.09581,0.97593,0.90906,0.93724,0.86434,0.91316,0.96334,0.85901,0.99298,0.09158,0.00029,0.93224,0.1112
0.09481,0.58647,0.59527,0.68858,0.83926,0.96009,0.98711,0.9435,0.9986,0.37074,0.00065,0.94901,0.91013
0.0935,0.16582,0.1626,0.28299,0.14438,0.39922,0.97508,0.89225,0.99707,0.15752,0.00031,0.70868,0.49476
0.18328,0.72458,0.66889,0.78523,0.63467,0.74569,0.87927,0.68308,0.9544,0.00666,0.00059,0.83176,0.52338
0.13613,0.18611,0.16673,0.28444,0.14372,0.37714,0.92189,0.76328,0.97524,0.01602,0.00044,0.57053,0.33545
0.12373,0.22076,0.19974,0.33298,0.17179,0.45382,0.94785,0.83962,0.98436,0.0701,0.00044,0.91365,0.78599
0.08555,0.21929,0.22226,0.35283,0.18227,0.45871,0.95042,0.81188,0.98964,0.03592,0.00025,0.79583,0.45346
0.08871,0.39472,0.37251,0.43846,0.38091,0.56538,0.99451,0.96179,1.00168,0.47899,0.00192,0.9553,0.92827
0.08879,0.94223,0.91994,0.93182,0.81755,0.88009,0.95218,0.81662,0.99017,0.03897,0.0003,0.92447,0.75225
0.09185,0.25086,0.23964,0.31609,0.23939,0.43427,0.99384,0.96957,1.00045,0.55466,0.0063,0.89446,0.62961
0.0832,0.25358,0.2676,0.43539,0.24932,0.55508,0.95746,0.83239,0.99224,0.05306,0.00025,0.92944,0.60409
0.09467,0.19327,0.18093,0.24449,0.18028,0.35041,0.99274,0.96987,0.99961,0.56857,0.00773,0.77708,0.60555
0.10603,0.2655,0.30316,0.55674,0.32461,0.81383,0.98592,0.94529,0.9977,0.3891,0.0007,0.91871,0.63985
0.10751,0.15286,0.13149,0.19329,0.10116,0.25718,0.84383,0.80349,0.98063,0.0355,0.00034,0.64554,0.45008
0.09603,0.28386,0.31461,0.4649,0.94826,0.97098,0.98801,0.93878,0.9998,0.33454,0.00054,0.94977,0.90676
0.14661,0.33964,0.31715,0.47266,0.32368,0.65818,0.96027,0.89637,0.98648,0.22298,0.00061,0.92767,0.85295
0.16108,0.86717,0.78453,0.8932,0.93016,0.95451,0.96791,0.9543,0.98421,0.58587,0.01011,0.91679,0.46539
0.09188,0.25034,0.24602,0.2894,0.37908,0.48828,0.61906,0.65271,0.92975,0.06256,0.00029,0.9291,0.79716
0.11422,0.29615,0.30503,0.46867,0.74191,0.88334,0.95502,0.84627,0.98871,0.07681,0.00037,0.92211,0.79698
0.08342,0.21207,0.22346,0.38888,0.19816,0.56106,0.99382,0.96739,1.00052,0.53521,0.00457,0.95296,0.88329
0.09874,0.13618,0.10562,0.09237,0.08128,0.08395,0.08859,0.07533,0.08547,0.00705,0.00038,0.06394,0.05116
0.09763,0.21346,0.2113,0.41636,0.19741,0.58956,0.99376,0.9628,1.00091,0.48971,0.00214,0.93377,0.74682
0.12363,0.24269,0.23711,0.39955,0.23342,0.60949,0.97632,0.93005,0.99314,0.32949,0.0005,0.9345,0.69331
0.08473,0.21438,0.21285,0.36728,0.19074,0.51556,0.98958,0.95498,0.9988,0.44854,0.00118,0.94911,0.67057
0.11196,0.27421,0.2679,0.41307,0.23557,0.5241,0.96146,0.85532,0.992,0.08419,0.00042,0.92864,0.6609
0.08476,0.12781,0.1508,0.35054,0.1463,0.56564,0.99475,0.97301,1.00048,0.58883,0.01011,0.79316,0.61426
0.09834,0.76155,0.772,0.92133,0.95445,0.97405,0.98641,0.95284,0.99692,0.44681,0.00126,0.94604,0.91359
0.07273,0.18357,0.18675,0.3518,0.17395,0.45684,0.98952,0.96657,0.99771,0.57369,0.01014,0.96132,0.90603
0.08704,0.25621,0.27119,0.42021,0.27397,0.58931,0.99391,0.97619,0.99969,0.6325,0.01947,0.90797,0.70252
0.09032,0.20603,0.19886,0.34263,0.17014,0.46784,0.97397,0.88767,0.99661,0.14588,0.00035,0.94143,0.85711
0.16125,0.28062,0.24677,0.37682,0.23471,0.55126,0.94656,0.85141,0.98221,0.09368,0.00067,0.90699,0.79762
0.09319,0.28519,0.31779,0.59201,0.28893,0.78502,0.97247,0.88125,0.99652,0.13671,0.0003,0.94289,0.8569
0.12002,0.94663,0.87021,0.90517,0.79491,0.86638,0.94161,0.80446,0.98426,0.03451,0.00041,0.91145,0.10019
0.09334,0.21878,0.21224,0.33935,0.19077,0.457,0.97389,0.88235,0.99726,0.12935,0.00035,0.94205,0.743
0.20758,0.2623,0.2013,0.30291,0.1586,0.38098,0.85688,0.65592,0.9391,0.00812,0.00079,0.7889,0.39354
0.07948,0.31094,0.30912,0.43705,0.30034,0.60991,0.99526,0.96957,1.0012,0.54969,0.0057,0.95942,0.9374
0.11486,0.24616,0.25267,0.42074,0.25844,0.56627,0.96996,0.90609,0.9915,0.22251,0.00046,0.93183,0.82217
0.08578,0.32227,0.31145,0.46093,0.30547,0.67762,0.96448,0.90071,0.98884,0.24047,0.0004,0.94762,0.88013
0.08604,0.24021,0.28082,0.5198,0.24595,0.65237,0.95996,0.85714,0.99046,0.09686,0.0003,0.92259,0.66026
0.11215,0.15041,0.1387,0.27791,0.12633,0.40721,0.98828,0.96629,0.99694,0.56171,0.00699,0.85135,0.70016
0.09271,0.26912,0.3101,0.41303,0.61729,0.82366,0.95284,0.82912,0.98923,0.05181,0.00029,0.92341,0.7755
0.19125,0.3891,0.35326,0.43824,0.45961,0.47086,0.47928,0.47501,0.49421,0.259,0.00251,0.46232,0.45306
0.20484,0.36006,0.29935,0.34524,0.33522,0.35327,0.37209,0.3561,0.39194,0.06549,0.00129,0.45155,0.53576
0.1966,0.79943,0.693,0.81819,0.79461,0.85544,0.91827,0.82628,0.96487,0.0833,0.00096,0.87647,0.75843
0.09688,0.16703,0.15648,0.2701,0.13195,0.37692,0.97105,0.87468,0.99631,0.11391,0.00037,0.85229,0.63056
0.11414,0.25422,0.23636,0.32781,0.19339,0.39086,0.93819,0.79863,0.98254,0.03034,0.00036,0.89831,0.63059
0.08848,0.13207,0.10461,0.09156,0.0797,0.08292,0.08791,0.07433,0.08507,0.0061,0.00028,0.06418,0.05114
0.12281,0.51292,0.5155,0.66861,0.50436,0.74801,0.96392,0.88178,0.99046,0.14478,0.0005,0.52458,0.40913
0.08759,0.26867,0.2868,0.46567,0.26236,0.57051,0.974,0.89287,0.99588,0.16235,0.00033,0.87265,0.64751
0.11772,0.3365,0.32186,0.4923,0.28772,0.6073,0.95722,0.84023,0.99115,0.06396,0.00039,0.9244,0.78557
0.1124,0.33411,0.32187,0.41995,0.28979,0.55242,0.94063,0.80471,0.98358,0.03398,0.00038,0.90911,0.7332
0.09561,0.30102,0.29828,0.45772,0.27378,0.56917,0.96455,0.86259,0.99312,0.09376,0.00034,0.93278,0.81527
0.17721,0.225,0.18407,0.31313,0.17745,0.46427,0.95601,0.92864,0.97871,0.41045,0.00158,0.90794,0.85875
0.10058,0.2623,0.25074,0.38911,0.24058,0.56951,0.97002,0.89307,0.99307,0.17612,0.00043,0.93679,0.86438
0.0965,0.44964,0.45541,0.55295,0.42918,0.62869,0.94562,0.80087,0.98764,0.02901,0.00027,0.91695,0.71812
0.21566,0.2803,0.22742,0.39036,0.23574,0.55369,0.9206,0.87059,0.96101,0.2045,0.00135,0.87257,0.69942
0.13207,0.26074,0.23392,0.33375,0.23977,0.45499,0.97483,0.94593,0.98966,0.45154,0.00148,0.92886,0.83264
0.12767,0.24568,0.21887,0.28533,0.18567,0.38573,0.94559,0.81984,0.98523,0.0461,0.00045,0.87852,0.61481
0.15381,0.18866,0.19015,0.25494,0.30951,0.38166,0.47048,0.44215,0.62857,0.01587,0.00053,0.89059,0.69079
0.16086,0.32065,0.28256,0.4006,0.30287,0.52244,0.96015,0.92172,0.98237,0.33771,0.00103,0.91479,0.86252
0.14393,0.44819,0.42634,0.4832,0.50544,0.6036,0.7216,0.69939,0.94813,0.04931,0.00073,0.91078,0.75694
0.12878,0.92932,0.85467,0.90587,0.82854,0.88621,0.94807,0.83282,0.98542,0.06147,0.00045,0.91393,0.78594
0.09731,0.18774,0.17477,0.28582,0.14537,0.46523,0.96366,0.85587,0.99355,0.08484,0.00035,0.89912,0.63864
0.09707,0.51564,0.50581,0.59304,0.71284,0.79497,0.87269,0.78075,0.8882,0.07729,0.00036,0.83108,0.7104
0.06887,0.2258,0.20746,0.21573,0.22587,0.23184,0.2362,0.23449,0.24363,0.14578,0.0034,0.27162,0.27926
0.0765,0.24251,0.29991,0.57573,0.45803,0.9626,0.98517,0.94544,0.99727,0.4086,0.00064,0.9535,0.91636
0.09281,0.14929,0.13074,0.20133,0.11541,0.30995,0.99248,0.95278,1.00137,0.41402,0.00081,0.88631,0.71414
0.08626,0.32276,0.32727,0.52442,0.3368,0.75626,0.99252,0.95512,1.00083,0.43429,0.00099,0.95233,0.91984
0.12365,0.23784,0.23584,0.34754,0.2082,0.45353,0.93235,0.79121,0.97943,0.02807,0.00035,0.81354,0.49454
0.07775,0.98673,0.92556,0.96514,0.97185,0.98593,0.99323,0.96983,0.99979,0.56749,0.00735,0.95968,0.49515
0.12943,0.3445,0.34115,0.48221,0.38001,0.61436,0.94174,0.81896,0.98273,0.04819,0.00047,0.9082,0.70683
0.07327,0.22162,0.22305,0.35791,0.21651,0.50559,0.99329,0.96873,1.00005,0.56623,0.00846,0.96193,0.84455
0.11794,0.12135,0.08566,0.0701,0.06026,0.06082,0.06217,0.05251,0.06065,0.00566,0.0005,0.0476,0.03708
0.08901,0.22766,0.2266,0.38915,0.20793,0.5173,0.97722,0.896,0.99779,0.16548,0.00037,0.94413,0.86332
0.10145,0.89003,0.8663,0.94066,0.93316,0.96168,0.98377,0.92344,0.99891,0.26215,0.00044,0.94597,0.8928
0.09057,0.19678,0.1982,0.32863,0.18911,0.43896,0.99941,0.98796,1.00228,0.73261,0.06362,0.81077,0.70929
0.12865,0.31211,0.289,0.39382,0.25574,0.46959,0.94647,0.81946,0.98606,0.04554,0.00044,0.9131,0.76872
0.12375,0.27987,0.26903,0.42609,0.2208,0.52958,0.92632,0.77385,0.9771,0.01974,0.00034,0.89436,0.69667
0.09922,0.06428,0.07423,0.19136,0.33997,0.40454,0.44885,0.44504,0.50112,0.13799,0.00042,0.6162,0.60709
0.11894,0.22721,0.25228,0.53768,0.23269,0.74127,0.98672,0.96609,0.99606,0.57238,0.00862,0.94747,0.85854
0.09997,0.13832,0.12845,0.23508,0.11387,0.32687,0.83545,0.87592,0.90445,0.46335,0.00282,0.69345,0.60491
0.12106,0.22158,0.2169,0.3743,0.19066,0.53883,0.96828,0.90943,0.98974,0.2396,0.00055,0.92938,0.82581
0.07845,0.47249,0.49128,0.65309,0.53612,0.81175,0.9967,0.97871,1.00119,0.64095,0.02042,0.95976,0.94292
0.08889,0.31942,0.36605,0.50766,0.67532,0.76586,0.8458,0.8749,0.99894,0.35752,0.0005,0.9493,0.90985
0.09182,0.204,0.19425,0.32423,0.18644,0.44423,0.98774,0.96728,0.99634,0.57979,0.00929,0.86596,0.74439
0.14719,0.26834,0.28362,0.62591,0.26415,0.88542,0.9633,0.90207,0.98736,0.23136,0.00059,0.54606,0.39175
0.0929,0.18762,0.19831,0.38206,0.18834,0.54385,0.99643,0.9757,1.00147,0.60504,0.01255,0.95481,0.77873
0.15635,0.14659,0.09819,0.07973,0.0757,0.07277,0.06943,0.0648,0.0647,0.03571,0.00115,0.04877,0.04455
0.08803,0.22158,0.20574,0.28574,0.17254,0.36153,0.99819,0.98402,1.00185,0.68981,0.03945,0.95659,0.89142
0.08647,0.2302,0.23777,0.39529,0.20799,0.52593,0.99063,0.97042,0.99813,0.59186,0.01108,0.77328,0.55967
0.09146,0.25414,0.25426,0.41098,0.23199,0.58095,0.97189,0.87883,0.99629,0.12506,0.00032,0.94004,0.84397
0.11531,0.22349,0.2346,0.44319,0.22172,0.67243,0.97065,0.91567,0.99076,0.26845,0.00054,0.93555,0.86819
0.11445,0.25454,0.24337,0.27798,0.3142,0.36783,0.42501,0.40258,0.5217,0.02922,0.00036,0.72414,0.65233
0.10389,0.44128,0.46577,0.61304,0.75641,0.8555,0.95568,0.86898,0.99207,0.11204,0.00037,0.9309,0.83142
0.15763,0.18825,0.18627,0.26087,0.37272,0.42961,0.49059,0.53154,0.63379,0.27871,0.00114,0.91863,0.87317
0.21174,0.49623,0.42586,0.54018,0.5395,0.5945,0.64269,0.58106,0.69428,0.04579,0.0011,0.5626,0.48614
0.09877,0.21866,0.23789,0.3232,0.50142,0.57674,0.63728,0.68609,0.75876,0.4875,0.01246,0.95104,0.93083
0.12136,0.2087,0.18066,0.24689,0.1778,0.3623,0.97819,0.9377,0.99312,0.36855,0.00075,0.93671,0.85583
0.12694,0.22803,0.22127,0.34086,0.21962,0.46108,0.97679,0.91956,0.99457,0.26674,0.0005,0.84385,0.59153
0.16923,0.30878,0.28886,0.52763,0.30005,0.77287,0.94935,0.89359,0.97863,0.22441,0.00084,0.9064,0.83585
0.11929,0.21588,0.21457,0.35988,0.1702,0.46379,0.95046,0.82844,0.9877,0.05364,0.00037,0.73399,0.45805
0.09604,0.29211,0.28633,0.4301,0.25658,0.54468,0.96122,0.85537,0.99174,0.08369,0.00043,0.9297,0.80543
0.18606,0.17885,0.15483,0.20805,0.25333,0.3181,0.3946,0.36316,0.53991,0.01115,0.00079,0.85429,0.59888
0.09309,0.24782,0.23898,0.38441,0.21551,0.55637,0.99246,0.97708,0.99842,0.65514,0.0245,0.95059,0.71511
0.18196,0.16705,0.12391,0.17905,0.11106,0.27347,0.9047,0.94263,0.97826,0.53219,0.00498,0.57047,0.38676
0.0814,0.23109,0.22353,0.31707,0.21885,0.43818,0.99288,0.95721,1.00098,0.44861,0.0012,0.87639,0.69398
0.20578,0.28297,0.23625,0.35455,0.20066,0.45342,0.86677,0.68212,0.94379,0.00965,0.00081,0.7811,0.40464
0.08542,0.29236,0.31575,0.48419,0.2856,0.64069,0.97908,0.90238,0.99835,0.18601,0.0003,0.94634,0.70749
0.08921,0.26487,0.25832,0.361,0.23002,0.50248,0.99913,0.98257,1.0025,0.66794,0.02808,0.82412,0.63992
0.09275,0.20864,0.18137,0.19222,0.23666,0.24419,0.24804,0.24443,0.24029,0.17523,0.01649,0.18601,0.17013
0.0859,0.19241,0.21239,0.39911,0.19544,0.59892,0.98899,0.94396,1.00006,0.37372,0.00053,0.95352,0.91566
0.09769,0.21947,0.21072,0.37203,0.19195,0.53517,0.98934,0.96386,0.99764,0.53411,0.00412,0.94785,0.87589
0.09014,0.22319,0.21347,0.33662,0.19505,0.4722,0.97973,0.90474,0.99833,0.19819,0.00035,0.9464,0.87788
0.09544,0.18088,0.18575,0.35801,0.17763,0.54731,0.99312,0.96479,1.00018,0.51463,0.00312,0.95127,0.65205
0.08552,0.21814,0.24316,0.43692,0.20096,0.53501,0.95251,0.82097,0.9899,0.04417,0.00026,0.77753,0.50185
0.12402,0.20842,0.18471,0.26952,0.18196,0.40101,0.98522,0.97074,0.99434,0.63478,0.01928,0.93898,0.79878
0.08618,0.24883,0.23899,0.30943,0.21535,0.40516,0.96724,0.86324,0.99521,0.09593,0.00026,0.88029,0.56313
0.08701,0.2002,0.21265,0.43327,0.17979,0.59415,0.98749,0.93564,0.99978,0.31948,0.00049,0.94992,0.7576
0.09089,0.19387,0.22531,0.48053,0.18916,0.67565,0.98882,0.95979,0.99781,0.49424,0.00237,0.94904,0.92156
0.10499,0.28182,0.32069,0.42247,0.64845,0.84942,0.9663,0.86385,0.99432,0.09606,0.00045,0.93467,0.82444
0.07684,0.15245,0.14424,0.21805,0.14692,0.34456,0.98919,0.9743,0.9966,0.65173,0.02618,0.94073,0.70282
0.08837,0.15016,0.17604,0.373,0.16429,0.54757,0.94955,0.82182,0.98774,0.0471,0.00025,0.75722,0.50194
