COT
9.34
15.303
5.464
0.112
23.081
37.097
0.0
6.771
15.09
20.547
18.075
3.572
45.706
11.367
2.216
41.365
0.0
0.0
30.771
6.456
0.0
35.186
4.419
14.839
49.541
0.0
0.0
3.468
48.737
6.956
0.0
0.759
0.0
49.968
13.716
15.969
28.28
11.115
26.508
0.0
9.537
8.42
0.0
5.62
0.105
0.0
7.955
3.579
0.0
49.645
25.666
15.241
0.0
0.0
17.997
15.52
0.0
9.927
0.0
2.547
35.477
4.532
0.0
2.898
43.436
3.743
5.743
40.427
9.734
3.151
4.625
0.0
0.0
0.0
7.121
0.0
9.648
1.961
32.605
4.103
0.0
25.25
5.203
0.713
0.0
48.935
28.015
0.0
0.0
12.678
46.687
9.311
21.466
48.813
31.639
29.881
45.435
25.184
14.292
3.436
7.584
41.706
6.971
8.883
6.915
0.179
19.617
2.655
20.419
9.609
3.334
49.731
44.967
30.75
49.981
4.034
20.119
15.547
44.803
49.173
0.0
0.0
0.0
4.049
38.131
2.794
6.084
41.72
48.453
10.658
8.433
15.484
13.111
1.0
13.565
0.052
0.077
0.0
48.311
9.462
0.0
38.093
0.0
25.968
20.566
0.0
0.765
2.878
34.235
0.489
0.476
6.708
48.617
28.308
12.113
7.074
20.416
0.0
0.053
6.496
0.0
17.157
21.236
0.0
4.055
41.61
25.635
45.894
39.008
0.0
14.532
46.005
34.306
0.0
49.952
21.195
0.0
0.0
12.238
11.329
27.663
47.317
0.0
1.966
48.773
48.332
6.206
0.0
2.231
13.563
21.905
4.729
9.748
18.422
49.805
0.0
6.593
4.974
20.258
48.533
8.398
19.007
9.791
6.854
21.245
19.991
22.211
46.45
34.162
17.857
10.674
0.0
22.903
49.974
39.679
23.377
0.0
16.75
49.764
0.0
19.751
10.181
0.0
0.0
17.006
9.483
3.436
49.867
49.426
0.0
0.0
30.636
0.0
24.627
9.911
19.721
0.0
24.046
4.021
23.267
0.0
49.905
0.0
0.0
6.61
0.0
48.763
7.534
2.406
5.681
37.354
1.527
23.077
0.0
12.769
20.352
2.378
0.448
38.292
31.789
0.0
26.818
0.0
0.0
16.46
18.709
10.922
19.393
0.0
0.0
7.816
0.0
48.498
26.749
1.4
3.936
0.0
0.0
49.208
14.64
22.259
0.0
4.374
28.246
9.648
49.417
14.265
29.419
11.609
10.473
6.363
0.0
16.448
7.058
1.965
0.0
0.0
1.427
17.487
2.665
49.65
12.707
49.815
10.345
7.006
37.544
0.0
14.069
1.707
27.664
3.71
0.0
0.323
11.131
1.856
14.648
10.972
25.806
11.691
0.0
0.0
0.468
10.212
11.401
9.169
14.263
6.9
0.0
27.232
21.136
4.418
43.207
2.04
0.0
3.685
0.917
13.566
0.74
0.0
0.0
2.649
4.508
48.801
32.459
4.623
49.28
49.759
0.0
14.227
0.0
0.0
8.981
4.55
0.0
0.0
1.689
7.735
0.0
24.92
0.0
4.785
0.7
4.958
4.619
0.0
0.0
14.687
17.616
1.859
0.0
49.231
18.374
0.0
35.492
34.983
49.979
3.497
7.01
32.644
10.655
0.0
2.925
10.564
14.576
37.241
4.359
2.048
18.811
9.588
50.0
0.006
4.805
48.48
49.68
0.0
0.0
0.0
2.763
0.0
20.243
41.573
4.164
0.0
16.255
2.685
13.327
0.0
49.325
7.284
48.006
8.991
0.0
0.277
9.347
49.932
23.865
33.991
27.038
46.848
6.809
16.205
10.284
34.96
31.929
32.812
1.605
0.0
4.843
6.708
0.0
49.926
6.481
0.0
5.948
15.04
0.0
13.232
0.0
48.546
14.095
45.957
0.0
15.879
49.96
1.392
7.137
0.0
1.607
0.0
23.123
38.647
8.663
9.118
12.744
27.236
19.647
4.938
14.381
0.0
9.881
0.0
39.911
15.942
7.717
0.0
0.0
13.527
0.0
0.0
0.0
0.0
19.041
20.073
13.796
0.312
0.0
0.0
7.542
34.295
20.2
0.0
0.297
36.392
24.539
37.801
0.0
0.0
0.0
0.483
0.0
30.868
26.374
8.714
49.999
17.563
0.354
13.737
17.019
0.0
2.276
11.33
0.0
38.457
9.375
11.539
0.803
48.898
0.0
6.355
0.388
4.61
15.24
37.132
0.0
0.0
0.0
48.401
35.023
2.562
48.997
33.245
14.245
0.0
18.505
39.519
0.0
37.866
6.074
12.117
1.753
0.123
10.143
0.0
4.006
49.997
22.574
0.0
13.697
1.98
0.0
38.277
24.354
3.661
27.629
14.537
41.062
3.311
10.702
0.0
0.0
8.299
23.014
22.869
0.846
23.369
29.027
18.231
0.0
18.25
14.828
10.385
0.0
2.789
5.131
14.606
0.0
5.571
22.874
16.496
0.197
5.152
0.872
27.58
0.0
13.596
13.857
0.0
23.356
48.752
22.394
0.0
6.328
3.272
0.0
0.0
34.964
49.411
10.787
6.955
4.486
0.0
0.0
17.351
8.115
41.274
24.202
15.791
0.0
15.788
31.608
25.763
32.74
16.309
0.0
3.0
30.222
40.301
22.633
49.99
45.477
6.737
19.464
0.0
42.366
43.889
13.733
0.0
15.435
49.98
0.0
1.538
2.25
12.96
15.837
11.732
0.0
12.046
49.59
16.444
0.0
42.256
49.043
13.419
7.696
0.0
49.886
31.673
1.474
0.536
0.0
32.695
18.028
16.473
25.614
23.598
15.435
9.481
15.201
25.629
16.057
20.87
12.807
0.574
20.357
0.0
5.476
31.719
14.184
0.0
9.499
19.209
5.855
0.0
13.414
27.366
0.0
21.013
5.989
0.0
0.0
21.272
9.592
17.849
8.163
49.831
5.452
5.126
0.0
0.0
5.368
16.298
25.485
18.795
26.73
49.937
18.585
26.237
0.982
0.0
0.0
49.936
18.652
0.096
12.29
0.0
33.639
31.156
34.99
19.289
1.741
5.498
6.673
0.0
18.942
17.25
11.983
19.431
20.869
4.202
24.353
0.0
0.0
14.069
8.969
20.099
0.0
0.0
31.851
0.0
39.802
14.925
1.851
48.7
0.0
7.078
0.0
41.751
8.774
3.751
8.983
1.084
25.966
0.0
0.919
16.569
0.0
36.431
0.0
0.0
11.424
38.904
14.349
49.542
34.189
14.031
43.896
0.0
0.0
3.53
13.143
44.767
13.197
14.715
7.626
7.374
17.896
44.913
19.221
0.0
0.0
30.134
0.0
4.01
46.852
0.0
4.336
6.969
1.115
24.989
7.356
49.731
10.003
0.0
8.834
28.425
10.623
21.03
8.99
12.828
0.0
0.0
41.951
14.002
20.672
2.43
0.0
10.308
49.652
0.0
49.6
2.57
49.713
12.701
24.338
21.643
12.379
0.0
48.333
20.65
42.816
13.034
16.173
45.933
5.986
31.579
1.13
0.0
21.313
18.244
0.0
17.056
0.0
43.071
0.0
0.0
7.902
27.427
0.0
4.729
2.508
49.914
0.81
0.0
29.988
24.127
9.123
4.544
43.528
0.0
16.649
0.0
49.214
0.0
49.427
6.997
41.781
24.601
0.0
0.0
39.559
3.241
15.872
46.716
49.875
15.64
21.574
6.899
47.681
0.0
49.119
0.0
0.0
15.737
0.0
38.175
8.045
49.919
0.0
26.861
9.216
27.064
31.904
0.0
49.349
0.0
50.0
