,Cloud_B02,Cloud_B03,Cloud_B04,Cloud_B05,Cloud_B06,Cloud_B07,Cloud_B08,Cloud_B09,Cloud_B10,Cloud_B11,Cloud_B12,Cloud_B13,Sun_Zenith_Angle,COT_est
184982,0.78412,0.75168,0.78366,0.83836,0.97299,0.97714,0.95519,0.9748,0.783,0.30653,0.41077,0.33835,50.07,2.0
56311,0.34572,0.52292,0.47054,0.78172,0.95614,0.98176,0.91704,0.99843,0.24298,0.00039,0.94655,0.60315,43.64,0.0
120323,0.70521,0.6375,0.6802,0.70654,0.80339,0.80348,0.77837,0.79693,0.59235,0.05833,0.06501,0.08106,72.57,2.0
127505,0.49937,0.4934,0.47975,0.5473,0.87541,0.97221,0.96576,0.98247,0.74552,0.23317,0.12006,0.14074,44.92,2.0
28490,0.32805,0.35837,0.2422,0.48441,0.62169,0.62355,0.61346,0.62507,0.41755,0.02131,0.55031,0.30307,80.67,2.0
28656,0.72412,0.67122,0.71995,0.72026,0.73191,0.74037,0.71456,0.74524,0.39185,0.01002,0.60875,0.50624,65.38,2.0
164715,0.57182,0.53424,0.54815,0.61547,0.83115,0.84073,0.81448,0.84883,0.55626,0.18055,0.13079,0.15335,72.47,2.0
139189,0.45331,0.47814,0.42561,0.56017,0.97635,0.99417,0.93475,1.00817,0.48917,0.1427,0.16431,0.16165,48.37,2.0
76235,0.18434,0.30644,0.13852,0.42157,0.92679,0.9708,0.8736,0.99631,0.11221,0.00032,0.70023,0.26619,34.73,0.0
165850,0.50024,0.54899,0.46349,0.67874,0.94739,0.95328,0.94027,0.95891,0.64618,0.05013,0.55599,0.37372,55.02,2.0
50245,0.37278,0.38273,0.45844,0.48468,0.5065,0.52312,0.51322,0.5206,0.3267,0.02,0.53027,0.47909,32.28,1.0
99255,0.93918,0.86952,0.93285,0.93011,0.95707,0.97716,0.93064,0.99313,0.32721,0.00075,0.49446,0.59714,65.08,0.0
106232,0.8374,0.79698,0.84691,0.85366,0.87863,0.91799,0.86079,0.93105,0.68458,0.16278,0.1101,0.13431,49.53,2.0
156833,0.68342,0.64171,0.66028,0.63928,0.79281,0.89259,0.76596,0.92612,0.15213,0.00049,0.47633,0.3211,54.79,2.0
59955,0.3583,0.34656,0.37078,0.36434,0.37671,0.384,0.36103,0.36933,0.16152,0.00049,0.25911,0.24783,39.96,0.0
19725,0.46027,0.46946,0.42429,0.57825,0.84384,0.8487,0.8358,0.85316,0.5545,0.02522,0.57742,0.3745,64.56,2.0
78755,0.25992,0.43257,0.20948,0.58966,0.92688,0.96539,0.88543,0.99069,0.15256,0.00046,0.92885,0.40692,63.54,0.0
112755,0.32998,0.32142,0.2876,0.42146,0.8257,0.84161,0.80563,0.85585,0.30033,0.00105,0.32848,0.21419,76.54,1.0
157394,0.70586,0.6746,0.69013,0.72697,0.98945,0.99625,0.95719,0.99911,0.6276,0.14432,0.08752,0.10836,46.62,2.0
39942,0.97919,0.9121,0.92688,0.79548,0.86244,0.95059,0.79318,1.00653,0.21061,0.00086,0.72217,0.48093,44.11,2.0
7592,0.56364,0.61014,0.88176,1.01064,1.02693,1.03624,1.01329,1.0458,0.57992,0.00741,0.87434,0.70135,41.0,2.0
167320,0.68087,0.61825,0.65728,0.67299,0.67999,0.68187,0.67379,0.68212,0.52829,0.04371,0.10133,0.11941,71.49,2.0
198033,0.42107,0.38408,0.38467,0.46256,0.75884,0.76786,0.75151,0.77691,0.52476,0.20636,0.26082,0.23915,78.7,2.0
159263,0.83789,0.79552,0.83037,0.85696,0.94586,0.94504,0.92127,0.93648,0.66515,0.12922,0.58861,0.44866,47.98,2.0
119343,0.74147,0.71495,0.72428,0.78351,0.98592,0.9858,0.95086,0.98024,0.71093,0.11177,0.06185,0.07853,43.75,2.0
34137,0.64949,0.90572,0.92946,0.79997,0.87115,0.95741,0.80057,1.00975,0.10777,0.0003,0.60373,0.38628,46.77,2.0
73928,0.6218,0.93429,0.95717,0.90805,0.94297,0.97752,0.89712,0.99816,0.16909,0.00029,0.94449,0.85948,34.48,0.0
191009,0.56995,0.88563,0.94637,1.01182,1.01954,1.02214,1.01732,1.02494,0.84614,0.12638,0.18553,0.21847,44.22,2.0
166350,0.70707,0.65021,0.68675,0.7225,0.85315,0.85232,0.83826,0.84887,0.65212,0.10924,0.12292,0.14312,69.9,2.0
69345,0.35882,0.57408,0.46254,0.78461,0.85673,0.93638,0.79386,0.98197,0.02805,0.00051,0.68485,0.28449,67.96,0.0
167663,0.63261,0.55434,0.59782,0.64609,0.741,0.74459,0.72586,0.74494,0.55842,0.10804,0.13082,0.14945,78.74,2.0
96228,0.23801,0.32366,0.20709,0.45539,0.99262,0.99751,0.98077,1.00166,0.65953,0.02713,0.89416,0.53045,31.78,0.0
92296,0.29451,0.3268,0.48667,0.59891,0.70581,0.8199,0.92355,1.00027,0.66103,0.02795,0.95931,0.94291,47.58,0.0
65928,0.22238,0.32967,0.18435,0.45129,0.95104,0.98036,0.9101,0.99817,0.22207,0.00029,0.91064,0.52114,32.03,0.0
84091,0.60176,0.57908,0.58964,0.53072,0.58298,0.65456,0.58512,0.71745,0.0341,0.00028,0.92558,0.75827,39.74,0.0
23877,0.87179,0.83117,0.85387,0.82107,0.93462,1.00933,0.87277,1.05584,0.18165,0.0003,0.7515,0.566,43.62,2.0
196788,0.47476,0.40748,0.41148,0.46351,0.65324,0.66079,0.63285,0.66534,0.32161,0.01332,0.34725,0.3183,77.52,2.0
47504,0.79372,0.7494,0.79034,0.79605,0.81129,0.82305,0.8017,0.83183,0.49086,0.03409,0.69165,0.57221,52.6,2.0
9038,0.56508,0.53161,0.54499,0.58255,0.75645,0.79515,0.72543,0.82131,0.45291,0.07566,0.53999,0.39326,66.12,2.0
173619,0.66016,0.61817,0.63053,0.66767,0.71902,0.74763,0.68409,0.76029,0.42764,0.02359,0.13765,0.13251,66.52,2.0
174783,0.59563,0.56633,0.5752,0.65273,0.87865,0.88516,0.86602,0.89084,0.63585,0.28059,0.17157,0.19296,68.34,2.0
84521,0.44288,0.56783,0.84948,0.75136,0.83441,0.92362,0.77098,0.97561,0.01932,0.00042,0.88969,0.68195,71.62,0.0
177706,0.52883,0.54845,0.49361,0.63894,0.89934,0.9336,0.85052,0.95662,0.42809,0.14778,0.15161,0.1552,58.37,2.0
24765,0.31648,0.32271,0.26975,0.36983,0.82933,0.88976,0.80242,0.91519,0.2322,0.01622,0.42739,0.22941,58.5,2.0
181703,0.82467,0.78964,0.80776,0.83003,0.92934,0.96874,0.88981,0.99619,0.75596,0.31802,0.12502,0.15338,37.9,2.0
63966,0.30245,0.45807,0.26138,0.69317,0.96326,0.97851,0.9418,0.99282,0.40008,0.00076,0.93678,0.54446,65.21,0.0
42661,0.46135,0.39739,0.40219,0.44366,0.66008,0.67042,0.63885,0.67653,0.26635,0.00224,0.37215,0.21541,76.56,2.0
167629,0.61946,0.61611,0.60049,0.65382,0.97723,1.05732,0.9043,1.1072,0.4205,0.04665,0.48861,0.44908,31.41,2.0
154695,0.74749,0.71073,0.73319,0.76932,0.96593,0.96605,0.94999,0.96378,0.80492,0.32116,0.1323,0.16051,53.93,2.0
114040,0.76051,0.66773,0.72882,0.75105,0.76512,0.77156,0.75739,0.7763,0.61945,0.26351,0.16625,0.19086,77.89,2.0
154542,0.63026,0.56813,0.59483,0.61032,0.72573,0.75097,0.68986,0.76663,0.23189,0.00062,0.20605,0.22363,72.7,2.0
107949,0.85954,0.81732,0.84257,0.85847,0.90555,0.92881,0.88066,0.9438,0.79537,0.24594,0.09803,0.12199,46.74,2.0
142733,0.85141,0.81038,0.84714,0.86508,0.87371,0.8823,0.89201,0.90959,0.85938,0.34662,0.12888,0.15713,48.06,2.0
186233,0.64567,0.65111,0.64882,0.73879,1.00738,1.01569,0.99372,1.02264,0.63088,0.06042,0.699,0.57188,47.16,2.0
24624,0.27721,0.23273,0.17728,0.27928,0.56623,0.57429,0.53859,0.57814,0.15568,0.00163,0.35586,0.15702,83.28,2.0
157685,0.79338,0.76437,0.79607,0.82125,1.03461,1.06671,0.98185,1.08815,0.61588,0.15935,0.68807,0.54133,39.5,2.0
110735,0.71809,0.64436,0.69116,0.71873,0.75012,0.75268,0.74039,0.75121,0.71912,0.33664,0.14963,0.17655,76.91,2.0
17516,0.36864,0.40625,0.33037,0.5241,0.88298,0.89158,0.86392,0.8989,0.44962,0.01058,0.57228,0.29163,60.12,2.0
103605,0.64385,0.92005,0.96148,0.92073,0.95539,0.98767,0.90484,1.00992,0.31942,0.01485,0.13575,0.12067,47.59,2.0
35855,0.50232,0.55351,0.51371,0.76522,0.78014,0.78776,0.76329,0.79414,0.39821,0.00774,0.61473,0.41133,70.03,2.0
133428,0.65535,0.57622,0.62156,0.65012,0.69873,0.71817,0.67767,0.72554,0.46436,0.03855,0.10504,0.12195,78.22,2.0
127531,0.40008,0.49806,0.37037,0.6088,0.90212,0.97031,0.84037,1.0081,0.04749,0.00033,0.74678,0.48007,46.06,1.0
96480,0.80506,0.69238,0.79655,0.68782,0.78765,0.89123,0.73055,0.95642,0.01487,0.00078,0.1174,0.12328,81.41,0.0
44229,0.24868,0.34086,0.21769,0.49585,1.02108,1.0306,0.9986,1.03893,0.52225,0.0051,0.98514,0.60217,32.5,0.0
140157,0.70104,0.61423,0.66739,0.69076,0.70148,0.70829,0.70135,0.72723,0.58172,0.12348,0.12608,0.14664,77.83,2.0
191522,0.72729,0.64375,0.69659,0.71822,0.72503,0.7252,0.71725,0.72282,0.59863,0.11851,0.12313,0.14129,76.91,2.0
6993,0.39329,0.44607,0.37006,0.56168,0.95836,0.97879,0.9191,0.99441,0.37376,0.02265,0.6784,0.33529,49.53,2.0
86579,0.23732,0.32752,0.18114,0.49846,0.95024,0.96656,0.94086,0.98479,0.45673,0.00127,0.23787,0.1326,76.11,0.0
3407,0.50851,0.48216,0.46365,0.58748,0.69651,0.72488,0.66008,0.74343,0.17744,0.00064,0.55128,0.3873,72.53,2.0
155731,0.66475,0.66902,0.72939,0.6705,0.70973,0.75816,0.67107,0.78837,0.30465,0.00996,0.26725,0.21337,70.25,2.0
111971,0.51698,0.50659,0.51897,0.48521,0.5075,0.53383,0.48488,0.54915,0.17643,0.00308,0.11645,0.13351,49.8,2.0
125262,0.72012,0.68382,0.70954,0.79709,0.81603,0.83439,0.79497,0.84526,0.71748,0.34886,0.16195,0.18806,70.35,2.0
148008,0.82198,0.77536,0.80782,0.82039,0.82533,0.82709,0.82277,0.83143,0.74182,0.22203,0.12362,0.14629,53.38,2.0
120910,0.71687,0.70831,0.69725,0.76393,0.87286,0.93181,0.82458,0.97196,0.59354,0.14912,0.10632,0.1278,48.15,2.0
191239,0.78043,0.75695,0.76092,0.81682,0.99895,1.00181,0.95903,0.99831,0.76047,0.21979,0.07682,0.09667,37.09,2.0
127641,0.70681,0.65734,0.68427,0.73113,0.78153,0.80303,0.76114,0.81499,0.65401,0.19712,0.10622,0.12935,72.08,2.0
78330,0.29374,0.35993,0.59648,0.62178,0.73766,0.8672,0.81395,0.99252,0.05808,0.00025,0.93034,0.55394,35.75,0.0
154332,0.36369,0.32455,0.31685,0.37765,0.59325,0.62272,0.56827,0.64145,0.2402,0.02164,0.50745,0.33118,78.97,2.0
24285,0.60573,0.55369,0.57096,0.60405,0.66834,0.70839,0.64306,0.73624,0.36862,0.03814,0.47869,0.36839,72.54,2.0
186786,0.93783,0.86516,0.89792,0.85374,0.87804,0.91692,0.84491,0.93951,0.62863,0.17015,0.07923,0.09979,57.49,2.0
125895,0.57593,0.54718,0.55398,0.60023,0.83858,0.92245,0.85798,0.93934,0.57244,0.21999,0.12111,0.14383,60.7,2.0
77340,0.99255,0.92773,0.95092,0.89093,0.93071,0.97233,0.88112,0.99627,0.1302,0.00032,0.04354,0.06533,36.94,0.0
90136,0.29811,0.35054,0.26012,0.41035,0.95178,0.98075,0.91219,0.99826,0.22746,0.00038,0.53892,0.26246,40.21,1.0
76648,0.16496,0.19436,0.11937,0.24867,0.71089,0.83037,0.83367,0.87075,0.50448,0.00496,0.62766,0.31036,64.83,0.0
127493,0.38081,0.32809,0.32306,0.41347,0.66439,0.6897,0.63243,0.70837,0.11796,0.00125,0.12141,0.12402,82.79,2.0
127457,0.74412,0.8486,0.92303,0.83325,0.89097,0.95188,0.82895,0.98981,0.12518,0.00297,0.65595,0.6191,55.73,1.0
139140,0.68463,0.64148,0.6646,0.66796,0.67527,0.67834,0.66269,0.67938,0.44561,0.0307,0.07181,0.09035,52.58,2.0
149715,0.66182,0.60134,0.63778,0.66163,0.72569,0.74791,0.73098,0.74612,0.53169,0.05574,0.09647,0.11658,70.53,2.0
191092,0.74829,0.72054,0.74812,0.79692,1.04329,1.04945,1.03248,1.05362,0.70842,0.13495,0.57687,0.45959,38.22,2.0
3683,0.44774,0.36338,0.37605,0.44244,0.59822,0.60489,0.58379,0.61039,0.31981,0.01389,0.48773,0.34948,82.25,2.0
3012,0.54136,0.45624,0.4825,0.51954,0.57428,0.59653,0.55951,0.61094,0.36337,0.03076,0.39007,0.30135,80.12,2.0
177812,0.72708,0.68616,0.70145,0.70131,0.86216,0.91355,0.80114,0.9425,0.27671,0.00149,0.0712,0.08826,56.76,2.0
4744,0.33626,0.24378,0.238,0.20677,0.22372,0.24084,0.19846,0.24694,0.01106,0.00091,0.19038,0.12307,81.96,2.0
12605,0.54921,0.47882,0.57433,0.51759,0.57421,0.63814,0.52393,0.67158,0.02026,0.00057,0.49872,0.33151,77.19,2.0
188046,0.60868,0.50367,0.56911,0.60709,0.61983,0.62483,0.6254,0.63153,0.56482,0.19145,0.12054,0.14136,82.62,2.0
179712,0.78198,0.72631,0.76917,0.78795,0.79744,0.80415,0.80018,0.81184,0.64512,0.17883,0.64107,0.54449,61.8,2.0
109872,0.52414,0.40816,0.46729,0.51053,0.61772,0.63967,0.60341,0.65288,0.35574,0.01451,0.11286,0.12648,84.39,2.0
58350,0.1927,0.2686,0.14995,0.36456,0.92858,0.9721,0.87721,0.99669,0.11538,0.0005,0.74648,0.32266,37.49,0.0
49619,0.25702,0.31826,0.25429,0.44702,1.0949,1.10047,1.09172,1.10662,0.83279,0.07395,0.61427,0.33736,32.97,2.0
141418,0.65059,0.60603,0.62844,0.64993,0.80393,0.84255,0.76188,0.86384,0.35459,0.00353,0.07436,0.09187,68.2,2.0
121616,0.87366,0.82666,0.85719,0.87086,0.95798,0.94565,0.93022,0.92641,0.82425,0.15392,0.078,0.098,41.96,2.0
39296,0.95433,0.88842,0.90998,0.79099,0.85823,0.93679,0.79231,0.98241,0.07238,0.00029,0.71041,0.5142,48.61,2.0
95428,0.32423,0.54261,0.4063,0.90688,0.94074,0.96244,0.92395,0.98398,0.3456,0.001,0.92349,0.55076,76.61,0.0
66381,0.19083,0.26054,0.13251,0.3015,0.90606,0.96296,0.84758,0.99413,0.07044,0.00031,0.47921,0.18056,33.85,0.0
186623,0.73885,0.68865,0.72526,0.75161,0.8824,0.89316,0.8505,0.89701,0.42683,0.00445,0.06423,0.08018,64.78,2.0
62719,0.25441,0.29456,0.44683,0.48651,0.55048,0.616,0.61954,0.70238,0.16266,0.00053,0.92602,0.85864,68.87,0.0
145519,0.89765,0.85427,0.87596,0.8899,0.90544,0.91181,0.87736,0.90771,0.72155,0.13033,0.07728,0.09741,45.49,2.0
60594,0.29124,0.34876,0.36151,0.53807,0.75647,0.83894,0.90717,0.95197,0.88066,0.32397,0.97112,0.96447,36.06,0.0
37108,0.47598,0.46126,0.46494,0.51875,0.81046,0.90081,0.84791,0.91603,0.43015,0.04379,0.53569,0.4415,58.16,2.0
28863,0.76906,0.79487,0.92501,0.89401,0.92857,0.95635,0.88725,0.97644,0.26031,0.00061,0.77231,0.60388,51.02,2.0
188385,0.49657,0.53412,0.47103,0.62476,0.98881,1.04602,0.91982,1.08258,0.3461,0.03738,0.75063,0.3581,38.38,2.0
149489,0.49468,0.55147,0.47512,0.71642,1.01348,1.01982,0.99124,1.02415,0.54565,0.00315,0.09561,0.11108,41.47,2.0
12947,0.77807,0.76762,0.78494,0.81515,0.95585,1.0314,0.90394,1.08523,0.51545,0.06219,0.56125,0.36012,37.84,2.0
30455,0.86872,0.79545,0.84057,0.83033,0.85436,0.87193,0.82239,0.88538,0.41411,0.04452,0.67201,0.48984,61.49,2.0
9487,0.37558,0.35204,0.50403,0.55649,0.64666,0.69585,0.59939,0.72248,0.04049,0.00071,0.55043,0.27894,73.45,2.0
32760,0.92692,0.85595,0.87643,0.76706,0.82378,0.89997,0.75978,0.94646,0.25888,0.02282,0.34364,0.27597,53.86,2.0
93593,0.83184,0.73787,0.85753,0.87148,0.91493,0.94662,0.8943,0.97627,0.23073,0.00114,0.90065,0.82789,79.11,0.0
112269,0.32866,0.33313,0.27871,0.34632,0.84956,0.92732,0.7844,0.96931,0.02819,0.00036,0.29926,0.16817,57.34,2.0
141383,0.8452,0.82792,0.82747,0.93502,1.00961,1.00294,0.98124,0.98995,0.78726,0.12796,0.06454,0.08201,31.64,2.0
173989,0.75365,0.71764,0.73909,0.76576,0.99268,0.99665,0.96326,0.99714,0.76306,0.29251,0.10621,0.1313,45.72,2.0
77495,0.24376,0.28758,0.22708,0.35935,0.93338,0.97153,0.88894,0.99467,0.15712,0.00035,0.82735,0.39697,51.87,0.0
182681,0.39959,0.33067,0.36607,0.38678,0.3938,0.39534,0.39209,0.39334,0.33545,0.10029,0.11357,0.13074,80.73,2.0
199359,0.54768,0.55736,0.52307,0.6396,1.0172,1.03205,0.96945,1.04189,0.52944,0.12368,0.08602,0.10225,33.27,2.0
76811,0.33639,0.27881,0.29866,0.30065,0.30878,0.31284,0.29285,0.30642,0.09379,0.00109,0.24428,0.19353,78.7,2.0
165185,0.77174,0.73097,0.76084,0.78237,0.93099,0.94624,0.89249,0.95275,0.52699,0.01394,0.07416,0.09372,53.87,2.0
117944,0.59336,0.48932,0.54368,0.56956,0.64415,0.66362,0.61989,0.67168,0.30459,0.00333,0.10525,0.11855,82.37,2.0
171560,0.84858,0.76511,0.79554,0.69722,0.75961,0.82629,0.70095,0.86386,0.02881,0.00044,0.39421,0.38025,67.08,1.0
6304,0.44314,0.396,0.41567,0.42649,0.43177,0.43434,0.42861,0.43425,0.30259,0.02162,0.35452,0.26663,68.78,2.0
195687,0.82548,0.78155,0.80765,0.80336,0.81447,0.82222,0.79632,0.82843,0.53944,0.04032,0.06865,0.08684,40.91,2.0
161865,0.36776,0.32768,0.29273,0.41757,0.63898,0.63979,0.63,0.64019,0.43982,0.02518,0.15962,0.1538,80.04,2.0
88314,0.66829,0.72182,0.8739,0.79807,0.87518,0.94905,0.81107,0.98888,0.03577,0.00033,0.91947,0.74029,48.1,0.0
79727,0.24312,0.41765,0.20465,0.55425,0.97169,0.98572,0.94584,0.99723,0.39213,0.00069,0.60738,0.28151,55.75,0.0
18750,0.39643,0.5463,0.39127,0.84928,1.02613,1.04387,0.99723,1.05846,0.383,0.00062,0.99106,0.71247,43.27,1.0
88326,0.38125,0.47085,0.32142,0.60777,0.98997,0.99411,0.98575,0.99903,0.7531,0.03949,0.36064,0.2227,56.67,0.0
63682,0.41206,0.52276,0.54002,0.77662,0.95142,0.9771,0.91498,0.99517,0.23965,0.00045,0.93837,0.72029,57.88,0.0
3485,0.55802,0.49725,0.51675,0.5885,0.69959,0.71049,0.67868,0.71834,0.32131,0.00546,0.44673,0.33764,74.96,2.0
82529,0.40635,0.48983,0.37466,0.69719,0.99091,0.9959,0.97885,1.00071,0.64747,0.02234,0.95448,0.85199,43.99,0.0
166323,0.56495,0.44622,0.50906,0.54831,0.62272,0.64512,0.6055,0.65701,0.33483,0.00636,0.08904,0.10331,84.07,2.0
139343,0.52408,0.51317,0.48981,0.57935,0.72304,0.78672,0.67958,0.82398,0.23259,0.00159,0.09417,0.11193,73.39,2.0
69023,0.14996,0.28288,0.47114,0.49548,0.5793,0.67883,0.63771,0.7739,0.05433,0.00054,0.90387,0.77803,73.38,0.0
103847,0.49203,0.48559,0.46367,0.56004,0.92156,0.95831,0.86861,0.98155,0.4304,0.09805,0.08848,0.10705,52.33,2.0
143718,0.32486,0.36929,0.29399,0.48384,0.99627,1.01169,0.96138,1.02471,0.4139,0.0425,0.79135,0.49385,43.29,1.0
168788,0.61618,0.52607,0.57654,0.60668,0.70511,0.73585,0.70952,0.73818,0.3878,0.00546,0.09412,0.11012,79.46,2.0
12170,0.68483,0.72618,0.8981,0.88708,0.94661,0.99019,0.88911,1.02126,0.28337,0.01765,0.83332,0.6353,46.23,2.0
25974,0.75605,0.72036,0.75109,0.79843,0.94053,0.9475,0.93078,0.95284,0.63288,0.07394,0.69615,0.5689,54.59,2.0
2643,0.41355,0.34872,0.35208,0.39524,0.58308,0.61551,0.5568,0.63385,0.25195,0.02516,0.4099,0.28925,78.97,2.0
139226,0.81003,0.78326,0.8384,0.81203,0.83793,0.86052,0.79925,0.86814,0.34724,0.00235,0.07474,0.09174,57.59,2.0
136184,0.74798,0.72413,0.73004,0.79484,0.88886,0.91089,0.85188,0.92276,0.66459,0.17751,0.1166,0.13857,59.0,2.0
30097,0.48888,0.44227,0.4518,0.52036,0.64216,0.67043,0.61679,0.68973,0.31907,0.01509,0.46125,0.37153,75.95,2.0
92005,0.64242,0.68945,0.7427,0.74144,0.76596,0.79409,0.75862,0.77671,0.36293,0.00173,0.72709,0.65008,58.56,0.0
169084,0.41908,0.57465,0.38688,0.70741,0.92106,0.96471,0.87038,0.99175,0.2935,0.12239,0.3692,0.2647,52.21,2.0
121346,0.39753,0.63858,0.46849,1.00158,1.02322,1.03678,0.98585,1.04833,0.47827,0.11974,0.54763,0.39295,35.12,2.0
78845,0.15679,0.19796,0.12661,0.29075,0.93581,0.96706,0.90301,0.98954,0.21768,0.00051,0.55709,0.22836,66.98,0.0
170857,0.36201,0.34384,0.31565,0.39727,0.60134,0.64921,0.56666,0.67796,0.202,0.00978,0.46302,0.29492,76.25,2.0
41265,0.67306,0.66636,0.66992,0.73485,0.95907,0.98847,0.91928,1.00749,0.32093,0.00144,0.65548,0.4988,46.77,2.0
26282,0.33023,0.46721,0.37458,0.62362,0.7761,0.84991,0.71077,0.89447,0.1063,0.00767,0.50636,0.27734,61.58,2.0
14533,0.35757,0.31796,0.26702,0.31868,0.55959,0.61686,0.50818,0.64509,0.01432,0.00061,0.35171,0.15984,78.17,2.0
171705,0.65769,0.5731,0.6235,0.65364,0.70806,0.72209,0.69242,0.72713,0.6,0.16265,0.11613,0.13316,78.74,2.0
66670,0.23133,0.2754,0.19448,0.32766,0.88393,0.95297,0.82111,0.99041,0.04325,0.00032,0.69054,0.2534,44.16,0.0
27893,0.27368,0.38775,0.24837,0.49762,0.95409,1.00429,0.89861,1.03425,0.10213,0.00033,0.87866,0.39692,35.84,0.0
57590,0.25149,0.24324,0.20409,0.33735,0.94324,0.96685,0.91798,0.98756,0.28666,0.00078,0.92064,0.49305,72.67,0.0
107246,0.44612,0.46605,0.41694,0.57046,0.9289,0.94333,0.90082,0.95506,0.44782,0.03107,0.13071,0.13282,59.85,2.0
76108,0.50795,0.51186,0.6044,0.60804,0.64152,0.67144,0.62509,0.66809,0.15896,0.00086,0.68815,0.55538,77.2,0.0
65997,0.32941,0.43511,0.29786,0.61782,0.97195,0.98396,0.95364,0.99518,0.46779,0.00163,0.94174,0.56126,61.31,0.0
23813,0.47049,0.38597,0.39638,0.42836,0.5629,0.58903,0.53183,0.60578,0.12743,0.00093,0.43998,0.33672,81.34,2.0
116938,0.73021,0.68162,0.70811,0.72085,0.80174,0.83826,0.7625,0.85712,0.41628,0.00648,0.07448,0.0923,64.15,2.0
21566,0.56287,0.5155,0.59812,0.61743,0.66638,0.7238,0.67658,0.75204,0.27894,0.00514,0.48293,0.35475,71.59,2.0
183827,0.73436,0.6915,0.71717,0.74344,0.84724,0.87282,0.81182,0.88531,0.53699,0.08455,0.22899,0.23477,59.85,2.0
140643,0.7421,0.72498,0.7198,0.75737,0.88158,0.9283,0.8301,0.95769,0.52104,0.05752,0.09607,0.11616,50.6,2.0
12798,0.27064,0.34275,0.21384,0.43453,0.73258,0.77178,0.69135,0.79586,0.10058,0.00039,0.55694,0.24474,70.15,1.0
15509,0.76187,0.74347,0.7767,0.81355,1.02969,1.06385,0.98511,1.08365,0.67237,0.25274,0.55427,0.35891,40.63,2.0
98482,0.33005,0.39093,0.30594,0.51832,0.98702,0.99264,0.97816,0.99852,0.6669,0.03039,0.9563,0.57584,52.08,0.0
92763,0.22695,0.30685,0.18922,0.41018,0.95949,0.98235,0.92155,0.99809,0.25751,0.00041,0.82376,0.4572,45.98,0.0
127456,0.61067,0.50947,0.57077,0.61348,0.6767,0.68059,0.6713,0.68231,0.62875,0.3113,0.15907,0.18166,82.71,2.0
863,0.57991,0.47963,0.51385,0.54382,0.61868,0.62864,0.60153,0.63561,0.32474,0.00845,0.46495,0.37936,79.82,2.0
197133,0.78485,0.75011,0.76588,0.7666,0.8597,0.92151,0.80556,0.96404,0.44008,0.02208,0.06235,0.07929,48.65,2.0
170055,0.57538,0.56061,0.55117,0.60945,0.9721,1.03233,0.99822,1.03373,0.58138,0.02664,0.06129,0.07739,33.17,2.0
121626,0.57973,0.53766,0.75006,0.75162,0.77531,0.79269,0.75639,0.80561,0.57718,0.30847,0.15186,0.17847,76.11,2.0
27436,0.394,0.36686,0.3371,0.40962,0.63737,0.68758,0.59577,0.71598,0.15179,0.00096,0.34672,0.21516,73.7,2.0
106524,0.69518,0.68076,0.68028,0.78522,1.01131,1.02024,0.96777,1.02318,0.53413,0.03362,0.08374,0.1022,31.9,2.0
81075,0.28651,0.2872,0.22819,0.33131,0.85091,0.96142,0.88873,0.98781,0.17326,0.00057,0.49201,0.20752,70.52,0.0
41635,0.16898,0.14186,0.13869,0.1352,0.13672,0.13655,0.12538,0.12703,0.04515,0.00231,0.1107,0.10294,31.79,0.0
154434,0.3788,0.39456,0.34268,0.48867,0.82849,0.84956,0.79967,0.86602,0.33918,0.0185,0.20448,0.17193,71.94,2.0
70758,0.28262,0.51456,0.22375,0.62614,0.886,0.95296,0.82501,0.98984,0.04802,0.0003,0.8597,0.38092,49.94,0.0
106048,0.75621,0.64947,0.71515,0.72592,0.74311,0.75228,0.72415,0.7568,0.53285,0.07772,0.08012,0.09709,78.24,2.0
105676,0.64731,0.63652,0.62754,0.70516,0.96681,0.99388,0.91122,1.01083,0.52768,0.06,0.08409,0.10438,41.18,2.0
178555,0.91907,0.84418,0.89491,0.89189,0.90877,0.9197,0.88028,0.92525,0.71142,0.31818,0.11972,0.14548,61.33,2.0
199484,0.72543,0.70144,0.70925,0.76401,0.94204,0.96489,0.89337,0.97425,0.58398,0.09006,0.088,0.10612,46.49,2.0
196099,0.50229,0.41856,0.45743,0.50343,0.64496,0.69695,0.68416,0.70657,0.43699,0.03942,0.11016,0.12545,81.4,2.0
17938,0.31687,0.31895,0.28911,0.3463,0.459,0.49065,0.47225,0.50881,0.15831,0.00048,0.44924,0.28643,42.31,2.0
160724,0.68836,0.72545,0.70865,0.84964,0.88816,0.94189,0.83806,0.97797,0.58817,0.18416,0.09967,0.12314,50.58,2.0
37391,0.61736,0.57,0.67218,0.74279,0.7724,0.78413,0.75142,0.79383,0.30672,0.00092,0.63268,0.49874,69.56,2.0
162570,0.69936,0.64497,0.67503,0.73804,0.79198,0.81992,0.76444,0.83589,0.6065,0.14861,0.07436,0.09277,70.99,2.0
90435,0.54638,0.6055,0.81241,0.83311,0.8957,0.94442,0.88925,0.95785,0.28011,0.0004,0.81744,0.74254,66.59,0.0
59555,0.40133,0.63622,0.34072,0.7698,0.91251,0.96463,0.85605,0.99408,0.08293,0.00028,0.7453,0.36458,36.22,0.0
