,Cloud_B02,Cloud_B03,Cloud_B04,Cloud_B05,Cloud_B06,Cloud_B07,Cloud_B08,Cloud_B09,Cloud_B10,Cloud_B11,Cloud_B12,Cloud_B13,Sun_Zenith_Angle,COT_est
46771,0.5191,0.58055,1.00217,0.87424,0.94109,1.02689,0.86165,1.07941,0.31104,0.09231,0.80449,0.41333,45.22,2.0
61974,0.31846,0.63421,0.50408,0.9884,0.99626,0.99891,0.98932,1.00176,0.75966,0.08855,0.89523,0.4307,36.53,0.0
134950,0.95824,0.88976,0.94132,0.94659,0.95866,0.96298,0.93405,0.96452,0.75581,0.32038,0.14118,0.17049,54.92,2.0
178554,0.6508,0.59876,0.64901,0.67347,0.68411,0.6892,0.68903,0.68908,0.65113,0.2509,0.15669,0.18308,69.62,2.0
90185,0.23506,0.31745,0.20411,0.47693,0.88351,0.94607,0.8305,0.98405,0.05658,0.00057,0.63574,0.21972,67.72,0.0
95383,0.26664,0.31891,0.23336,0.39785,0.91145,0.9625,0.86044,0.99178,0.09854,0.0003,0.72499,0.32205,53.28,0.0
66459,0.26898,0.37236,0.20694,0.50454,0.96488,0.98133,0.93951,0.9953,0.37285,0.00053,0.56775,0.23544,59.73,0.0
67159,0.26174,0.37177,0.22282,0.54426,0.98112,0.9907,0.96136,0.99907,0.49622,0.00249,0.94878,0.50501,51.96,0.0
155851,0.68923,0.61319,0.66259,0.68604,0.6926,0.69348,0.69011,0.693,0.60882,0.10352,0.07582,0.09341,75.91,2.0
41052,0.76417,0.70684,0.74914,0.76328,0.77464,0.7796,0.76689,0.78514,0.50937,0.02908,0.63819,0.53269,61.68,2.0
2923,0.7,0.67763,0.74983,0.78023,0.8207,0.86564,0.87859,0.9591,0.48725,0.01887,0.68183,0.52132,46.78,2.0
181778,0.66548,0.60829,0.6521,0.6753,0.7034,0.74556,0.74235,0.83042,0.53475,0.13151,0.10964,0.13318,71.62,2.0
171920,0.84242,0.75884,0.81247,0.80395,0.82702,0.84249,0.79909,0.85287,0.56476,0.12781,0.0924,0.1135,70.59,2.0
185034,0.76191,0.70993,0.7457,0.78088,0.88118,0.8839,0.86708,0.88345,0.76578,0.37529,0.17055,0.19995,67.33,2.0
113283,0.50127,0.54331,0.47174,0.63053,0.86482,0.93473,0.79718,0.97825,0.27127,0.03734,0.14061,0.14909,53.13,2.0
70359,0.30812,0.22798,0.23686,0.21328,0.23266,0.25512,0.21113,0.26005,0.01366,0.00119,0.42673,0.27656,83.39,2.0
118442,0.68737,0.63311,0.66546,0.70407,0.82033,0.82528,0.8017,0.82622,0.70297,0.30182,0.12157,0.14623,72.19,2.0
6416,0.6673,0.63225,0.65239,0.67841,0.838,0.87131,0.80131,0.8923,0.41049,0.02144,0.54397,0.41448,59.88,2.0
116280,0.98502,0.92171,0.97521,0.9884,1.00012,1.00494,0.98805,1.00969,0.65237,0.02385,0.08596,0.10513,48.29,2.0
92445,0.34019,0.4561,0.70425,0.81556,0.92223,0.98975,0.97488,0.99699,0.65384,0.0269,0.95835,0.94061,59.9,0.0
22016,0.27169,0.28116,0.21813,0.38751,0.79736,0.80572,0.77947,0.81296,0.3779,0.00136,0.4535,0.24636,70.1,2.0
137811,0.7186,0.63915,0.68876,0.71684,0.78069,0.77603,0.7649,0.76694,0.65148,0.10901,0.08334,0.10166,75.14,2.0
105540,0.91591,0.8396,0.8829,0.87391,0.87937,0.88006,0.85508,0.87268,0.77752,0.2645,0.12902,0.15478,61.05,2.0
70745,0.26211,0.31751,0.20809,0.46303,0.93155,0.95885,0.90677,0.98336,0.25447,0.00087,0.8766,0.39865,75.53,0.0
19967,0.51789,0.55651,0.51925,0.68037,1.03176,1.05999,0.98506,1.08024,0.3424,0.01439,0.60144,0.36998,40.87,2.0
91250,0.16379,0.23376,0.11395,0.27134,0.73324,0.86073,0.72813,0.89076,0.0281,0.00035,0.60175,0.27603,52.4,0.0
126872,0.6772,0.64412,0.65617,0.68978,0.81497,0.86607,0.7757,0.89913,0.52573,0.07877,0.07708,0.09677,62.39,2.0
36508,0.45189,0.48371,0.43638,0.62091,0.90723,0.95253,0.85182,0.98134,0.39219,0.12306,0.40266,0.28287,50.14,2.0
164477,0.63389,0.5742,0.62703,0.65531,0.67497,0.69043,0.69403,0.72223,0.56297,0.22431,0.28131,0.29231,73.96,2.0
41567,0.52675,0.55493,0.53536,0.65266,1.01816,1.03918,0.97975,1.05498,0.45061,0.04146,0.88648,0.60084,41.5,2.0
8049,0.7122,0.68661,0.70499,0.7537,0.92536,0.95126,0.88547,0.96925,0.42204,0.0082,0.62109,0.4926,51.33,2.0
100958,0.37804,0.39435,0.34453,0.4617,1.01214,1.01937,0.99096,1.02637,0.61995,0.1675,0.18779,0.15447,44.7,2.0
121825,0.64296,0.63539,0.6207,0.6898,0.90323,0.95576,0.8372,0.98801,0.41732,0.02371,0.07365,0.09041,42.8,2.0
172268,0.62775,0.53663,0.58821,0.63957,0.70734,0.71164,0.69746,0.71252,0.58724,0.15986,0.1096,0.12968,80.94,2.0
182960,0.77172,0.73633,0.76516,0.7657,0.77963,0.7904,0.76728,0.80005,0.45503,0.06774,0.3533,0.33935,33.31,2.0
14352,0.55856,0.50393,0.5254,0.55091,0.64131,0.6823,0.61823,0.71094,0.3656,0.02881,0.45919,0.35106,73.93,2.0
26809,0.3514,0.37545,0.30031,0.49333,0.75764,0.79861,0.71342,0.82452,0.11767,0.00049,0.71267,0.38007,70.01,2.0
166162,0.56611,0.56156,0.54196,0.63565,1.03328,1.03575,1.01971,1.03749,0.76514,0.2224,0.12405,0.14703,36.61,2.0
30077,0.49824,0.61619,0.72775,0.61708,0.627,0.62907,0.49415,0.5706,0.03118,0.00031,0.94997,0.71148,38.35,0.0
197141,0.75362,0.74553,0.73489,0.87762,0.9609,0.96208,0.94301,0.96055,0.72159,0.16365,0.09204,0.1143,54.27,2.0
150913,0.84065,0.79292,0.8206,0.83929,0.89189,0.90709,0.85841,0.90948,0.70319,0.1435,0.07576,0.0955,52.31,2.0
145434,0.35439,0.41931,0.3465,0.67319,1.02911,1.03497,1.0177,1.04091,0.66589,0.01931,0.55101,0.3717,35.93,2.0
92206,0.19788,0.2865,0.15952,0.45974,0.93705,0.97486,0.89093,0.99674,0.15871,0.00037,0.73696,0.29149,37.86,0.0
30725,0.24106,0.2116,0.14815,0.25396,0.63359,0.64639,0.61201,0.6564,0.21632,0.00225,0.32277,0.17089,81.94,1.0
2500,0.4356,0.35827,0.38378,0.403,0.40879,0.41144,0.41193,0.4151,0.37279,0.16536,0.37604,0.33333,80.03,2.0
179198,0.62401,0.52417,0.58105,0.62007,0.67954,0.69227,0.66564,0.69716,0.51295,0.08522,0.12588,0.14229,81.45,2.0
155915,0.75317,0.6793,0.72738,0.7521,0.7972,0.78979,0.78159,0.77878,0.7233,0.18174,0.09194,0.11229,72.86,2.0
50498,0.21,0.2315,0.21688,0.42869,0.97987,0.99065,0.95722,0.99952,0.46168,0.00149,0.94219,0.56445,47.71,0.0
44698,0.33241,0.33279,0.40487,0.43755,0.4769,0.51676,0.54434,0.59964,0.32072,0.02194,0.88693,0.72927,46.03,2.0
178503,0.77937,0.70911,0.75292,0.76563,0.78349,0.78745,0.7612,0.78164,0.61699,0.0719,0.07026,0.08786,70.34,2.0
184776,0.47514,0.498,0.44685,0.58747,0.99353,0.997,0.98928,1.00093,0.77214,0.12939,0.15407,0.17539,50.92,2.0
125508,0.55031,0.59409,0.74531,0.73119,0.82036,0.94537,0.80437,0.99055,0.29134,0.013,0.09708,0.12365,48.08,2.0
60439,0.23033,0.29884,0.18499,0.36675,0.90844,0.96059,0.85512,0.99139,0.08546,0.00038,0.74668,0.36149,56.39,0.0
24645,0.294,0.27823,0.2075,0.37641,0.62243,0.62652,0.60805,0.63017,0.31632,0.00293,0.39911,0.22853,81.38,2.0
9407,0.38723,0.42389,0.37935,0.52722,1.00439,1.02449,0.96579,1.04085,0.40397,0.01487,0.73422,0.48917,42.53,2.0
19739,0.50237,0.5983,0.916,0.99698,1.01747,1.02957,0.99397,1.04083,0.4978,0.01512,0.9335,0.8389,42.7,2.0
8347,0.65164,0.63217,0.72081,0.71349,0.76216,0.80141,0.73207,0.81274,0.25561,0.00069,0.66963,0.51634,35.78,2.0
56812,0.24994,0.33697,0.19502,0.46725,0.99487,0.9988,0.98245,1.00244,0.66314,0.02577,0.73662,0.37732,33.26,0.0
125845,0.64316,0.65052,0.62333,0.74223,0.94058,0.97555,0.88771,0.99862,0.5547,0.1808,0.10977,0.13372,47.38,2.0
5169,0.43549,0.45539,0.66873,0.74106,0.7647,0.78204,0.73673,0.79498,0.28967,0.01391,0.66927,0.52707,69.55,2.0
142939,0.55394,0.60878,0.51567,0.77578,0.87946,0.88981,0.85431,0.89724,0.39507,0.00351,0.0805,0.09677,66.82,2.0
189029,0.64073,0.60645,0.66566,0.75464,0.87168,0.93463,0.81453,0.97477,0.52089,0.16153,0.07608,0.09633,50.57,2.0
171179,0.7531,0.68599,0.7278,0.7415,0.74983,0.75168,0.73954,0.75126,0.56553,0.10282,0.11916,0.1431,71.12,2.0
52502,0.17409,0.19514,0.12585,0.25154,0.77969,0.91721,0.76295,0.97192,0.0175,0.00047,0.42286,0.13796,74.13,0.0
86130,0.1697,0.27112,0.12741,0.40212,0.98257,0.99052,0.96747,0.99813,0.56031,0.00574,0.71975,0.36575,56.33,0.0
97587,0.37192,0.46959,0.3755,0.69291,0.93177,0.96003,0.90549,0.98429,0.24252,0.00084,0.9165,0.56896,74.42,0.0
135475,0.97707,0.90872,0.94098,0.86637,0.91718,0.96986,0.86194,1.00119,0.0833,0.00038,0.65287,0.60814,52.5,1.0
89592,0.39846,0.64617,0.40018,0.95494,0.97347,0.98571,0.9574,0.99622,0.50588,0.00341,0.74256,0.36524,61.61,0.0
155461,0.92594,0.87015,0.92644,0.91003,0.91089,0.90893,0.87234,0.8939,0.69222,0.05675,0.05137,0.06594,42.16,2.0
14361,0.30646,0.40592,0.2498,0.52399,0.77118,0.86246,0.70926,0.91437,0.01397,0.00056,0.81517,0.34662,74.35,0.0
14143,0.33256,0.53653,0.45758,0.96109,0.98231,0.98828,0.97665,0.99544,0.68616,0.03949,0.94349,0.50141,60.38,0.0
4512,0.56605,0.46066,0.50142,0.52185,0.551,0.56834,0.54009,0.57934,0.32275,0.01463,0.3949,0.32351,81.64,2.0
80015,0.13655,0.19058,0.09336,0.26059,0.90587,0.95967,0.85314,0.99089,0.08247,0.0004,0.59229,0.19941,54.38,0.0
83563,0.26392,0.41491,0.21685,0.5856,0.97631,0.98969,0.94804,0.99993,0.39266,0.00066,0.88495,0.43001,43.37,0.0
104985,0.44311,0.40023,0.39052,0.54083,0.74415,0.75092,0.72806,0.7572,0.36185,0.00196,0.09622,0.10418,79.97,2.0
96014,0.65917,0.74145,0.88922,0.79863,0.86774,0.94429,0.80395,0.9862,0.03197,0.00028,0.91586,0.73542,53.78,0.0
66953,0.2064,0.26367,0.16215,0.35909,0.98751,0.99389,0.97368,0.99984,0.60132,0.01158,0.92408,0.56763,48.28,0.0
44167,0.52757,0.55279,0.51182,0.66793,0.976,0.98739,0.95359,0.99686,0.50752,0.03398,0.70921,0.38704,49.27,2.0
106893,0.7632,0.71981,0.74483,0.75974,0.87372,0.9064,0.83202,0.92414,0.55408,0.0502,0.08085,0.10118,55.7,2.0
7773,0.53434,0.56495,0.51777,0.63905,0.88058,0.94596,0.81936,0.98468,0.09235,0.00032,0.8013,0.4997,50.18,2.0
129598,0.64897,0.6238,0.63429,0.67392,0.98748,1.00107,0.94988,1.00799,0.57223,0.08544,0.09058,0.11306,43.62,2.0
6914,0.78498,0.80098,0.75093,0.8041,0.95945,1.04137,0.88642,1.09238,0.3401,0.00759,0.53687,0.34692,42.4,2.0
143829,0.36714,0.42402,0.54759,0.5708,0.6266,0.69393,0.67449,0.76222,0.15628,0.00038,0.12504,0.15986,58.49,2.0
91710,0.31299,0.36194,0.23832,0.49312,0.81239,0.90337,0.76039,0.96214,0.02215,0.0007,0.69411,0.25424,79.79,0.0
60526,0.18728,0.27432,0.15087,0.36785,0.90927,0.96138,0.85747,0.99144,0.09126,0.00034,0.53634,0.21594,54.89,0.0
173474,0.66736,0.60566,0.64225,0.66779,0.70887,0.7306,0.70304,0.74957,0.61345,0.29026,0.56818,0.47887,71.8,2.0
12890,0.6153,0.61129,0.60173,0.66519,0.85974,0.9312,0.80233,0.97898,0.41246,0.07388,0.55558,0.33419,49.3,2.0
16615,0.58827,0.48326,0.53422,0.56789,0.59534,0.60967,0.59415,0.62044,0.51538,0.29291,0.48409,0.40732,81.84,2.0
82355,0.33319,0.35753,0.482,0.45748,0.52402,0.58926,0.49471,0.60871,0.01719,0.00056,0.48724,0.3318,71.81,0.0
187951,0.77336,0.74017,0.75508,0.78671,0.99555,1.00346,0.95737,1.00587,0.77837,0.33556,0.14884,0.17517,39.85,2.0
164767,0.77304,0.7454,0.76016,0.82326,0.99646,0.99992,0.96467,0.99799,0.61838,0.0576,0.09554,0.11386,41.8,2.0
123041,0.68495,0.62315,0.66113,0.68245,0.77156,0.79804,0.74117,0.81114,0.47122,0.01726,0.0718,0.08919,72.36,2.0
94955,0.35904,0.35768,0.47626,0.49486,0.56605,0.65293,0.66074,0.80816,0.10043,0.00065,0.91317,0.80414,71.65,0.0
62320,0.11133,0.08119,0.06883,0.0665,0.06471,0.06272,0.05984,0.06008,0.03703,0.00133,0.04791,0.0389,60.96,0.0
75626,0.20259,0.2462,0.17952,0.36385,0.98691,0.99454,0.96934,1.00072,0.55439,0.00616,0.91685,0.44768,38.23,0.0
71271,0.52824,0.58802,0.6985,0.7968,0.9334,0.97114,0.88937,0.99419,0.15506,0.00035,0.93714,0.85329,52.85,0.0
33008,0.56053,0.4156,0.46717,0.49515,0.51312,0.52294,0.51287,0.54572,0.23831,0.00253,0.40097,0.31803,84.15,2.0
36124,0.40666,0.4358,0.39628,0.52201,1.04555,1.06684,1.00357,1.08437,0.44309,0.05441,0.60024,0.38978,35.0,2.0
146873,0.51184,0.49176,0.48217,0.5611,0.75899,0.80156,0.72459,0.82722,0.3424,0.01773,0.10904,0.1263,73.95,2.0
148552,0.70545,0.66115,0.68644,0.70829,0.84832,0.87626,0.80066,0.89032,0.36674,0.00255,0.06563,0.08181,63.73,2.0
157590,0.3954,0.45255,0.3676,0.57321,0.99642,1.00328,0.98172,1.00999,0.58504,0.00783,0.27238,0.21238,49.41,2.0
38278,0.68943,0.65109,0.67623,0.71982,0.88066,0.89294,0.85733,0.90146,0.63531,0.22467,0.59588,0.47214,59.48,2.0
14679,0.56396,0.51793,0.53512,0.55264,0.73117,0.78189,0.68588,0.81388,0.15933,0.0005,0.63932,0.46974,67.47,2.0
133449,0.58977,0.54584,0.56051,0.63965,0.80013,0.80475,0.78931,0.80823,0.60162,0.1438,0.10802,0.12976,75.23,2.0
159973,0.60049,0.58503,0.57355,0.6478,0.76949,0.82277,0.72504,0.85413,0.31867,0.01113,0.09471,0.11151,70.24,2.0
145142,0.40522,0.55078,0.73847,0.79523,0.8314,0.87519,0.88875,0.88531,0.83513,0.4468,0.60118,0.67006,36.16,1.0
30624,0.46304,0.49439,0.43787,0.59079,1.03632,1.06233,0.98885,1.08094,0.32422,0.00334,0.73589,0.36393,39.84,2.0
135312,0.64188,0.57426,0.62095,0.64799,0.66604,0.67541,0.67143,0.68824,0.51049,0.05015,0.10593,0.12537,75.32,2.0
108097,0.71279,0.67425,0.69242,0.71733,0.8257,0.86872,0.78313,0.89436,0.4857,0.02217,0.06157,0.07791,60.49,2.0
143226,0.62826,0.60661,0.6015,0.63347,0.88337,0.94807,0.81745,0.98878,0.34351,0.00847,0.07502,0.09363,45.68,2.0
113102,0.37332,0.36983,0.32075,0.47778,0.84408,0.85733,0.82394,0.86961,0.34115,0.00085,0.21982,0.15898,73.15,2.0
69653,0.23545,0.28585,0.18172,0.43381,0.94943,0.96602,0.94246,0.98448,0.4776,0.00238,0.75686,0.32623,77.1,0.0
23072,0.24585,0.34038,0.23187,0.57191,1.05327,1.07337,1.0176,1.08916,0.41222,0.01348,0.79769,0.40809,39.73,1.0
152050,0.84104,0.79138,0.8252,0.84469,0.91316,0.92061,0.8897,0.92105,0.81008,0.34474,0.13161,0.15988,59.5,2.0
93507,0.52184,0.64056,0.49044,0.83137,0.94964,0.97543,0.91412,0.99453,0.24896,0.00038,0.93742,0.87745,60.15,0.0
18553,0.4804,0.51011,0.45381,0.60399,1.0383,1.06395,1.00164,1.07905,0.3356,0.0006,0.55297,0.381,45.28,2.0
165097,0.67318,0.61422,0.6422,0.71413,0.73876,0.76515,0.71468,0.77987,0.48222,0.03968,0.07769,0.09527,76.37,2.0
136024,0.50715,0.60381,0.46775,0.78721,0.9672,0.97672,0.94109,0.98413,0.46798,0.00788,0.08842,0.10029,53.42,2.0
74935,0.24363,0.39683,0.20537,0.58575,0.98855,0.99495,0.97532,1.00036,0.62149,0.01496,0.6352,0.29225,36.54,0.0
25212,0.49768,0.50194,0.47235,0.52226,0.79304,0.8889,0.72454,0.94413,0.09832,0.00039,0.72009,0.42948,54.36,2.0
7812,0.41798,0.46475,0.39882,0.61725,1.02829,1.03989,1.00665,1.05041,0.51208,0.01049,0.89209,0.71689,39.86,2.0
8871,0.23332,0.26414,0.16889,0.34023,0.9541,0.97039,0.93294,0.98473,0.38608,0.00085,0.87558,0.45862,65.8,0.0
54879,0.26785,0.39892,0.23767,0.58933,0.95352,0.98229,0.91447,0.99895,0.23274,0.00038,0.7452,0.35317,31.1,0.0
6553,0.506,0.48179,0.47178,0.55553,0.77095,0.78496,0.74538,0.79533,0.36505,0.01212,0.54055,0.36598,68.76,2.0
75056,0.29953,0.30378,0.2269,0.52851,0.89741,0.92098,0.92728,0.95483,0.65191,0.02782,0.73858,0.34543,84.79,0.0
168643,0.39152,0.62584,0.34603,0.95071,0.99179,0.99603,0.98627,1.00103,0.73229,0.0968,0.37481,0.23952,49.8,1.0
103427,0.60156,0.52337,0.57638,0.60175,0.68831,0.71214,0.65358,0.72408,0.24179,0.00104,0.09715,0.10896,79.68,2.0
100208,0.45661,0.48911,0.42667,0.62157,0.90059,0.90489,0.8966,0.91026,0.7079,0.22064,0.18288,0.18425,66.96,2.0
94800,0.89126,0.81225,0.89787,0.88705,0.92886,0.95968,0.897,0.98547,0.21152,0.00061,0.12571,0.17359,73.56,0.0
181718,0.65984,0.6406,0.63733,0.69529,1.01499,1.02483,0.97211,1.02979,0.63983,0.13217,0.07653,0.09646,32.65,2.0
110740,0.95401,0.88432,0.9363,0.93377,0.95149,0.96199,0.91973,0.96894,0.62696,0.19446,0.09003,0.11232,55.11,2.0
150941,0.5289,0.45803,0.4858,0.58635,0.6302,0.663,0.61428,0.68201,0.37966,0.03511,0.0956,0.11269,82.91,2.0
88512,0.30846,0.35242,0.28414,0.50001,0.99418,0.99734,0.9881,1.00089,0.75565,0.08378,0.95365,0.54973,44.4,0.0
12869,0.51992,0.52069,0.49418,0.61387,0.72494,0.78282,0.6754,0.81957,0.1951,0.00072,0.58152,0.37923,66.12,2.0
28429,0.77642,0.92745,1.07278,1.05987,1.08454,1.10166,1.04393,1.11403,0.49562,0.04002,0.9023,0.70068,35.98,2.0
191807,0.71632,0.65816,0.69591,0.72539,0.823,0.83737,0.798,0.84399,0.65771,0.22813,0.09767,0.11989,70.49,2.0
126772,0.51937,0.51522,0.66561,0.67218,0.79165,0.86974,0.73406,0.91626,0.23049,0.0031,0.09453,0.11928,63.47,2.0
159618,0.65119,0.55022,0.61114,0.64635,0.67081,0.6767,0.66641,0.67722,0.64371,0.26635,0.11896,0.14074,81.59,2.0
76130,0.42225,0.4734,0.76417,0.70308,0.7956,0.88895,0.74497,0.95358,0.02089,0.0009,0.84606,0.64123,82.03,0.0
183979,0.92829,0.88858,0.92857,0.94229,0.98252,1.00092,0.96116,1.01104,0.74871,0.20595,0.7309,0.61035,42.64,2.0
182015,0.66279,0.65137,0.65438,0.72339,1.03213,1.04114,1.00483,1.04768,0.56732,0.04283,0.18778,0.19471,34.11,2.0
24039,0.30668,0.24685,0.22065,0.3042,0.49754,0.53706,0.50066,0.54752,0.12798,0.00131,0.31329,0.21942,84.23,2.0
169725,0.67595,0.64132,0.67241,0.68119,0.68858,0.69262,0.68212,0.69523,0.49724,0.04683,0.08078,0.10121,54.85,2.0
101904,0.68873,0.62989,0.67777,0.69278,0.70647,0.71517,0.70556,0.72846,0.45489,0.01282,0.09712,0.11553,69.67,2.0
24616,0.71315,0.66743,0.70153,0.72955,0.87352,0.89261,0.84948,0.90461,0.61737,0.24064,0.57159,0.44506,60.48,2.0
75636,0.22474,0.34121,0.18683,0.52196,0.98795,0.99463,0.97103,1.00061,0.56736,0.00618,0.70123,0.3779,42.85,0.0
110019,0.62129,0.58762,0.6007,0.63498,0.80838,0.85019,0.76416,0.87479,0.362,0.00654,0.08003,0.09857,66.79,2.0
24982,0.80534,0.7738,0.8072,0.80382,0.92115,0.98793,0.87126,1.04096,0.36084,0.00683,0.74914,0.59731,37.51,2.0
164573,0.59152,0.45966,0.55028,0.60049,0.62486,0.6355,0.62223,0.6415,0.56419,0.22761,0.13791,0.15434,84.69,2.0
176740,0.98512,0.91613,0.96071,0.93716,0.95255,0.96146,0.90602,0.96013,0.46779,0.00818,0.07368,0.0903,47.0,2.0
117042,0.72665,0.72828,0.80086,0.99995,1.00722,1.00734,0.97579,1.00288,0.70339,0.11053,0.05725,0.07303,37.5,2.0
166684,0.6011,0.52792,0.56932,0.60968,0.74763,0.76332,0.7323,0.77473,0.4906,0.06615,0.20181,0.20923,78.27,2.0
19858,0.37717,0.38163,0.33749,0.47758,0.73825,0.74188,0.73531,0.74545,0.56149,0.09258,0.44965,0.27557,72.45,2.0
54637,0.60766,0.58841,0.61421,0.63165,0.65404,0.68453,0.69908,0.72542,0.53346,0.03432,0.95657,0.94105,35.66,0.0
1173,0.52586,0.49712,0.50816,0.54942,0.78316,0.83158,0.73838,0.86347,0.28091,0.0027,0.57615,0.40731,63.62,2.0
45490,0.78583,0.69726,0.72362,0.64485,0.69559,0.75152,0.64477,0.78418,0.08797,0.00048,0.20261,0.18983,69.7,2.0
75407,0.27511,0.26203,0.18976,0.36026,0.73539,0.85285,0.68955,0.93277,0.01629,0.0011,0.70379,0.23578,84.36,0.0
89963,0.24894,0.28938,0.37564,0.43098,0.52469,0.60686,0.63259,0.7493,0.16619,0.0003,0.94274,0.86932,43.01,0.0
142100,0.91082,0.83714,0.88776,0.89141,0.90274,0.90736,0.88127,0.90778,0.80032,0.37649,0.16809,0.19941,63.04,2.0
26557,0.33438,0.38921,0.57258,0.63627,0.71865,0.79951,0.76557,0.8086,0.30353,0.00082,0.69703,0.58019,68.41,2.0
94843,0.27079,0.41957,0.23586,0.556,0.95895,0.98263,0.92241,0.99832,0.27286,0.00031,0.80536,0.37905,37.19,0.0
104238,0.41884,0.44726,0.38461,0.51896,0.91887,0.9798,0.84936,1.01754,0.26863,0.0289,0.15568,0.16013,42.87,2.0
191209,0.3804,0.42537,0.33557,0.53405,0.89582,0.90225,0.88232,0.90794,0.51865,0.00927,0.70597,0.32636,59.75,2.0
96124,0.23978,0.3213,0.2,0.37912,0.87778,0.95106,0.81238,0.9901,0.03591,0.00025,0.86441,0.42292,35.74,0.0
100047,0.31156,0.40442,0.27144,0.55937,0.99712,1.01297,0.96835,1.02601,0.38346,0.00053,0.48274,0.28266,43.53,1.0
104983,0.49894,0.56423,0.4609,0.6792,0.98026,0.99578,0.94267,1.00571,0.33133,0.00055,0.07357,0.08505,46.04,2.0
91241,0.29206,0.32769,0.23312,0.5707,0.91739,0.93912,0.92719,0.96749,0.51053,0.00428,0.70796,0.33098,82.37,0.0
157165,0.85979,0.81773,0.83862,0.83307,0.9018,0.94536,0.85398,0.9706,0.62505,0.13563,0.08599,0.10768,44.91,2.0
23568,0.68825,0.65932,0.67098,0.70628,0.82794,0.88053,0.78728,0.91697,0.45984,0.05177,0.50355,0.34548,56.94,2.0
188808,0.82394,0.7921,0.85433,0.82757,0.85411,0.88143,0.82052,0.89118,0.5689,0.11746,0.09163,0.11151,65.22,2.0
124703,0.71286,0.70047,0.69678,0.78172,0.97798,0.97827,0.97795,0.97812,0.93326,0.37854,0.1532,0.18453,53.95,2.0
176042,0.8636,0.82829,0.85929,0.87122,0.94966,0.99394,0.913,1.03101,0.57593,0.06041,0.30287,0.30442,36.1,2.0
160127,0.64683,0.5729,0.62231,0.65051,0.66034,0.66441,0.66741,0.6716,0.65424,0.33988,0.17695,0.20023,78.65,2.0
157256,0.69292,0.6186,0.66485,0.69442,0.77868,0.77588,0.77092,0.77039,0.71667,0.28343,0.15267,0.17834,75.93,2.0
47612,0.55251,0.56423,0.5357,0.59357,0.99331,1.06234,0.9236,1.09987,0.09639,0.00042,0.7929,0.42299,37.82,2.0
171575,0.65677,0.68872,0.75142,0.77214,0.79122,0.80043,0.75654,0.80312,0.30392,0.00113,0.08708,0.10134,73.79,2.0
150989,0.80638,0.76646,0.81953,0.81925,0.81901,0.81259,0.79434,0.79937,0.68411,0.11313,0.07114,0.08883,68.29,2.0
68072,0.32627,0.47247,0.2525,0.55856,0.88767,0.95172,0.82837,0.98859,0.0518,0.00034,0.65363,0.24351,57.25,0.0
161863,0.67184,0.63476,0.64479,0.71015,0.83326,0.83758,0.80238,0.83614,0.4569,0.03146,0.29681,0.29381,62.72,2.0
179802,0.61244,0.52646,0.57566,0.60833,0.7032,0.72419,0.68719,0.73713,0.51998,0.16383,0.12133,0.14288,80.11,2.0
125037,0.4365,0.45941,0.40471,0.55702,0.95329,0.96357,0.92758,0.97204,0.44668,0.00522,0.11927,0.14619,56.4,2.0
119206,0.69573,0.65318,0.75771,0.75384,0.78685,0.8263,0.74912,0.85004,0.4183,0.0155,0.0894,0.10852,68.89,2.0
177583,0.51225,0.40238,0.46007,0.51082,0.67212,0.68446,0.65774,0.69506,0.27854,0.00211,0.0989,0.11109,83.92,2.0
103442,0.4768,0.40473,0.4361,0.52692,0.68699,0.70051,0.68354,0.71321,0.52234,0.27456,0.14643,0.16724,83.46,2.0
147095,0.57373,0.60397,0.54543,0.66389,0.86678,0.93402,0.80592,0.97717,0.41884,0.07574,0.11017,0.13085,51.2,2.0
78562,0.19829,0.2722,0.94967,0.87927,0.92292,0.9696,0.86974,0.99581,0.10392,0.00036,0.57334,0.22811,32.72,0.0
31417,0.50318,0.47569,0.47115,0.50914,0.71423,0.77408,0.66519,0.8105,0.15973,0.00045,0.57409,0.37239,67.05,2.0
176089,0.6723,0.6125,0.64558,0.65865,0.70503,0.7304,0.68333,0.74765,0.40967,0.02053,0.2956,0.30484,70.56,2.0
72949,0.21321,0.24045,0.13991,0.30674,0.69072,0.79186,0.70699,0.83294,0.06093,0.00068,0.42738,0.1832,76.11,0.0
177697,0.81409,0.7815,0.79978,0.83429,0.98899,1.0101,0.94066,1.01852,0.63972,0.13166,0.09343,0.1153,34.66,2.0
12827,0.54304,0.49095,0.59334,0.56108,0.62619,0.67871,0.5785,0.67672,0.04003,0.00052,0.4702,0.34839,70.23,2.0
150973,0.66603,0.64661,0.66383,0.70989,1.04903,1.06773,1.00849,1.08124,0.55904,0.07491,0.65335,0.55955,38.16,2.0
107207,0.45112,0.58041,0.50798,0.78287,0.82124,0.85115,0.77844,0.87113,0.1342,0.00053,0.08834,0.08996,70.0,2.0
176154,0.63473,0.63811,0.62322,0.69148,0.99601,1.05767,0.92545,1.09949,0.43592,0.06108,0.76234,0.49413,31.59,2.0
26659,0.77441,0.76173,0.76283,0.78584,0.95149,1.02842,0.89095,1.08078,0.29245,0.00053,0.73592,0.58398,36.69,2.0
